asset_hash,name,name_candidates,candidate_count,resolved,types,wads,aset_rows,block_count,example_block
0x1DB09757,jungle_env_bushsmall03,jungle_env_bushsmall03,1,1,model;texture,vz.wad,2,1,blocks\VZ\c30947_P000_Q3.block
0x1DB0D6B0,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c31350_P000_Q3.block
0x1DB14883,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c30112_P000_Q3.block
0x1DB7D346,estate_walllong_lod,estate_walllong_lod,1,1,texture,vz.wad,1,1,blocks\VZ\estate_walllong_P000_Q3.block
0x1DBBF6D1,city_bld_standalone03_ruin_lod,city_bld_standalone03_ruin_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c30741_P000_Q3.block
0x1DBC206F,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_m1a2_P000_Q3.block
0x1DBEED5F,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehicleclassanimgroup_autosmall_P000_Q3.block
0x1DBFBB85,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DC09994,,,0,0,lineregion,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DC4F961,pmc_hum_mattias_v2,pmc_hum_mattias_v2,1,1,model,vz.wad,1,1,blocks\VZ\pmc_hum_mattias_v2_P000_Q3.block
0x1DC8342C,,,0,0,effect,vz.wad,1,1,blocks\VZ\effects_P000_Q3.block
0x1DC8C34A,global_tiresmalla_sm,global_tiresmalla_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c39998_P000_Q3.block
0x1DD117BF,proutpost_bld_garageboat_wall02,proutpost_bld_garageboat_wall02,1,1,texture,vz.wad,1,1,blocks\VZ\c31345_P000_Q3.block
0x1DD4CD97,global_gpsjammer_anim,global_gpsjammer_anim,1,1,animation,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DD5F5C6,,,0,0,animation,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DD932CB,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DDC89A3,caracas_bld_governmentcorner01_wall_nm,caracas_bld_governmentcorner01_wall_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30275_P000_Q3.block
0x1DDF3A89,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DE07812,cartel_hum_officer_heada,cartel_hum_officer_heada,1,1,texture,vz.wad,1,1,blocks\VZ\c32046_P000_Q3.block
0x1DE5AA36,vz_terrainglobal_r18_c14_0x0007471c,vz_terrainglobal_r18_c14_0x0007471c,1,1,texture,vz.wad,1,1,blocks\VZ\c31353_P000_Q3.block
0x1DE8607A,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DE91568,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DE9A682,cumana_bld_fortress01_stairs_nm,cumana_bld_fortress01_stairs_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30196_P000_Q3.block
0x1DEA2CEE,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DEA66DD,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DEB0E1B,,,0,0,animation,vz.wad,1,1,blocks\VZ\characternameanimgroup_jennifer_P000_Q3.block
0x1DEB7B65,vz_state_oiljob008_m_ruined_tinygeometry_tgr32_tgc33_0x00143cf3,vz_state_oiljob008_m_ruined_tinygeometry_tgr32_tgc33_0x00143cf3,1,1,model,vz.wad,1,1,blocks\VZ\c34410_P000_Q3.block
0x1DEC11A1,,,0,0,effect,vz.wad,1,1,blocks\VZ\effects_P000_Q3.block
0x1DED9296,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DED9936,shanty_bld_apartment01_001_ruin_nm,shanty_bld_apartment01_001_ruin_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31291_P000_Q3.block
0x1DF12899,cumana_bld_corner16x16b_parts_sm,cumana_bld_corner16x16b_parts_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30291_P000_Q3.block
0x1DF1325B,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_huangfeng_P000_Q3.block
0x1DF619AD,,,0,0,lineregion,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1DF6FBC2,civ_hum_poorfemale_heada_sm,civ_hum_poorfemale_heada_sm,1,1,texture,vz.wad,1,1,blocks\VZ\civ_hum_poor_P000_Q3.block
0x1E00547A,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c31193_P000_Q3.block
0x1E042862,,,0,0,animation,vz.wad,1,1,blocks\VZ\characternameanimgroup_chris_P000_Q3.block
0x1E07191C,OIL01_Contract_Briefing_Starter-Jennifer,OIL01_Contract_Briefing_Starter-Jennifer,1,1,animation,vz.wad,1,1,blocks\VZ\oil001_contract_P000_Q3.block
0x1E08FE84,groutpost_fueltanks_pice_ruin_sm,groutpost_fueltanks_pice_ruin_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30497_P000_Q3.block
0x1E09149F,vz_oil_job011_h,vz_oil_job011_h,1,1,layer,vz.wad,1,1,blocks\VZ\layers_static_P000_Q3.block
0x1E0995D6,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c31500_P000_Q3.block
0x1E0C8C08,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E0E57A2,village_bld_housestilts03_windows_ruin_nm,village_bld_housestilts03_windows_ruin_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31168_P000_Q3.block
0x1E10BD37,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E1238E5,shanty_bld_apartment02_002,shanty_bld_apartment02_002,1,1,texture,vz.wad,1,1,blocks\VZ\c31291_P000_Q3.block
0x1E13C928,pmc_hum_eva_lb_alt_nm,pmc_hum_eva_lb_alt_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c33221_P000_Q3.block
0x1E13FF72,Vz_State_ChiJob005_G_Staging,Vz_State_ChiJob005_G_Staging;vz_state_chijob005_g_staging,2,1,layer,vz.wad,1,1,blocks\VZ\vz_state_chijob005_g_staging_P000_Q3.block
0x1E140A84,,,0,0,terrainmesh,vz.wad,1,1,blocks\VZ\c30306_P000_Q3.block
0x1E1B804C,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E1F1C8B,jungle_bridge_metalvehiclea_lod,jungle_bridge_metalvehiclea_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c30866_P000_Q3.block
0x1E20E53B,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E2199D2,,,0,0,model,vz.wad,1,1,blocks\VZ\c30537_P000_Q3.block
0x1E21A028,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E24E7C7,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E2519F6,chinaoutpost_bld_commbunker01_ground_nm,chinaoutpost_bld_commbunker01_ground_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30364_P000_Q3.block
0x1E25CB11,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E26F732,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_mi35solano_P000_Q3.block
0x1E2897F6,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_vanquish_P000_Q3.block
0x1E2A3FD8,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E2AAE7E,oc_hum_boss_eyelashes,oc_hum_boss_eyelashes,1,1,texture,vz.wad,1,1,blocks\VZ\c33004_P000_Q3.block
0x1E2EB15B,civ_hum_doctorfemale_b,civ_hum_doctorfemale_b,1,1,model,vz.wad,1,1,blocks\VZ\c32150_P000_Q3.block
0x1E30041E,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E3549DC,global_ruin_interior06_dm,global_ruin_interior06_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c39999_P000_Q3.block
0x1E359C2F,caracas_bld_parquecentral03,caracas_bld_parquecentral03,1,1,model,vz.wad,1,1,blocks\VZ\c30024_P000_Q3.block
0x1E396539,,,0,0,soundbank;sounddb,English.wad,2,1,blocks\English\vo_resident_P000_Q3.block
0x1E3B13F5,vz_state_oilcon002_antiair,vz_state_oilcon002_antiair,1,1,layer,vz.wad,1,1,blocks\VZ\vz_state_oilcon002_antiair_P000_Q3.block
0x1E3B8DB2,pmc_veh_car_vanquish_damage_dm,pmc_veh_car_vanquish_damage_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c33255_P000_Q3.block
0x1E3F8C03,airport_bld_rails,airport_bld_rails,1,1,texture,vz.wad,1,1,blocks\VZ\c31638_P000_Q3.block
0x1E46969D,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehicleclassanimgroup_jetski_P000_Q3.block
0x1E46F620,merida_bld_soccerstadium_signs02_nm,merida_bld_soccerstadium_signs02_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c39998_P000_Q3.block
0x1E47A21C,supportairplane,supportairplane,1,1,script,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E47F13E,,,0,0,chatter,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E487D0E,HUD_vehicle_armor_2,HUD_vehicle_armor_2;hud_vehicle_armor_2,2,1,texture,vz.wad,1,1,blocks\VZ\c32739_P000_Q3.block
0x1E4D175F,pmc_hum_mattias_v2_ub_nm,pmc_hum_mattias_v2_ub_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c33235_P000_Q3.block
0x1E51BF37,pmc_veh_car_camo_veyron_lod_dm,pmc_veh_car_camo_veyron_lod_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c33250_P000_Q3.block
0x1E53E604,pmcoutpost_bld_hqinterior_floor04_sm,pmcoutpost_bld_hqinterior_floor04_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30680_P000_Q3.block
0x1E54FC57,vz_Gur_Job005,vz_Gur_Job005,1,1,layer,vz.wad,1,1,blocks\VZ\layers_static_P000_Q3.block
0x1E57CB9A,global_env_treetropical01_imposter_dm,global_env_treetropical01_imposter_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c32396_P000_Q3.block
0x1E588D65,merida_bld_pmcautoshop_window,merida_bld_pmcautoshop_window,1,1,texture,vz.wad,1,1,blocks\VZ\c30324_P000_Q3.block
0x1E59ACDA,,,0,0,model,vz.wad,1,1,blocks\VZ\c33304_P000_Q3.block
0x1E5A864F,all_wz551_driverhatch_actionhijack_getin_section01_fb,all_wz551_driverhatch_actionhijack_getin_section01_fb,1,1,animation,vz.wad,1,1,blocks\VZ\hijack_wz551_P000_Q3.block
0x1E5C6B47,,,0,0,lineregion,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E5D1F63,vz_terrainglobal_r11_c00_0x00074682,vz_terrainglobal_r11_c00_0x00074682,1,1,texture,vz.wad,1,1,blocks\VZ\c30297_P000_Q3.block
0x1E5E3024,civ_hum_aidworker_heada_sm,civ_hum_aidworker_heada_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c32141_P000_Q3.block
0x1E5F22FB,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_huey_P000_Q3.block
0x1E610D08,groutpost_bld_cranemining_floor02_nm,groutpost_bld_cranemining_floor02_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30068_P000_Q3.block
0x1E61128E,MrxArtilleryAttack,MrxArtilleryAttack,1,1,script,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E630C73,jungle_road5_straight_nm,jungle_road5_straight_nm,1,1,texture,vz.wad,1,1,blocks\VZ\jungleroad5_P000_Q3.block
0x1E66381C,airport_bld_terminal01_pristine_lod,airport_bld_terminal01_pristine_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c31639_P000_Q3.block
0x1E6647CF,,,0,0,animation,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E669FBF,HUD_objective_outpost,HUD_objective_outpost;hud_objective_outpost,2,1,texture,vz.wad,1,1,blocks\VZ\c32728_P000_Q3.block
0x1E6943EE,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E6ACF29,vz_terrainglobal_r10_c00_0x0007466e,vz_terrainglobal_r10_c00_0x0007466e,1,1,texture,vz.wad,1,1,blocks\VZ\c30772_P000_Q3.block
0x1E6B7132,oc_veh_truck_ext_sm,oc_veh_truck_ext_sm,1,1,texture,vz.wad,1,1,blocks\VZ\oc_veh_truck_ext_P000_Q3.block
0x1E6F753C,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E6FF8C8,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E7520DE,vz_state_pmccon003_solbunkerbase_tinygeometry_0x00143d9e,vz_state_pmccon003_solbunkerbase_tinygeometry_0x00143d9e,1,1,texture,vz.wad,1,1,blocks\VZ\c34473_P000_Q3.block
0x1E765977,,,0,0,texture,shell.wad,1,1,blocks\Shell\scaleform_shell_P000_Q3.block
0x1E7D1924,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E7F1391,Vz_State_OilJob008_k_Defenses,Vz_State_OilJob008_k_Defenses;vz_state_oiljob008_k_defenses,2,1,layer,vz.wad,1,1,blocks\VZ\vz_state_oiljob008_k_defenses_P000_Q3.block
0x1E7F899B,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E7FFEEB,pr_hum_thugfemale_a_head_sm,pr_hum_thugfemale_a_head_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30952_P000_Q3.block
0x1E810C4A,ALL04_Contract_Briefing_No_Starter-Chris,ALL04_Contract_Briefing_No_Starter-Chris,1,1,animation,vz.wad,1,1,blocks\VZ\all004_contract_P000_Q3.block
0x1E81D134,,,0,0,lineregion,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E83C7F8,,,0,0,texture,shell.wad,1,1,blocks\Shell\scaleform_shell_P000_Q3.block
0x1E87817B,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E8793A5,cumana_bld_corner16x16d_doors_ruin_sm,cumana_bld_corner16x16d_doors_ruin_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30451_P000_Q3.block
0x1E8B4F1E,civ_veh_boat_saltonsea_1_sm,civ_veh_boat_saltonsea_1_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30424_P000_Q3.block
0x1E8BD630,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E8BFEA9,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E8E77CD,marsh_bridge01_wood_dm,marsh_bridge01_wood_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c31074_P000_Q3.block
0x1E9191C4,gr_att_soldierfemale_b_band_nm,gr_att_soldierfemale_b_band_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31034_P000_Q3.block
0x1E91F043,,,0,0,animation,vz.wad,1,1,blocks\VZ\characternameanimgroup_ocexecbox_P000_Q3.block
0x1E92E0AC,global_weapon_mk19_nm,global_weapon_mk19_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30540_P000_Q3.block
0x1E95CB2C,vz_cumana_tiny_tinygeometry_tgr19_tgc10_0x00144e39,vz_cumana_tiny_tinygeometry_tgr19_tgc10_0x00144e39,1,1,model,vz.wad,1,1,blocks\VZ\c30232_P000_Q3.block
0x1E98FE04,civ_hum_poorfemale_ubb_sm,civ_hum_poorfemale_ubb_sm,1,1,texture,vz.wad,1,1,blocks\VZ\civ_hum_poor_P000_Q3.block
0x1E9ABC69,oc_veh_boat_oiltanker_pipes_sm,oc_veh_boat_oiltanker_pipes_sm,1,1,texture,vz.wad,1,1,blocks\VZ\oc_veh_boat_oiltanker_P000_Q3.block
0x1E9E46BE,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1E9F4231,vz_terrainglobal_r13_c05_0x000746af,vz_terrainglobal_r13_c05_0x000746af,1,1,texture,vz.wad,1,1,blocks\VZ\c30198_P000_Q3.block
0x1EA07E0E,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1EA0A239,jungle_bld_ruinshotelback_crackwall_nm,jungle_bld_ruinshotelback_crackwall_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31214_P000_Q3.block
0x1EA2970E,vz_state_pirjob012_02_staging_tinygeometry_tgr14_tgc17_0x00143d68,vz_state_pirjob012_02_staging_tinygeometry_tgr14_tgc17_0x00143d68,1,1,model,vz.wad,1,1,blocks\VZ\c34453_P000_Q3.block
0x1EA6563F,island_wallt,island_wallt,1,1,model,vz.wad,1,1,blocks\VZ\c30702_P000_Q3.block
0x1EA84029,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c31408_P000_Q3.block
0x1EA86C83,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c30713_P000_Q3.block
0x1EA8BAA4,vzoutpost_bld_hangar_banner_ruin_dm,vzoutpost_bld_hangar_banner_ruin_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c30624_P000_Q3.block
0x1EA9604D,,,0,0,animation,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1EABE0F7,ch_veh_tank_ztz63a_sm,ch_veh_tank_ztz63a_sm,1,1,texture,vz.wad,1,1,blocks\VZ\ch_veh_tank_ztz63_P000_Q3.block
0x1EACC5D7,vz_state_pirjob002_03_captured_tinygeometry_tgr26_tgc23_0x00143d3c,vz_state_pirjob002_03_captured_tinygeometry_tgr26_tgc23_0x00143d3c,1,1,model,vz.wad,1,1,blocks\VZ\c34437_P000_Q3.block
0x1EB07125,pmcoutpost_bld_hqdome_nm,pmcoutpost_bld_hqdome_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30680_P000_Q3.block
0x1EB162CD,vehicles_truck_m151,vehicles_truck_m151,1,1,texture,vz.wad,1,1,blocks\VZ\scaleform_pdavehiclesicons_P000_Q3.block
0x1EB1FE68,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c30102_P000_Q3.block
0x1EB368B7,civ_veh_truck_impact_sut_dm,civ_veh_truck_impact_sut_dm,1,1,texture,vz.wad,1,1,blocks\VZ\civ_veh_truck_impact_sut_P000_Q3.block
0x1EB38A6C,,,0,0,soundbank;sounddb;wavebank,English.wad,3,1,blocks\English\vo_job_pir_devilbwoy.english_P000_Q3.block
0x1EB4C0DD,merida_bld_pmcautoshop_roof_nm,merida_bld_pmcautoshop_roof_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30324_P000_Q3.block
0x1EB5C600,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c30069_P000_Q3.block
0x1EB66EDB,global_constructionjunkpilec_nm,global_constructionjunkpilec_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30607_P000_Q3.block
0x1EB6E537,vz_state_jetcon001_post_tinygeometry_tgr35_tgc18_0x00143c50,vz_state_jetcon001_post_tinygeometry_tgr35_tgc18_0x00143c50,1,1,model,vz.wad,1,1,blocks\VZ\c34345_P000_Q3.block
0x1EB85B5E,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1EB88822,vz_state_oiljob008_l_pristine_tinygeometry_0x00143cec,vz_state_oiljob008_l_pristine_tinygeometry_0x00143cec,1,1,texture,vz.wad,1,1,blocks\VZ\c30185_P000_Q3.block
0x1EB921EF,,,0,0,animation,vz.wad,1,1,blocks\VZ\characternameanimgroup_chris_P000_Q3.block
0x1EB9265B,pmc_veh_car_panhard_lod,pmc_veh_car_panhard_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c33253_P000_Q3.block
0x1EB99FCA,outskirt_bld_house01_sm,outskirt_bld_house01_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30672_P000_Q3.block
0x1EBCB7BE,vz_state_oc_depot_pristine_tinygeometry_0x00143ca2,vz_state_oc_depot_pristine_tinygeometry_0x00143ca2,1,1,texture,vz.wad,1,1,blocks\VZ\c30749_P000_Q3.block
0x1EBCDCAF,,,0,0,lineregion,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1EBDC753,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehicleclassanimgroup_truckmid_P000_Q3.block
0x1EC5524E,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1EC8709F,,,0,0,texture,shell.wad,1,1,blocks\Shell\scaleform_shell_P000_Q3.block
0x1EC92FE1,Global_Job_Briefing_Mattias,Global_Job_Briefing_Mattias,1,1,facefxanimationset,vz.wad,1,1,blocks\VZ\briefing_job_mattias_P000_Q3.block
0x1ECA8AD4,vz_hum_soldierelite_uba_sm,vz_hum_soldierelite_uba_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c33695_P000_Q3.block
0x1ECFCC46,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c30721_P000_Q3.block
0x1ED01BF1,vz_state_chicon005_c_pristine_tinygeometry_tgr14_tgc10_0x00143aba,vz_state_chicon005_c_pristine_tinygeometry_tgr14_tgc10_0x00143aba,1,1,model,vz.wad,1,1,blocks\VZ\c34224_P000_Q3.block
0x1ED0FAAB,outpost_bld_govtbld_clock01_dm,outpost_bld_govtbld_clock01_dm,1,1,texture,vz.wad,1,1,blocks\VZ\outpost_bld_govtbld_P000_Q3.block
0x1ED571F1,vz_terrainglobal_r14_c06_0x000746c4,vz_terrainglobal_r14_c06_0x000746c4,1,1,texture,vz.wad,1,1,blocks\VZ\c30826_P000_Q3.block
0x1ED6F8FE,pmc_veh_truck_ext_hood_dm,pmc_veh_truck_ext_hood_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c33265_P000_Q3.block
0x1ED83376,merida_bld_pmcautoshop_walla_nm,merida_bld_pmcautoshop_walla_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30324_P000_Q3.block
0x1ED84C7F,,,0,0,texture,shell.wad,1,1,blocks\Shell\scaleform_shell_P000_Q3.block
0x1ED894CE,civ_hum_casual_ub_c_nm,civ_hum_casual_ub_c_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30403_P000_Q3.block
0x1ED98E7C,jungle_ruinhotelpool_stairs_dm,jungle_ruinhotelpool_stairs_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c31215_P000_Q3.block
0x1EDB3065,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1EDD01CB,cumana_bld_segment16x16a_01_ruin_nm,cumana_bld_segment16x16a_01_ruin_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30451_P000_Q3.block
0x1EE019CD,,,0,0,lineregion,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1EE7D4BC,all_ah1z_driverdoor_actionhijack_getin_section02loopfailure_fb,all_ah1z_driverdoor_actionhijack_getin_section02loopfailure_fb,1,1,animation,vz.wad,1,1,blocks\VZ\hijack_ah1z_P000_Q3.block
0x1EF11A1C,civ_veh_car_crx_racing_damage_sm,civ_veh_car_crx_racing_damage_sm,1,1,texture,vz.wad,1,1,blocks\VZ\civ_veh_car_crx_racing_P000_Q3.block
0x1EF541A2,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_stingray_P000_Q3.block
0x1EF64363,,,0,0,texture,shell.wad,1,1,blocks\Shell\scaleform_shell_P000_Q3.block
0x1EF9DC2E,,,0,0,terrainmesh,vz.wad,1,1,blocks\VZ\c30085_P000_Q3.block
0x1EFA1490,all_alouette_driverdoor_actionhijack_section03_fb,all_alouette_driverdoor_actionhijack_section03_fb,1,1,animation,vz.wad,1,1,blocks\VZ\hijack_alouette3_P000_Q3.block
0x1EFB0978,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_wz10_P000_Q3.block
0x1EFFBAAA,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1F08B074,airstrike_atomsphere_tactnuke,airstrike_atomsphere_tactnuke,1,1,script,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1F09F51D,,,0,0,lowresterrain,vz.wad,1,1,blocks\VZ\low_res_terrain_P000_Q3.block
0x1F0C0BDA,vz_state_pirjob002_02_captured_tinygeometry_tgr34_tgc25_0x00143d34,vz_state_pirjob002_02_captured_tinygeometry_tgr34_tgc25_0x00143d34,1,1,model,vz.wad,1,1,blocks\VZ\c34436_P000_Q3.block
0x1F0CF036,oilrig_towerdrill_01_nm,oilrig_towerdrill_01_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31440_P000_Q3.block
0x1F18E6D9,Vz_State_ChiJob002_03_Staging,Vz_State_ChiJob002_03_Staging;vz_state_chijob002_03_staging,2,1,layer,vz.wad,1,1,blocks\VZ\vz_state_chijob002_03_staging_P000_Q3.block
0x1F1AC5BC,industrial_bld_warehouse01_ruin_b,industrial_bld_warehouse01_ruin_b,1,1,texture,vz.wad,1,1,blocks\VZ\c31448_P000_Q3.block
0x1F1D245D,civ_hum_businessfemale_f_lb,civ_hum_businessfemale_f_lb,1,1,texture,vz.wad,1,1,blocks\VZ\c30006_P000_Q3.block
0x1F2132E4,village_bld_plantationsmall02_window_ruin_nm,village_bld_plantationsmall02_window_ruin_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31166_P000_Q3.block
0x1F228FB3,vzoutpost_bld_hangarbunker_roof_01_ruin_dm,vzoutpost_bld_hangarbunker_roof_01_ruin_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c34535_P000_Q3.block
0x1F237E3E,jetcon001_pic4,jetcon001_pic4,1,1,texture,vz.wad,1,1,blocks\VZ\scaleform_jetcon001briefing_P000_Q3.block
0x1F2754D7,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1F292E2C,global_decal_glassseethrough_bullet_01,global_decal_glassseethrough_bullet_01,1,1,texture,vz.wad,1,1,blocks\VZ\resident2_P000_Q3.block
0x1F294DA1,groutpost_bld_shackcave05_roof_ruin_sm,groutpost_bld_shackcave05_roof_ruin_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30531_P000_Q3.block
0x1F2C1D0C,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_patrol_P000_Q3.block
0x1F2DA1FA,commercial_bld_supermarket_02_ruin_nm,commercial_bld_supermarket_02_ruin_nm,1,1,texture,vz.wad,1,1,blocks\VZ\commercial_bld_supermarket_P000_Q3.block
0x1F301A4E,aloutpost_bld_barracks03_door_01_ruin_dm,aloutpost_bld_barracks03_door_01_ruin_dm,1,1,texture,vz.wad,1,1,blocks\VZ\aloutpost_bld_barracks03_P000_Q3.block
0x1F3041D2,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1F31CA06,,,0,0,effect,vz.wad,1,1,blocks\VZ\effects_P000_Q3.block
0x1F33E472,shanty_bld_housegroup01_wall10_nm,shanty_bld_housegroup01_wall10_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30251_P000_Q3.block
0x1F37DC32,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x1F38616B,outskirt_bld_house01_ruin_sm,outskirt_bld_house01_ruin_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30672_P000_Q3.block
0x1F3990E0,global_roof_concrete01_nm,global_roof_concrete01_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31370_P000_Q3.block
