wad,row_index,asset_hash,name,name_candidates,candidate_count,type_id,type_name,type_hash,block_index,block_path,sub_offset,is_primary,secondary_ref,secondary_name
vz.wad,4434,0x1523ADE5,groutpost_bld_earthmover_metal_dm,groutpost_bld_earthmover_metal_dm,1,27,texture,0xF011157A,1184,blocks\VZ\c30526_P000_Q3.block,4277,0,0x16A5FFFF,
vz.wad,4435,0x1F69713D,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4436,0x1C451202,pr_hum_sailorfemale_a_ub_sm,pr_hum_sailorfemale_a_ub_sm,1,27,texture,0xF011157A,1509,blocks\VZ\c30952_P000_Q3.block,4082,0,0xFFFFFFFF,
vz.wad,4437,0x77E82E5A,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4438,0xF27C8376,button_dpad_down,button_dpad_down,1,27,texture,0xF011157A,2046,blocks\VZ\c32015_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4439,0x3D2C399B,civ_veh_boat_cargoship_wall_sm,civ_veh_boat_cargoship_wall_sm,1,27,texture,0xF011157A,3408,blocks\VZ\boatmisc_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4440,0x2E2E8CD2,jungle_bld_ruinshotelback_column_ruin_nm,jungle_bld_ruinshotelback_column_ruin_nm,1,27,texture,0xF011157A,1699,blocks\VZ\c31214_P000_Q3.block,4216,0,0x151E246E,
vz.wad,4441,0xEC50697E,pr_veh_boat_cutter_01_dm,pr_veh_boat_cutter_01_dm,1,27,texture,0xF011157A,1748,blocks\VZ\c31274_P000_Q3.block,4202,0,0x162D22E3,
vz.wad,4442,0x9E958F3D,,,0,12,scrub,0x600B904E,1533,blocks\VZ\c30988_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4443,0xC63F8FAB,vz_state_oiljob003_06,vz_state_oiljob003_06,1,9,layer,0xE6B81A54,580,blocks\VZ\vz_state_oiljob003_06_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4444,0x64D1FCA2,,,0,12,scrub,0x600B904E,823,blocks\VZ\c30100_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4445,0x2AE54702,,,0,22,lowresterrain,0x1602815C,3121,blocks\VZ\low_res_terrain_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4446,0x6D5A54E1,civ_veh_car_r90_damage_sm,civ_veh_car_r90_damage_sm,1,27,texture,0xF011157A,3462,blocks\VZ\civ_veh_car_r90_P000_Q3.block,5286,0,0x206EFFFF,
vz.wad,4447,0xE9FD51EB,gr_att_starter1_sunglasses_sm,gr_att_starter1_sunglasses_sm,1,27,texture,0xF011157A,2332,blocks\VZ\c32597_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4448,0x331A3FB4,gr_hum_officerfemale_eyelashes,gr_hum_officerfemale_eyelashes,1,27,texture,0xF011157A,1567,blocks\VZ\c31034_P000_Q3.block,4097,0,0xFFFFFFFF,
vz.wad,4449,0x599E70C2,aloutpost_bld_barracks03_stairs_ruin_nm,aloutpost_bld_barracks03_stairs_ruin_nm,1,27,texture,0xF011157A,3403,blocks\VZ\aloutpost_bld_barracks03_P000_Q3.block,5257,0,0x2054FFFF,
vz.wad,4450,0x9FE89F75,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4451,0x8E901DC0,village_bld_housestilts01_roof01_ruin_nm,village_bld_housestilts01_roof01_ruin_nm,1,27,texture,0xF011157A,1669,blocks\VZ\c31168_P000_Q3.block,3793,0,0x181D227F,
vz.wad,4452,0xDEBCA193,village_bld_toolsshed_ruin_lod,village_bld_toolsshed_ruin_lod,1,27,texture,0xF011157A,1673,blocks\VZ\c31172_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4453,0xFA57348A,vzoutpost_bld_pillbox_ground_ruin_dm,vzoutpost_bld_pillbox_ground_ruin_dm,1,27,texture,0xF011157A,1459,blocks\VZ\c30882_P000_Q3.block,3935,0,0x15ADFFFF,
vz.wad,4454,0x4EFCE3CB,,,0,22,lowresterrain,0x1602815C,3121,blocks\VZ\low_res_terrain_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4455,0xD690F24A,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4456,0x779F9AF2,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4457,0x34E18B5B,village_bld_plantationsmall02_wall_ruin_sm,village_bld_plantationsmall02_wall_ruin_sm,1,27,texture,0xF011157A,1668,blocks\VZ\c31166_P000_Q3.block,3790,0,0x17B4FFFF,
vz.wad,4458,0x65699814,outskirt_bld_house03_sm,outskirt_bld_house03_sm,1,27,texture,0xF011157A,2513,blocks\VZ\c33074_P000_Q3.block,4889,0,0x1DE2286D,
vz.wad,4459,0x0A99E0D9,outpost_bld_govtbld_door01_ruin_sm,outpost_bld_govtbld_door01_ruin_sm,1,27,texture,0xF011157A,3275,blocks\VZ\outpost_bld_govtbld_P000_Q3.block,5207,0,0x202DFFFF,
vz.wad,4460,0xAD0D5892,Vz_State_GurJob005_Defenses,Vz_State_GurJob005_Defenses;vz_state_gurjob005_defenses,2,9,layer,0xE6B81A54,505,blocks\VZ\vz_state_gurjob005_defenses_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4461,0x3714AA78,,,0,16,animation,0x18166555,3310,blocks\VZ\vehiclenameanimgroup_mi26_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4462,0x514A5DB2,vz_veh_truck_m35_aagun_dm,vz_veh_truck_m35_aagun_dm,1,27,texture,0xF011157A,2929,blocks\VZ\c34508_P000_Q3.block,5065,0,0x1F7B2960,
vz.wad,4463,0x1735507E,global_weapon_fae,global_weapon_fae,1,27,texture,0xF011157A,1604,blocks\VZ\c31079_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4464,0x61A97310,vz_angel_falls_tiny_tinygeometry_tgr07_tgc08_0x00144039,vz_angel_falls_tiny_tinygeometry_tgr07_tgc08_0x00144039,1,19,model,0x5B724250,1951,blocks\VZ\c31525_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4465,0xA3EACFC9,white_bld_corner16x16b_ruin_sm,white_bld_corner16x16b_ruin_sm,1,27,texture,0xF011157A,3222,blocks\VZ\white_bld_16x16_P000_Q3.block,5157,0,0x200AFFFF,
vz.wad,4466,0xAD1CEBD5,,,0,16,animation,0x18166555,2992,blocks\VZ\characternameanimgroup_albatter_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4467,0x3820202B,al_veh_vtol_f35b_nm,al_veh_vtol_f35b_nm,1,27,texture,0xF011157A,2011,blocks\VZ\c31688_P000_Q3.block,4451,0,0x197E264F,
vz.wad,4468,0x9ECC825C,,,0,30,lineregion,0x6310807F,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4469,0xE3562AAC,city_bld_storefrontcornera_signs_sm,city_bld_storefrontcornera_signs_sm,1,27,texture,0xF011157A,2105,blocks\VZ\c32136_P000_Q3.block,4578,0,0x1B19270E,
vz.wad,4470,0x55B5A40C,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4471,0xF5702493,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4472,0x1216B2B4,proutpost_helipad_details02,proutpost_helipad_details02,1,27,texture,0xF011157A,1748,blocks\VZ\c31274_P000_Q3.block,4203,0,0x17FB25BD,
vz.wad,4473,0xF36DA2BD,city_bld_skyscraper02_windows_ruin_sm,city_bld_skyscraper02_windows_ruin_sm,1,27,texture,0xF011157A,1343,blocks\VZ\c30739_P000_Q3.block,4211,0,0x1560FFFF,
vz.wad,4474,0x9A091291,,,0,16,animation,0x18166555,3313,blocks\VZ\vehiclenameanimgroup_amx30aa_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4475,0xF1054246,,,0,29,effect,0x5608BD5A,3459,blocks\VZ\effects_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4476,0x9E40055E,groutpost_bld_trailerhut02_base_dm,groutpost_bld_trailerhut02_base_dm,1,27,texture,0xF011157A,1162,blocks\VZ\c30499_P000_Q3.block,4272,0,0x15F72528,
vz.wad,4477,0x1E46F620,merida_bld_soccerstadium_signs02_nm,merida_bld_soccerstadium_signs02_nm,1,27,texture,0xF011157A,2976,blocks\VZ\c39998_P000_Q3.block,3871,0,0x17EA2C2E,
vz.wad,4478,0x794A0540,Vz_State_ChiJob005_G_Defenses,Vz_State_ChiJob005_G_Defenses;vz_state_chijob005_g_defenses,2,9,layer,0xE6B81A54,348,blocks\VZ\vz_state_chijob005_g_defenses_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4479,0xEC5DFBBA,global_att_shaft_002_nm,global_att_shaft_002_nm,1,27,texture,0xF011157A,2188,blocks\VZ\c32321_P000_Q3.block,4637,0,0xFFFFFFFF,
vz.wad,4480,0x87B2B877,,,0,32,terrainmesh,0x7C569307,762,blocks\VZ\c30016_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4481,0xC4F88662,,,0,16,animation,0x18166555,3006,blocks\VZ\vehicleclassanimgroup_truckmid_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4482,0x02949ADF,groutpost_bld_shackperm01_wall_sm,groutpost_bld_shackperm01_wall_sm,1,27,texture,0xF011157A,1190,blocks\VZ\c30533_P000_Q3.block,3914,0,0x16EC2241,
vz.wad,4483,0x79DAC801,civ_veh_boat_cargoship_hull02_nm,civ_veh_boat_cargoship_hull02_nm,1,27,texture,0xF011157A,3476,blocks\VZ\civ_veh_boat_cargoship_P000_Q3.block,5293,0,0x20732BF7,
vz.wad,4484,0x8C16E973,al_hum_white_heada_nm,al_hum_white_heada_nm,1,27,texture,0xF011157A,1983,blocks\VZ\c31657_P000_Q3.block,4406,0,0x18DF2B34,
vz.wad,4485,0xFB12C9E7,,,0,19,model,0x5B724250,3459,blocks\VZ\effects_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4486,0xDC491C61,caracas_bld_parquecentral03_wall_sm,caracas_bld_parquecentral03_wall_sm,1,27,texture,0xF011157A,772,blocks\VZ\c30026_P000_Q3.block,3591,0,0x183321E9,
vz.wad,4487,0xC9A95A17,vz_state_gurjob005_captured_tinygeometry_tgr14_tgc28_0x00143bf6,vz_state_gurjob005_captured_tinygeometry_tgr14_tgc28_0x00143bf6,1,19,model,0x5B724250,2846,blocks\VZ\c34321_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4488,0x2E8AA43D,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4489,0x5A5987F4,groutpost_bld_earthmover_pristine_lod,groutpost_bld_earthmover_pristine_lod,1,27,texture,0xF011157A,1184,blocks\VZ\c30526_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4490,0x5C5FE18E,cumana_bld_corner16x16d_wall,cumana_bld_corner16x16d_wall,1,27,texture,0xF011157A,1126,blocks\VZ\c30451_P000_Q3.block,3681,0,0x150120E3,
vz.wad,4491,0xEAAC95E4,vz_terrainglobal_r03_c12_0x0003fd1b,vz_terrainglobal_r03_c12_0x0003fd1b,1,27,texture,0xF011157A,1721,blocks\VZ\c31238_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4492,0x68DA41D0,,,0,16,animation,0x18166555,3050,blocks\VZ\characternameanimgroup_soldier_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4493,0xCC4A50F0,village_bld_farming05_roof_ruin_dm,village_bld_farming05_roof_ruin_dm,1,27,texture,0xF011157A,1667,blocks\VZ\c31165_P000_Q3.block,3975,0,0x18092572,
vz.wad,4494,0xD7FE649E,,,0,19,model,0x5B724250,1032,blocks\VZ\c30343_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4495,0x003C32B2,aloutpost_bld_barracks01_roof_01_ruin_dm,aloutpost_bld_barracks01_roof_01_ruin_dm,1,27,texture,0xF011157A,3115,blocks\VZ\aloutpost_bld_barracks01_P000_Q3.block,5147,0,0x2000FFFF,
vz.wad,4496,0x7828A94E,vz_angel_falls_tiny_tinygeometry_tgr08_tgc06_0x00144041,vz_angel_falls_tiny_tinygeometry_tgr08_tgc06_0x00144041,1,19,model,0x5B724250,1947,blocks\VZ\c31521_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4497,0x320E8EF8,vz_state_mer_commercialpristine_tinygeometry_0x00143c8f,vz_state_mer_commercialpristine_tinygeometry_0x00143c8f,1,27,texture,0xF011157A,833,blocks\VZ\c30110_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4498,0x4C43DCAF,spiel_job_oil04_chris,spiel_job_oil04_chris,1,35,script,0x42498680,3258,blocks\VZ\oil004_job_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4499,0x912D8D3C,pickup_weapon,pickup_weapon,1,27,texture,0xF011157A,2540,blocks\VZ\c33117_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4500,0x9C3C70CC,civ_veh_boat_saltonsea_2_nm,civ_veh_boat_saltonsea_2_nm,1,27,texture,0xF011157A,1107,blocks\VZ\c30424_P000_Q3.block,3717,0,0x189022FA,
vz.wad,4501,0x34EF7960,,,0,12,scrub,0x600B904E,897,blocks\VZ\c30193_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4502,0x044DD24F,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4503,0x8BC08323,,,0,16,animation,0x18166555,3214,blocks\VZ\vehicleclassanimgroup_monstertruck_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4504,0x433E9355,ch_veh_boat_destroyer_front_deck_dm,ch_veh_boat_destroyer_front_deck_dm,1,27,texture,0xF011157A,2080,blocks\VZ\c32070_P000_Q3.block,4534,0,0x1A6526BC,
vz.wad,4505,0x86A79690,proutpost_att_satelitelarge004_nm,proutpost_att_satelitelarge004_nm,1,27,texture,0xF011157A,3507,blocks\VZ\proutpost_att_satelitelarge_P000_Q3.block,5304,0,0x2078FFFF,
vz.wad,4506,0x58ECBBEF,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4507,0xCCC68415,Vz_State_AllJob009_02_Pristine,Vz_State_AllJob009_02_Pristine;vz_state_alljob009_02_pristine,2,9,layer,0xE6B81A54,605,blocks\VZ\vz_state_alljob009_02_pristine_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4508,0x9DFDFA9A,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4509,0x5369C0A6,chinaoutpost_interior_projector,chinaoutpost_interior_projector,1,27,texture,0xF011157A,2099,blocks\VZ\c32129_P000_Q3.block,4571,0,0x1B04FFFF,
vz.wad,4510,0x4B9B9EDE,global_att_lampalleyb,global_att_lampalleyb,1,27,texture,0xF011157A,779,blocks\VZ\c30042_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4511,0xBBE7959F,Vz_State_Chi_HQ_Structures,Vz_State_Chi_HQ_Structures;vz_state_chi_hq_structures,2,9,layer,0xE6B81A54,553,blocks\VZ\vz_state_chi_hq_structures_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4512,0xDEF727DE,,,0,19,model,0x5B724250,1286,blocks\VZ\c30662_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4513,0xBFDB9325,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4514,0x60773CA2,civ_att_protester_bandanab,civ_att_protester_bandanab,1,27,texture,0xF011157A,1213,blocks\VZ\c30572_P000_Q3.block,3773,0,0xFFFFFFFF,
vz.wad,4515,0x3F40AFC1,,,0,16,animation,0x18166555,3343,blocks\VZ\vehicleclassanimgroup_autosmall_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4516,0xAAFB42EA,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4517,0x5B82B77F,vz_state_gurjob003_staging_tinygeometry_0x00143bf3,vz_state_gurjob003_staging_tinygeometry_0x00143bf3,1,27,texture,0xF011157A,834,blocks\VZ\c30111_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4518,0x3AB70F5B,vz_state_chijob005_a_destroyed_tinygeometry_0x00143b0a,vz_state_chijob005_a_destroyed_tinygeometry_0x00143b0a,1,27,texture,0xF011157A,2804,blocks\VZ\c34245_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4519,0xDCBBE29F,,,0,12,scrub,0x600B904E,1414,blocks\VZ\c30824_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4520,0x86A760C3,civ_veh_bus_escort_wheels_sm,civ_veh_bus_escort_wheels_sm,1,27,texture,0xF011157A,2126,blocks\VZ\c32165_P000_Q3.block,4618,0,0x1B7DFFFF,
vz.wad,4521,0xDED3A4E3,,,0,22,lowresterrain,0x1602815C,3121,blocks\VZ\low_res_terrain_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4522,0x6ADAFFB9,aloutpost_bld_hanger_nm,aloutpost_bld_hanger_nm,1,27,texture,0xF011157A,2015,blocks\VZ\c31904_P000_Q3.block,4456,0,0x198B2651,
vz.wad,4523,0x66A1EFCE,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4524,0xA184B3BC,outskirt_bld_market02,outskirt_bld_market02,1,19,model,0x5B724250,1296,blocks\VZ\c30672_P000_Q3.block,3673,0,0xFFFFFFFF,
vz.wad,4525,0xA60EF32A,,,0,16,animation,0x18166555,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4526,0xE659644A,ALL04_Contract_Briefing_Jennifer,ALL04_Contract_Briefing_Jennifer,1,5,facefxanimationset,0x665EF13E,3309,blocks\VZ\all004_contract_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4527,0x5C3F4CA1,city_bld_corner32x32a_pristine_lod,city_bld_corner32x32a_pristine_lod,1,27,texture,0xF011157A,1483,blocks\VZ\c30915_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4528,0x1A6C4F1C,,,0,29,effect,0x5608BD5A,3459,blocks\VZ\effects_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4529,0xF290A421,all_scorpion90_driverhatch_actionhijack_getin_section03_fb,all_scorpion90_driverhatch_actionhijack_getin_section03_fb,1,16,animation,0x18166555,3366,blocks\VZ\hijack_scorpion90_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4530,0x15B1C499,jungle_env_largecanopy01_anim,jungle_env_largecanopy01_anim,1,27,texture,0xF011157A,1139,blocks\VZ\c30470_P000_Q3.block,4044,0,0x16FA20F4,
vz.wad,4531,0x5B71AC6F,merida_pmcautoshopinterior_nm,merida_pmcautoshopinterior_nm,1,27,texture,0xF011157A,1017,blocks\VZ\c30324_P000_Q3.block,3763,0,0x175B2A6B,
vz.wad,4532,0xCD2731E6,,,0,16,animation,0x18166555,3030,blocks\VZ\vehicleclassanimgroup_motorcycle_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4533,0xB2F3CBEE,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4534,0x90E63479,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4535,0x57100396,industrial_bld_warehouse01d_nm,industrial_bld_warehouse01d_nm,1,27,texture,0xF011157A,1898,blocks\VZ\c31449_P000_Q3.block,4344,0,0x1880231D,
vz.wad,4536,0xA1B48C34,aloutpost_bld_guardtower,aloutpost_bld_guardtower,1,27,texture,0xF011157A,1335,blocks\VZ\c30730_P000_Q3.block,3993,0,0x150924F4,
vz.wad,4537,0xF1DE5FE2,margarita_bld_condo01_roof_nm,margarita_bld_condo01_roof_nm,1,27,texture,0xF011157A,1924,blocks\VZ\c31491_P000_Q3.block,4077,0,0x181124AE,
vz.wad,4538,0x55F3975C,maracaibo_bld_corner32x32b_pristine_lod,maracaibo_bld_corner32x32b_pristine_lod,1,27,texture,0xF011157A,1482,blocks\VZ\c30914_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4539,0x9E8B5BE2,,,0,16,animation,0x18166555,2979,blocks\VZ\vehiclenameanimgroup_barco_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4540,0xE8B9D119,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4541,0x68D97118,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4542,0x273BAED6,shanty_bld_apartment02_lod,shanty_bld_apartment02_lod,1,27,texture,0xF011157A,1761,blocks\VZ\c31291_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4543,0xE3BC5FAA,outskirt_road5t,outskirt_road5t,1,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4544,0xF13B2664,vz_terrainglobal_r12_c11_0x000746a1,vz_terrainglobal_r12_c11_0x000746a1,1,27,texture,0xF011157A,1477,blocks\VZ\c30904_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4545,0x0FB2D63F,,,0,16,animation,0x18166555,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4546,0x2B67AB22,OIL01_Contract_Briefing_Jennifer,OIL01_Contract_Briefing_Jennifer,1,5,facefxanimationset,0x665EF13E,3373,blocks\VZ\oil001_contract_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4547,0x9EB69580,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4548,0x14954ADD,global_containertransplant,global_containertransplant,1,27,texture,0xF011157A,2208,blocks\VZ\c32355_P000_Q3.block,4654,0,0xFFFFFFFF,
vz.wad,4549,0x652F1208,aloutpost_bld_hangersmall,aloutpost_bld_hangersmall,1,19,model,0x5B724250,1337,blocks\VZ\c30733_P000_Q3.block,3634,0,0xFFFFFFFF,
vz.wad,4550,0xDB16CE6D,,,0,29,effect,0x5608BD5A,3459,blocks\VZ\effects_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4551,0xB399ABCC,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4552,0x20071814,fanfare_new_contact_pr_businesscard_i6,fanfare_new_contact_pr_businesscard_i6,1,27,texture,0xF011157A,3355,blocks\VZ\scaleform_newcontactpirates_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4553,0xEF1961FB,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4554,0xFD0E4DE0,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4555,0x38619BCB,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4556,0xDAF7AEA4,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4557,0x96AF28E9,Vz_State_GurJob012_03_Pristine,Vz_State_GurJob012_03_Pristine;vz_state_gurjob012_03_pristine,2,9,layer,0xE6B81A54,435,blocks\VZ\vz_state_gurjob012_03_pristine_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4558,0xDFC63D0F,residential_bld_segment16x16c_nm,residential_bld_segment16x16c_nm,1,27,texture,0xF011157A,1242,blocks\VZ\c30609_P000_Q3.block,3838,0,0x17BE237C,
vz.wad,4559,0x1C288393,,,0,16,animation,0x18166555,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4560,0x4DD171B3,vz_veh_truck_m35_cab2_sm,vz_veh_truck_m35_cab2_sm,1,27,texture,0xF011157A,1212,blocks\VZ\c30571_P000_Q3.block,3772,0,0x15E6FFFF,
vz.wad,4561,0x95DB09D4,vz_veh_truck_m35_cab3_sm,vz_veh_truck_m35_cab3_sm,1,27,texture,0xF011157A,952,blocks\VZ\c30254_P000_Q3.block,3769,0,0x15E4FFFF,
vz.wad,4562,0x385DC521,,,0,16,animation,0x18166555,3092,blocks\VZ\vehiclenameanimgroup_mi35solano_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4563,0x2ED91A58,vz_state_mar_city_ruined_tinygeometry_tgr28_tgc32_0x00143c7b,vz_state_mar_city_ruined_tinygeometry_tgr28_tgc32_0x00143c7b,1,19,model,0x5B724250,2871,blocks\VZ\c34368_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4564,0x630C1DB3,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4565,0xA5CB5BB2,civ_hum_business_lbb,civ_hum_business_lbb,1,27,texture,0xF011157A,1611,blocks\VZ\c31090_P000_Q3.block,4256,0,0x17A2FFFF,
vz.wad,4566,0x347521AD,police_hum_officer_b_head,police_hum_officer_b_head,1,27,texture,0xF011157A,2633,blocks\VZ\c33319_P000_Q3.block,4991,0,0x1ED6FFFF,
vz.wad,4567,0x9F9F004A,chinaoutpost_interior_woodboxb,chinaoutpost_interior_woodboxb,1,27,texture,0xF011157A,2102,blocks\VZ\c32132_P000_Q3.block,4576,0,0xFFFFFFFF,
vz.wad,4568,0xBA0069BE,civ_veh_car_r90_limo_dm,civ_veh_car_r90_limo_dm,1,27,texture,0xF011157A,3008,blocks\VZ\civ_veh_car_r90_limo_P000_Q3.block,5109,0,0x1FD929CF,
vz.wad,4569,0x8B5214E4,,,0,16,animation,0x18166555,3087,blocks\VZ\vehiclenameanimgroup_smallfishing_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4570,0xEF14B70C,WifTutorialVehicleDisguise,WifTutorialVehicleDisguise;wiftutorialvehicledisguise,2,35,script,0x42498680,3197,blocks\VZ\scripts_vz_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4571,0x77F6A049,,,0,30,lineregion,0x6310807F,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,4572,0xF04B0DF5,shanty_fencewood,shanty_fencewood,1,27,texture,0xF011157A,2976,blocks\VZ\c39998_P000_Q3.block,4138,0,0xFFFFFFFF,
vz.wad,4573,0xA8428A4B,,,0,16,animation,0x18166555,3343,blocks\VZ\vehicleclassanimgroup_autosmall_P000_Q3.block,65535,1,0xFFFFFFFF,
