model,group,range_count,slots,bones,verts,tris,state_mask
global_env_treeplaza02,36,1,4,2,64,28,0x07
global_env_treeplaza02,37,1,2,2,40,20,0x07
global_env_treeplaza02,38,1,2,2,58,28,0x07
global_env_treeplaza02,39,1,4,2,60,28,0x07
global_env_treeplaza02,40,1,4,2,66,28,0x07
global_env_treeplaza02,41,1,4,2,62,28,0x07
global_env_treeplaza02,42,1,1,1,60,30,0x07
global_env_treeplaza02,43,1,4,2,58,28,0x07
global_env_treeplaza02,44,1,4,2,58,28,0x07
global_env_treeplaza02,45,1,4,2,58,28,0x07
al_hum_starter02,0,1,1,1,326,482,0x0F
al_hum_starter02,1,2,28,22,2018,3751,0x0F
al_hum_starter02,2,1,12,10,805,1334,0x0F
al_hum_starter02,3,7,48,47,1566,2432,0x0F
al_hum_starter02,4,2,28,15,85,112,0x0F
al_hum_starter02,5,1,1,1,309,305,0x0F
al_hum_starter02,6,1,1,1,250,235,0x0F
al_hum_starter02,7,1,2,2,79,116,0x0F
jungle_env_treetall02,11,1,4,4,584,671,0x08
jungle_env_treetall02,13,1,2,2,54,22,0x0F
jungle_env_treetall02,14,1,2,2,62,26,0x0F
jungle_env_treetall02,15,1,4,3,24,10,0x0F
jungle_env_treetall02,16,1,4,2,70,30,0x0F
jungle_env_treetall02,17,1,4,2,70,30,0x0F
jungle_env_treetall02,18,1,3,2,70,30,0x0F
jungle_env_treetall02,19,1,4,4,74,32,0x0F
jungle_env_treetall02,20,1,4,3,72,30,0x0F
jungle_env_treetall02,21,1,4,3,46,20,0x0F
jungle_env_treetall02,22,1,3,2,12,4,0x0F
jungle_env_treetall02,23,1,4,2,72,30,0x0F
jungle_env_treetall02,24,1,4,3,62,26,0x0F
jungle_env_treetall02,25,1,4,2,64,26,0x0F
jungle_env_treetall02,26,1,4,3,82,34,0x0F
jungle_env_treetall02,27,1,4,3,54,22,0x0F
pr_hum_worker,0,2,28,10,237,216,0x08
pr_hum_worker,1,1,12,10,171,161,0x08
pr_hum_worker,2,8,46,43,204,224,0x08
0x45CC35FE,0,1,1,1,26,24,0x08
0x45CC35FE,1,1,1,1,22,18,0x08
0x45CC35FE,2,1,48,3,51,40,0x08
0x45CC35FE,3,1,1,1,24,14,0x08
0x45CC35FE,4,2,41,11,100,72,0x08
0x45CC35FE,5,1,1,1,39,38,0x08
0x45CC35FE,6,1,1,1,47,27,0x08
0x45CC35FE,7,1,6,3,145,120,0x08
0x45CC35FE,8,1,19,2,43,28,0x08
0x45CC35FE,9,1,1,1,13,10,0x08
0x45CC35FE,10,1,6,3,118,152,0x08
0x45CC35FE,11,1,6,3,84,132,0x08
0x45CC35FE,12,1,6,3,126,164,0x08
0x45CC35FE,13,3,21,18,101,128,0x08
0x45CC35FE,14,1,11,9,130,106,0x08
0x45CC35FE,15,1,11,9,114,122,0x08
0x45CC35FE,16,4,52,37,256,171,0x08
0x45CC35FE,17,3,57,34,200,181,0x08
0x45CC35FE,18,4,52,37,252,169,0x08
0x45CC35FE,19,3,57,37,219,146,0x08
0x45CC35FE,20,7,46,39,195,167,0x08
0x4761451B,0,4,45,44,201,201,0x08
0x4761451B,1,4,45,43,192,189,0x08
0x4761451B,2,1,10,10,157,158,0x08
0x4761451B,3,1,10,10,156,159,0x08
0x4761451B,4,1,4,3,100,160,0x08
0x4761451B,5,1,4,3,164,271,0x08
0x4761451B,6,1,4,3,80,135,0x08
0x4761451B,7,1,4,3,127,190,0x08
0x4761451B,8,1,4,3,83,138,0x08
0x4761451B,9,1,4,3,115,203,0x08
0x4761451B,10,1,4,3,92,141,0x08
0x4761451B,11,1,4,3,177,306,0x08
0x4761451B,12,1,4,3,155,261,0x08
0x4761451B,13,1,4,3,213,388,0x08
al_hum_pilot,0,1,4,3,333,130,0x08
al_hum_pilot,1,2,28,10,311,135,0x08
al_hum_pilot,2,2,47,43,424,167,0x08
global_flag_smallch,2,1,3,3,94,132,0x01
global_flag_smallch,3,1,3,3,94,132,0x06
0x4AB6F9B6,0,1,7,4,113,200,0x08
0x4AB6F9B6,1,1,7,4,108,184,0x08
0x4AB6F9B6,2,1,7,4,125,212,0x08
0x4AB6F9B6,3,1,7,4,132,224,0x08
0x4AB6F9B6,4,1,7,4,111,190,0x08
0x4AB6F9B6,5,1,7,4,120,198,0x08
0x4AB6F9B6,6,1,9,9,142,154,0x08
0x4AB6F9B6,7,5,46,45,237,233,0x08
0x4AB6F9B6,8,6,48,47,238,234,0x08
0x4AB6F9B6,9,5,46,45,169,185,0x08
0x4AB6F9B6,10,5,46,45,207,215,0x08
0x4AB6F9B6,11,5,46,45,207,215,0x08
0x4AB6F9B6,12,1,1,1,24,28,0x08
0x4AB6F9B6,13,1,1,1,13,11,0x08
0x4AB6F9B6,14,2,22,6,56,40,0x08
0x4AB6F9B6,15,1,1,1,11,7,0x08
0x4AB6F9B6,16,2,24,9,33,24,0x08
0x4AB6F9B6,17,1,1,1,26,40,0x08
0x4AB6F9B6,18,1,1,1,9,9,0x08
0x4AB6F9B6,19,1,1,1,16,12,0x08
0x4AB6F9B6,20,1,6,2,87,92,0x08
0x4AB6F9B6,21,1,6,3,8,6,0x08
jungle_env_plantmed03,5,1,4,4,63,35,0x04
0x4D4F42B5,0,1,6,3,75,108,0x08
0x4D4F42B5,1,1,6,3,93,122,0x08
0x4D4F42B5,2,1,6,3,88,120,0x08
0x4D4F42B5,3,1,6,3,120,196,0x08
0x4D4F42B5,4,1,6,3,90,120,0x08
0x4D4F42B5,5,1,11,9,85,79,0x08
0x4D4F42B5,6,3,55,39,179,159,0x08
0x4D4F42B5,7,3,55,39,196,185,0x08
0x4D4F42B5,8,1,6,2,87,80,0x08
0x4D4F42B5,9,1,1,1,44,44,0x08
0x4D4F42B5,10,1,1,1,30,28,0x08
0x4D4F42B5,11,1,1,1,61,44,0x08
0x4D4F42B5,12,1,1,1,8,4,0x08
0x4D4F42B5,13,1,1,1,26,27,0x08
global_flag_largeoc,1,1,3,3,152,224,0x06
al_hum_worker,0,2,28,22,85,138,0x08
al_hum_worker,1,1,12,10,177,118,0x08
al_hum_worker,2,2,42,11,72,77,0x08
al_hum_worker,3,3,43,42,117,97,0x08
al_hum_worker,4,1,22,6,36,37,0x08
police_hum_officer_c,0,3,48,45,237,214,0x08
police_hum_officer_c,1,1,4,3,163,279,0x08
police_hum_officer_c,2,2,28,10,175,187,0x08
0x5253854D,0,2,28,22,138,241,0x08
0x5253854D,1,2,28,22,143,253,0x08
0x5253854D,2,1,11,9,156,167,0x08
0x5253854D,3,1,11,9,156,151,0x08
0x5253854D,4,5,43,42,190,191,0x08
0x5253854D,5,4,45,44,192,192,0x08
global_env_treespade,16,1,4,4,226,208,0x04
global_env_treespade,17,1,4,4,57,28,0x07
global_env_treespade,18,1,4,2,47,32,0x07
global_env_treespade,19,1,4,3,51,30,0x07
global_env_treespade,20,1,4,2,47,32,0x07
global_env_treespade,21,1,4,4,48,22,0x07
global_env_treespade,22,1,4,4,40,22,0x07
global_env_treespade,23,1,4,2,36,20,0x07
global_env_treespade,24,1,4,4,47,24,0x07
global_env_treespade,25,1,4,2,27,18,0x07
global_env_treespade,26,1,4,4,53,26,0x07
global_env_treespade,27,1,4,3,42,24,0x07
global_env_treespade,28,1,1,1,10,4,0x07
global_env_treespade,29,1,4,2,17,10,0x07
global_env_treespade,30,1,1,1,6,2,0x07
global_env_treespade,31,1,1,1,4,2,0x07
global_env_treespade,32,1,4,4,36,20,0x07
global_env_treespade,33,1,4,4,51,26,0x07
shanty_env_tree01,20,1,5,5,335,330,0x04
shanty_env_tree01,21,1,5,5,142,68,0x04
shanty_env_tree01,23,1,4,3,20,8,0x07
shanty_env_tree01,24,1,5,3,11,5,0x07
shanty_env_tree01,25,1,4,2,22,10,0x07
shanty_env_tree01,26,1,4,2,13,5,0x07
shanty_env_tree01,27,1,4,2,24,10,0x07
shanty_env_tree01,28,1,1,1,7,3,0x07
shanty_env_tree01,29,1,5,2,7,3,0x07
shanty_env_tree01,30,1,5,3,22,10,0x07
shanty_env_tree01,31,1,5,2,19,7,0x07
shanty_env_tree01,32,1,5,2,23,11,0x07
shanty_env_tree01,33,1,3,2,14,6,0x07
shanty_env_tree01,34,1,3,2,12,6,0x07
shanty_env_tree01,35,1,3,2,7,3,0x07
shanty_env_tree01,36,1,4,2,18,8,0x07
shanty_env_tree01,37,1,3,2,8,4,0x07
shanty_env_tree01,38,1,3,2,17,7,0x07
shanty_env_tree01,39,1,3,2,19,9,0x07
shanty_env_tree01,40,1,3,2,14,6,0x07
shanty_env_tree01,41,1,3,2,15,7,0x07
shanty_env_tree01,42,1,1,1,8,4,0x07
shanty_env_tree01,43,1,3,2,17,7,0x07
shanty_env_tree01,44,1,3,2,18,8,0x07
shanty_env_tree01,45,1,3,2,16,8,0x07
shanty_env_tree01,46,1,3,2,14,6,0x07
shanty_env_tree01,47,1,3,2,18,8,0x07
shanty_env_tree01,48,1,1,1,11,5,0x07
shanty_env_tree01,49,1,5,2,11,5,0x07
shanty_env_tree01,50,1,5,2,24,10,0x07
shanty_env_tree01,51,1,5,2,15,7,0x07
shanty_env_tree01,52,1,5,3,16,8,0x07
shanty_env_tree01,53,1,3,2,7,3,0x07
shanty_env_tree01,54,1,5,3,17,7,0x07
shanty_env_tree01,55,1,5,3,21,9,0x07
shanty_env_tree01,56,1,5,3,26,12,0x07
shanty_env_tree01,57,1,5,3,20,10,0x07
shanty_env_tree01,58,1,4,2,28,12,0x07
shanty_env_tree01,59,1,4,2,21,9,0x07
shanty_env_tree01,60,1,4,2,16,8,0x07
shanty_env_tree01,61,1,4,2,19,9,0x07
shanty_env_tree01,62,1,2,2,4,2,0x07
shanty_env_tree01,63,1,4,3,6,2,0x07
shanty_env_tree01,64,1,1,1,3,1,0x07
shanty_env_tree01,65,1,2,2,16,8,0x07
shanty_env_tree01,66,1,5,2,20,10,0x07
shanty_env_tree01,67,1,1,1,22,10,0x07
shanty_env_tree01,68,1,5,2,17,7,0x07
shanty_env_tree01,69,1,5,2,28,12,0x07
shanty_env_tree01,70,1,4,2,21,9,0x07
shanty_env_tree01,71,1,5,2,19,9,0x07
shanty_env_tree01,72,1,2,2,22,10,0x07
shanty_env_tree01,73,1,1,1,14,6,0x07
shanty_env_tree01,74,1,1,1,3,1,0x07
shanty_env_tree01,75,1,1,1,11,5,0x07
shanty_env_tree01,76,1,2,2,19,9,0x07
shanty_env_tree01,77,1,3,2,11,5,0x07
shanty_env_tree01,78,1,3,2,16,8,0x07
shanty_env_tree01,79,1,3,2,23,9,0x07
shanty_env_tree01,80,1,3,2,19,9,0x07
shanty_env_tree01,81,1,2,2,20,10,0x07
shanty_env_tree01,82,1,2,2,24,10,0x07
shanty_env_tree01,83,1,2,2,15,7,0x07
shanty_env_tree01,84,1,2,2,16,8,0x07
shanty_env_tree01,85,1,5,2,32,14,0x07
shanty_env_tree01,86,1,5,2,29,13,0x07
shanty_env_tree01,87,1,4,2,23,11,0x07
shanty_env_tree01,88,1,4,2,8,4,0x07
shanty_env_tree01,89,1,1,1,22,10,0x07
shanty_env_tree01,90,1,3,2,16,8,0x07
shanty_env_tree01,91,1,3,2,20,10,0x07
shanty_env_tree01,92,1,2,2,27,13,0x07
shanty_env_tree01,93,1,4,2,18,8,0x07
shanty_env_tree01,94,1,5,2,13,5,0x07
shanty_env_tree01,95,1,5,2,8,4,0x07
shanty_env_tree01,96,1,1,1,14,6,0x07
shanty_env_tree01,97,1,1,1,3,1,0x07
shanty_env_tree01,98,1,4,2,9,3,0x07
shanty_env_tree01,99,1,2,2,26,12,0x07
shanty_env_tree01,100,1,4,3,25,11,0x07
shanty_env_tree01,101,1,4,2,8,4,0x07
shanty_env_tree01,102,1,4,2,18,8,0x07
shanty_env_tree01,103,1,3,2,26,12,0x07
shanty_env_tree01,104,1,3,2,16,6,0x07
shanty_env_tree01,105,1,3,2,20,10,0x07
shanty_env_tree01,106,1,3,2,6,2,0x07
shanty_env_tree01,107,1,3,2,18,8,0x07
shanty_env_tree01,108,1,2,2,24,10,0x07
shanty_env_tree01,109,1,2,2,36,16,0x07
shanty_env_tree01,110,1,4,2,25,11,0x07
jungle_env_treemedium03,14,1,5,5,390,378,0x04
jungle_env_treemedium03,15,1,5,4,118,58,0x04
jungle_env_treemedium03,17,1,4,2,40,20,0x07
jungle_env_treemedium03,18,1,3,2,48,22,0x07
jungle_env_treemedium03,19,1,2,2,48,24,0x07
jungle_env_treemedium03,20,1,5,2,44,22,0x07
jungle_env_treemedium03,21,1,5,2,32,16,0x07
jungle_env_treemedium03,22,1,5,3,36,18,0x07
jungle_env_treemedium03,23,1,4,2,48,22,0x07
jungle_env_treemedium03,24,1,5,3,36,18,0x07
jungle_env_treemedium03,25,1,4,2,44,22,0x07
jungle_env_treemedium03,26,1,2,2,36,18,0x07
jungle_env_treemedium03,27,1,3,2,48,22,0x07
jungle_env_treemedium03,28,1,3,2,48,22,0x07
jungle_env_treemedium03,29,1,5,3,24,12,0x07
jungle_env_treemedium03,30,1,5,2,40,20,0x07
jungle_env_treemedium03,31,1,5,3,36,18,0x07
jungle_env_treemedium03,32,1,5,2,50,24,0x07
jungle_env_treemedium03,33,1,5,2,24,12,0x07
jungle_env_treemedium03,34,1,3,2,56,26,0x07
jungle_env_treemedium03,35,1,5,3,20,10,0x07
civ_hum_super_motorcycle,0,1,6,3,49,53,0x08
civ_hum_super_motorcycle,1,1,6,3,48,52,0x08
civ_hum_super_motorcycle,2,1,6,3,49,51,0x08
civ_hum_super_motorcycle,3,1,11,9,106,117,0x08
civ_hum_super_motorcycle,4,4,47,44,173,182,0x08
al_hum_starter03,0,2,28,22,955,1664,0x0F
al_hum_starter03,1,2,28,14,72,98,0x0F
al_hum_starter03,2,1,1,1,310,309,0x0F
al_hum_starter03,3,1,1,1,250,235,0x0F
al_hum_starter03,4,1,26,8,79,116,0x0F
al_hum_starter03,5,1,22,8,327,404,0x0F
al_hum_starter03,6,1,1,1,15,13,0x0F
al_hum_starter03,7,1,12,10,900,1310,0x0F
al_hum_starter03,8,7,48,47,1450,2132,0x0F
gr_hum_boss_fake,0,2,28,11,146,255,0x08
gr_hum_boss_fake,1,1,11,9,148,179,0x08
gr_hum_boss_fake,2,7,46,45,209,207,0x08
0x60497640,0,2,28,5,108,180,0x08
0x60497640,1,2,28,5,83,140,0x08
0x60497640,2,2,28,22,112,180,0x08
0x60497640,3,2,28,5,89,142,0x08
0x60497640,4,1,11,9,149,165,0x08
0x60497640,5,1,11,9,122,146,0x08
0x60497640,6,1,11,9,137,170,0x08
0x60497640,7,1,11,9,161,163,0x08
0x60497640,8,4,45,44,207,193,0x08
0x60497640,9,6,47,44,208,201,0x08
0x60497640,10,1,1,1,4,2,0x08
0x60497640,11,6,47,44,208,201,0x08
0x60497640,12,1,1,1,92,76,0x08
0x60497640,13,1,1,1,36,30,0x08
0x60497640,14,4,45,42,270,231,0x08
0x60497640,15,1,1,1,40,34,0x08
0x60497640,16,1,1,1,36,38,0x08
0x60497640,17,1,1,1,38,46,0x08
0x60497640,18,1,1,1,52,56,0x08
0x60497640,19,1,1,1,46,34,0x08
0x60497640,20,1,23,3,97,100,0x08
0x60A4EEF3,0,2,28,22,73,118,0x08
0x60A4EEF3,1,2,28,20,228,194,0x08
0x60A4EEF3,2,3,25,18,121,63,0x08
0x60A4EEF3,3,1,18,8,60,60,0x08
0x60A4EEF3,4,2,28,22,80,126,0x08
0x60A4EEF3,5,1,11,9,140,152,0x08
0x60A4EEF3,6,1,11,9,151,160,0x08
0x60A4EEF3,7,4,45,44,213,188,0x08
0x60A4EEF3,8,1,41,5,16,12,0x08
0x60A4EEF3,9,4,45,43,220,209,0x08
0x60A4EEF3,10,1,43,8,38,36,0x08
0x60A4EEF3,11,1,17,10,15,9,0x08
jungle_env_treetall03,13,1,9,8,633,630,0x08
jungle_env_treetall03,15,1,9,2,56,24,0x0F
jungle_env_treetall03,16,1,6,2,52,22,0x0F
jungle_env_treetall03,17,1,9,2,52,20,0x0F
jungle_env_treetall03,18,1,6,3,66,28,0x0F
jungle_env_treetall03,19,1,5,3,64,26,0x0F
jungle_env_treetall03,20,1,4,2,68,28,0x0F
jungle_env_treetall03,21,1,5,3,68,28,0x0F
jungle_env_treetall03,22,1,6,3,64,26,0x0F
jungle_env_treetall03,23,1,5,4,58,24,0x0F
jungle_env_treetall03,24,1,3,2,68,28,0x0F
jungle_env_treetall03,25,1,7,2,66,26,0x0F
jungle_env_treetall03,26,1,7,2,72,30,0x0F
jungle_env_treetall03,27,1,6,3,48,20,0x0F
jungle_env_treetall03,28,1,7,2,48,18,0x0F
jungle_env_treetall03,29,1,6,2,54,22,0x0F
jungle_env_treetall03,30,1,9,2,48,20,0x0F
jungle_env_treetall03,31,1,8,2,60,24,0x0F
jungle_env_treetall03,32,1,8,2,54,22,0x0F
global_env_tree01,14,1,2,2,15,16,0x07
global_env_tree01,15,1,1,1,5,3,0x07
global_env_tree01,16,1,1,1,5,3,0x07
global_env_tree01,17,1,1,1,5,3,0x07
global_env_tree01,18,1,1,1,5,3,0x07
global_env_tree01,19,1,1,1,5,3,0x07
global_env_tree01,20,1,1,1,5,3,0x07
global_env_tree01,21,1,1,1,5,3,0x07
global_env_tree01,22,1,1,1,5,3,0x07
global_env_tree01,23,1,1,1,5,3,0x07
global_env_tree01,24,1,1,1,5,3,0x07
global_env_tree01,25,1,1,1,5,3,0x07
global_env_tree01,26,1,1,1,5,3,0x07
global_env_tree01,27,1,1,1,5,3,0x07
global_env_tree01,28,1,2,2,15,16,0x04
global_env_tree01,29,1,1,1,14,14,0x04
global_env_tree01,30,1,1,1,13,14,0x04
global_env_tree01,31,1,1,1,14,14,0x04
global_env_tree01,32,1,1,1,14,14,0x04
global_env_tree01,33,1,1,1,16,18,0x04
global_env_tree01,34,1,1,1,14,14,0x04
global_env_tree01,35,1,1,1,14,14,0x04
global_env_tree01,36,1,1,1,13,14,0x04
global_env_tree01,37,1,1,1,14,14,0x04
global_env_tree01,38,1,1,1,14,14,0x04
global_env_tree01,39,1,1,1,18,18,0x04
global_env_tree01,40,1,1,1,14,14,0x04
global_env_tree01,41,1,1,1,14,14,0x04
global_flag_largegr,0,1,4,3,232,116,0x04
global_flag_largegr,1,1,3,3,12,8,0x04
oc_hum_mercenary_a,0,1,4,3,134,237,0x08
oc_hum_mercenary_a,1,1,9,9,159,157,0x08
oc_hum_mercenary_a,2,3,48,44,228,212,0x08
civ_hum_journalistfemale_a,0,1,5,2,77,63,0x08
civ_hum_journalistfemale_a,1,1,61,4,53,48,0x08
civ_hum_journalistfemale_a,2,1,8,3,54,51,0x08
civ_hum_journalistfemale_a,3,1,1,1,163,136,0x08
civ_hum_journalistfemale_a,4,1,6,3,60,98,0x08
civ_hum_journalistfemale_a,5,1,11,9,126,152,0x08
civ_hum_journalistfemale_a,6,4,45,44,228,249,0x08
jungle_env_plantlarge04,1,1,4,4,146,75,0x08
al_hum_boss,0,1,26,20,121,177,0x08
al_hum_boss,1,3,45,17,180,204,0x08
al_hum_boss,2,3,38,34,73,45,0x08
al_hum_boss,3,1,11,9,135,139,0x08
oc_hum_starter02,0,1,2,2,169,272,0x0F
oc_hum_starter02,1,1,1,1,38,42,0x0F
oc_hum_starter02,2,1,1,1,390,422,0x0F
oc_hum_starter02,3,1,17,4,165,242,0x0F
oc_hum_starter02,4,3,22,21,1299,2444,0x0F
oc_hum_starter02,5,1,4,2,99,115,0x0F
oc_hum_starter02,6,1,11,9,1370,3960,0x0F
oc_hum_starter02,7,5,46,45,1695,2490,0x0F
oc_hum_starter02,8,1,26,14,78,106,0x0F
oc_hum_starter02,9,1,1,1,1421,1703,0x0F
oc_hum_starter02,10,1,1,1,1400,1688,0x0F
pmc_hum_proppilot_unlockable,0,1,26,20,318,496,0x08
pmc_hum_proppilot_unlockable,1,1,12,10,308,303,0x08
pmc_hum_proppilot_unlockable,2,4,46,45,624,538,0x08
global_env_treetropical01,13,1,4,4,225,236,0x04
global_env_treetropical01,15,1,4,4,182,90,0x07
global_env_treetropical01,16,1,4,3,335,168,0x07
global_env_treetropical01,17,1,4,3,196,98,0x07
0x759BDE16,1,1,9,9,140,142,0x08
0x759BDE16,2,1,9,9,123,130,0x08
0x759BDE16,3,1,7,4,108,180,0x08
0x759BDE16,4,1,7,4,132,172,0x08
0x759BDE16,5,1,7,4,162,228,0x08
0x759BDE16,6,1,7,4,110,188,0x08
0x759BDE16,7,1,1,1,20,27,0x08
0x759BDE16,8,1,1,1,50,47,0x08
0x759BDE16,9,1,31,6,54,46,0x08
0x759BDE16,10,1,30,4,25,15,0x08
0x759BDE16,11,1,6,3,17,11,0x08
0x759BDE16,12,1,6,3,34,16,0x08
0x759BDE16,13,1,6,3,24,18,0x08
0x759BDE16,14,5,46,42,181,208,0x08
0x759BDE16,15,6,48,43,279,244,0x08
0x759BDE16,16,1,1,1,24,18,0x08
0x759BDE16,17,5,46,42,531,232,0x08
0x759BDE16,18,1,1,1,69,52,0x08
0x759BDE16,19,5,46,42,181,208,0x08
0x759BDE16,20,5,46,42,528,230,0x08
pmc_hum_chris_v3,0,3,26,21,316,472,0x08
pmc_hum_chris_v3,1,1,19,5,17,20,0x08
pmc_hum_chris_v3,2,1,15,10,411,462,0x08
pmc_hum_chris_v3,3,6,46,45,626,573,0x08
pmc_hum_chris_v3,4,2,29,22,692,1208,0x04
pmc_hum_chris_v3,5,1,20,5,41,63,0x04
pmc_hum_chris_v3,6,2,46,8,2582,3496,0x04
pmc_hum_chris_v3,7,1,15,10,995,1315,0x04
pmc_hum_chris_v3,8,6,46,45,1167,1466,0x04
pmc_hum_chris_v3,9,1,15,3,1237,667,0x02
pmc_hum_chris_v3,10,2,29,22,1400,2436,0x02
pmc_hum_chris_v3,11,2,46,8,2582,3496,0x02
pmc_hum_chris_v3,12,1,20,6,169,268,0x02
pmc_hum_chris_v3,13,1,15,10,1947,2809,0x02
pmc_hum_chris_v3,14,6,46,45,2026,2995,0x02
pmc_hum_chris_v3,15,1,1,1,108,172,0x01
pmc_hum_chris_v3,16,1,1,1,88,156,0x01
pmc_hum_chris_v3,17,1,1,1,108,172,0x01
pmc_hum_chris_v3,18,1,1,1,88,156,0x01
pmc_hum_chris_v3,19,1,15,12,3585,5745,0x01
pmc_hum_chris_v3,20,6,46,45,3696,6058,0x01
pmc_hum_chris_v3,21,2,46,8,2803,3742,0x01
pmc_hum_chris_v3,22,1,23,20,4762,14014,0x01
pmc_hum_chris_v3,23,2,29,8,936,1596,0x01
pmc_hum_chris_v3,24,1,2,2,169,268,0x01
pmc_hum_chris_chickensuit,2,2,30,6,39,49,0x08
pmc_hum_chris_chickensuit,3,2,26,5,24,20,0x08
pmc_hum_chris_chickensuit,4,1,13,10,134,150,0x08
pmc_hum_chris_chickensuit,5,7,44,42,199,216,0x08
pmc_hum_chris_chickensuit,6,3,27,21,315,474,0x08
pmc_hum_chris_chickensuit,7,2,45,17,3038,2458,0x04
pmc_hum_chris_chickensuit,8,1,10,5,1068,972,0x04
pmc_hum_chris_chickensuit,9,1,50,5,660,330,0x04
pmc_hum_chris_chickensuit,10,2,30,6,104,148,0x04
pmc_hum_chris_chickensuit,11,2,30,6,57,55,0x04
pmc_hum_chris_chickensuit,12,1,13,10,259,398,0x04
pmc_hum_chris_chickensuit,13,5,46,45,438,570,0x04
pmc_hum_chris_chickensuit,14,2,30,22,691,1210,0x04
pmc_hum_chris_chickensuit,15,2,45,17,3038,2458,0x02
pmc_hum_chris_chickensuit,16,1,10,5,1068,972,0x02
pmc_hum_chris_chickensuit,17,1,50,5,660,330,0x02
pmc_hum_chris_chickensuit,18,2,30,22,1388,2426,0x02
pmc_hum_chris_chickensuit,19,2,30,6,220,313,0x02
pmc_hum_chris_chickensuit,20,1,21,3,111,124,0x02
pmc_hum_chris_chickensuit,21,1,13,10,517,829,0x02
pmc_hum_chris_chickensuit,22,6,47,45,831,1160,0x02
pmc_hum_chris_chickensuit,23,1,1,1,102,172,0x01
pmc_hum_chris_chickensuit,24,1,1,1,85,156,0x01
pmc_hum_chris_chickensuit,25,1,1,1,102,172,0x01
pmc_hum_chris_chickensuit,26,1,1,1,85,156,0x01
pmc_hum_chris_chickensuit,27,2,30,7,341,604,0x01
pmc_hum_chris_chickensuit,28,1,21,3,229,314,0x01
pmc_hum_chris_chickensuit,29,1,50,5,660,330,0x01
pmc_hum_chris_chickensuit,30,1,13,10,936,1632,0x01
pmc_hum_chris_chickensuit,31,1,10,5,1068,972,0x01
pmc_hum_chris_chickensuit,32,6,48,46,1477,2351,0x01
pmc_hum_chris_chickensuit,33,2,45,19,3038,2458,0x01
pmc_hum_chris_chickensuit,34,1,24,20,4767,14032,0x01
pmc_hum_chris_chickensuit,35,2,30,8,918,1569,0x01
global_env_palmtree01,12,1,1,1,5,4,0x07
global_env_palmtree01,13,1,2,2,22,18,0x04
global_env_palmtree01,14,1,2,2,116,137,0x04
global_env_palmtree01,15,1,1,1,22,24,0x04
global_env_palmtree01,16,1,1,1,26,34,0x04
global_env_palmtree01,17,1,1,1,22,24,0x04
global_env_palmtree01,18,1,1,1,24,26,0x04
global_env_palmtree01,19,1,1,1,24,26,0x04
global_env_palmtree01,20,1,1,1,22,24,0x04
global_env_palmtree01,21,1,1,1,22,24,0x04
global_env_palmtree01,22,1,1,1,22,22,0x04
global_env_palmtree01,23,1,1,1,20,22,0x04
global_env_palmtree01,24,1,1,1,28,34,0x04
global_env_palmtree01,25,1,1,1,20,22,0x04
global_env_palmtree01,26,1,1,1,30,40,0x04
global_env_palmtree01,27,1,1,1,20,24,0x04
global_env_palmtree01,28,1,1,1,18,20,0x04
global_env_palmtree01,29,1,1,1,20,22,0x04
global_env_palmtree01,30,1,1,1,36,46,0x04
global_env_palmtree01,31,1,1,1,24,28,0x04
global_env_palmtree01,32,1,4,2,16,16,0x04
global_env_palmtree01,33,1,3,2,16,14,0x04
jungle_env_treemedium01,17,1,6,6,389,410,0x04
jungle_env_treemedium01,18,1,6,6,116,58,0x04
jungle_env_treemedium01,20,1,4,2,37,17,0x07
jungle_env_treemedium01,21,1,4,2,32,14,0x07
jungle_env_treemedium01,22,1,5,2,33,15,0x07
jungle_env_treemedium01,23,1,5,2,46,20,0x07
jungle_env_treemedium01,24,1,5,2,37,17,0x07
jungle_env_treemedium01,25,1,4,2,20,10,0x07
jungle_env_treemedium01,26,1,4,2,44,20,0x07
jungle_env_treemedium01,27,1,4,2,20,10,0x07
jungle_env_treemedium01,28,1,4,2,38,18,0x07
jungle_env_treemedium01,29,1,5,2,41,19,0x07
jungle_env_treemedium01,30,1,5,3,50,22,0x07
jungle_env_treemedium01,31,1,5,2,32,14,0x07
jungle_env_treemedium01,32,1,5,2,34,16,0x07
jungle_env_treemedium01,33,1,4,2,28,14,0x07
jungle_env_treemedium01,34,1,4,2,38,18,0x07
jungle_env_treemedium01,35,1,4,2,39,17,0x07
jungle_env_treemedium01,36,1,4,2,34,16,0x07
jungle_env_treemedium01,37,1,3,2,7,3,0x07
jungle_env_treemedium01,38,1,4,3,27,13,0x07
jungle_env_treemedium01,39,1,4,3,28,14,0x07
jungle_env_treemedium01,40,1,3,2,4,2,0x07
jungle_env_treemedium01,41,1,3,2,16,8,0x07
jungle_env_treemedium01,42,1,4,3,22,10,0x07
jungle_env_treemedium01,43,1,2,2,28,14,0x07
jungle_env_treemedium01,44,1,3,2,20,10,0x07
jungle_env_treemedium01,45,1,4,3,26,12,0x07
jungle_env_treemedium01,46,1,3,2,22,10,0x07
jungle_env_treemedium01,47,1,6,2,39,19,0x07
jungle_env_treemedium01,48,1,3,2,39,17,0x07
jungle_env_treemedium01,49,1,3,2,22,10,0x07
jungle_env_treemedium01,50,1,3,2,26,12,0x07
