hash,n_models,anim_tracks,in_swit,kind,example_parent_models
0x3A878C5F,6,0,0,mesh-node,0x0307555E|0x13709C60
0x3AF9D39E,6,0,6,destruction-piece,city_bld_skyscraper03|estate_bld_mansion04
0x3C8F6538,6,0,0,mesh-node,0x0307555E|0x13709C60
0x3D2340B0,6,0,0,mesh-node,maracaibo_bld_skyscraper02|caracas_bld_parquecentral03
0x3D88347C,6,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x3F019E43,6,0,0,mesh-node,0x0307555E|0x13709C60
0x3F50C9A0,6,0,0,mesh-node,0x0307555E|0x13709C60
0x3F950395,6,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x415C4184,6,0,0,mesh-node,0x0307555E|0x13709C60
0x42346D28,6,0,0,mesh-node,0x0307555E|0x13709C60
0x43F099EE,6,0,0,mesh-node,0x0307555E|0x13709C60
0x441E47F8,6,0,0,mesh-node,commercial_bld_firestation|industrial_bld_warehouse04
0x4615C57E,6,0,6,destruction-piece,caracas_bld_parquecentral03|margarita_bld_condo01
0x4741F528,6,0,6,destruction-piece,industrial_bld_warehouse04|aloutpost_bld_hanger
0x4759719E,6,0,0,mesh-node,city_bld_standalone05|merida_bld_universitydorm
0x47C2908A,6,0,0,mesh-node,caracas_bld_parquecentral03|city_bld_skyscraper03
0x49611214,6,0,0,mesh-node,aloutpost_interior_hq|0x757EAE95
0x4A7E9595,6,0,0,mesh-node,0xA0EAF095|0xA79EE18C
0x4C07884D,6,0,0,mesh-node,commercial_bld_firestation|0x38381266
0x4CFB9B1E,6,0,0,mesh-node,0x0307555E|0x13709C60
0x4D29B600,6,0,0,mesh-node,civ_veh_boat_saltonsea|civ_veh_boat_fishing
0x4DA8B9CB,6,0,0,mesh-node,industrial_bld_towerrefinerytall|industrial_bld_refinery02
0x4DAA485F,6,0,6,destruction-piece,civ_veh_truck_transport|ch_veh_truck_sx2150_mlrs
0x4F4B65E5,6,0,6,destruction-piece,island_bld_fortress01|estate_bld_mansion02
0x507D8BC5,6,0,6,destruction-piece,caracas_rampgovernmentmid|caracas_rampgovernment02
0x51DA67B4,6,0,6,destruction-piece,residential_bld_corner16x16a|cumana_bld_hotelfourstar01
0x5242815E,6,0,6,destruction-piece,industrial_bld_gasstationpump02|residential_bld_corner16x16e
0x5244CBFB,6,0,0,mesh-node,city_bld_segment16x16b|merida_bld_universitydorm
0x524CA898,6,0,6,destruction-piece,commercial_bld_firestation|0x38381266
0x5514953E,6,0,6,destruction-piece,proutpost_bld_hq|groutpost_bld_shacktall02
0x561B2A40,6,0,0,mesh-node,0x0307555E|0x13709C60
0x5795F0BD,6,0,0,mesh-node,0x0307555E|0x13709C60
0x58857D02,6,0,0,mesh-node,0x0307555E|0x13709C60
0x5A72B321,6,0,0,mesh-node,maracaibo_bld_skyscraper02|caracas_bld_parquecentral03
0x60294FC7,6,0,0,mesh-node,proutpost_fueltanks|groutpost_fueltanks
0x6077097E,6,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x6082B634,6,0,6,destruction-piece,caracas_bld_historical02|caracas_bld_parquecentral03
0x62E1A49F,6,0,6,destruction-piece,village_bld_plantation03|global_pile03
0x64619EB2,6,0,6,destruction-piece,0x1D20E058|global_pile02
0x661F1DF1,6,0,0,mesh-node,oc_veh_semi_austin|civ_veh_semi_mark
0x6691E5ED,6,0,0,mesh-node,0x0307555E|0x13709C60
0x66ACC70F,6,0,0,mesh-node,proutpost_bld_alarmtower|groutpost_bld_alarmtower
0x69534A55,6,0,0,mesh-node,0x0307555E|0x13709C60
0x69C504A7,6,0,0,mesh-node,caracas_bld_parquecentral03|city_bld_skyscraper03
0x6D1B7117,6,0,0,mesh-node,0x1D5D24CE|0x4B9C42F1
0x6F0997DB,6,0,0,mesh-node,civ_veh_boat_saltonsea|civ_veh_boat_fishing
0x70EEBA93,6,0,6,destruction-piece,vz_veh_tank_amx30_base|gr_veh_tank_m551sheridan
0x75E9E558,6,0,6,destruction-piece,groutpost_bld_cranemining|chinaoutpost_bld_prison
0x77FC3A26,6,0,0,mesh-node,maracaibo_bld_skyscraper02|maracaibo_park
0x78F472FF,6,0,0,mesh-node,jungle_env_treesmall02|jungle_env_treetall02
0x7902CE02,6,0,6,destruction-piece,city_bld_skyscraper02|chinaoutpost_bld_storage
0x7C6B223D,6,0,0,mesh-node,0x1282963C|0x19676216
0x7F0DC121,6,0,6,destruction-piece,outpost_bld_warehouse01|merida_bld_universitydorm
0x7FAB8BF7,6,0,0,mesh-node,aloutpost_bld_storage|commercial_bld_corner8x8a
0x80DF9542,6,0,6,destruction-piece,village_bld_plantation03|global_pile03
0x82797D9B,6,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x84187A73,6,0,0,mesh-node,maracaibo_bld_skyscraper02|caracas_bld_parquecentral03
0x866412CF,6,0,6,destruction-piece,0x1D20E058|global_pile02
0x86C23BA3,6,0,0,mesh-node,civ_veh_truck_transport|0x1282963C
0x8983C8D5,6,0,0,mesh-node,0x0307555E|0x13709C60
0x8BFC4DCE,6,0,6,destruction-piece,caracas_bld_parquecentral03|margarita_bld_condo01
0x8C3CA2BF,6,0,6,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x8C43F08A,6,0,6,destruction-piece,oc_veh_semi_fueltrailer|oc_veh_helicopter_wz10
0x8F8B95F8,6,0,6,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0x916B3414,6,0,6,destruction-piece,caracas_bld_parquecentral03|groutpost_bld_shackcave03
0x9597708A,6,0,6,destruction-piece,pmcoutpost_bld_hq|0x7604B190
0x95C4A919,6,0,0,mesh-node,pmcoutpost_bld_hq|0x7604B190
0x95DB21E9,6,0,0,mesh-node,0x0307555E|0x13709C60
0x979D1BE2,6,0,0,mesh-node,0x0307555E|0x13709C60
0x9ADB9EDA,6,0,0,mesh-node,industrial_bld_refinery01|oilrig_tanksmalla
0x9B1FD0A5,6,0,6,destruction-piece,aloutpost_bld_prison|aloutpost_bld_hanger
0x9BAD38F6,6,0,6,destruction-piece,groutpost_bld_shackcave03|village_bld_plantation03
0x9D62B4F2,6,0,0,mesh-node,city_bld_skyscraper03|estate_bld_mansion04
0x9D8D48CA,6,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x9FF0593C,6,0,6,destruction-piece,pmcoutpost_bld_hq|0x7604B190
0xA01F2FD5,6,0,0,mesh-node,vz_veh_truck_m35_aa|gr_veh_truck_m35_aa
0xA0895008,6,0,0,mesh-node,city_bld_standalone05|merida_bld_universitydorm
0xA1AF925E,6,0,6,destruction-piece,caracas_bld_theater01|0x70D6FBD9
0xA32971FE,6,0,0,mesh-node,city_bld_standalone05|merida_bld_universitydorm
0xA360FAED,6,0,0,mesh-node,maracaibo_bld_skyscraper02|airport_bld_terminal01
0xA5F372CB,6,0,0,mesh-node,0x0307555E|0x13709C60
0xA5F7EFF9,6,0,0,mesh-node,0x0307555E|0x13709C60
0xA635F86D,6,0,0,mesh-node,proutpost_fueltanks|groutpost_fueltanks
0xA7E4F672,6,0,6,destruction-piece,pmcoutpost_bld_hangar|merida_bld_pmcautoshop
0xA876DACA,6,0,0,mesh-node,0xA0EAF095|0xA79EE18C
0xA9B41C24,6,0,6,destruction-piece,caracas_bld_theater01|0x70D6FBD9
0xAA2F00B2,6,0,0,mesh-node,0x0307555E|0x13709C60
0xAAFCF582,6,0,6,destruction-piece,aloutpost_bld_prison|outpost_bld_warehouse01
0xAB597184,6,0,0,mesh-node,ocoutpost_wallgate|vzoutpost_wallgate
0xAB674EBF,6,0,0,mesh-node,vz_veh_tank_amx30_base|gr_veh_tank_m551sheridan
0xAD91E75B,6,0,0,mesh-node,gr_veh_tank_m551sheridan|global_veh_stingray
0xADD31BDF,6,0,6,destruction-piece,aloutpost_bld_prison|industrial_bld_warehouse04
0xADF034DF,6,0,0,mesh-node,industrial_bld_warehouse05|aloutpost_bld_prison
0xAF2ECA36,6,0,0,mesh-node,ch_veh_tank_plz45b|ch_veh_apc_zbd2000
0xB08A84B8,6,0,0,mesh-node,0x0307555E|0x13709C60
0xB0BF555D,6,0,0,mesh-node,industrial_bld_warehouse04|aloutpost_bld_hanger
0xB1649EAE,6,0,6,destruction-piece,city_bld_segment16x32d|margarita_bld_condo01
0xB49B2931,6,0,6,destruction-piece,civ_veh_truck_transport|ch_veh_truck_sx2150_mlrs
0xB78B3321,6,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0xB7DE76F8,6,0,6,destruction-piece,groutpost_bld_shackfuselage|caracas_rampgovernmentmid
0xB8475E0E,6,0,6,destruction-piece,commercial_bld_firestation|pmcoutpost_bld_hqgarage
0xB9302868,6,0,0,mesh-node,shanty_bld_shack02|shanty_bld_shack01
0xB93757B5,6,0,6,destruction-piece,mountain_bld_bunkerdestroyed|groutpost_bld_shacktall01
0xBA6D3A13,6,0,0,mesh-node,maracaibo_bld_skyscraper02|caracas_bld_parquecentral03
0xBCA0827E,6,0,0,mesh-node,proutpost_bld_alarmtower|groutpost_bld_alarmtower
0xBDEDD757,6,0,0,mesh-node,estate_bld_mansion02|0x6871E4C5
0xBF30EF26,6,0,0,mesh-node,0x1D5D24CE|0x4B9C42F1
0xBF65290F,6,0,0,mesh-node,city_bld_skyscraper03|estate_bld_mansion04
0xBF8FBCE7,6,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0xC0AED8BD,6,0,6,destruction-piece,city_bld_skyscraper03|estate_bld_mansion04
0xC22D6513,6,0,6,destruction-piece,caracas_bld_skytrammain|groutpost_bld_shacktall02
0xC50F9E18,6,0,0,mesh-node,jungle_env_treemedium03|global_env_palmtree01
0xC52BE61B,6,0,0,mesh-node,city_bld_standalone05|merida_bld_universitydorm
0xC677AC97,6,0,6,destruction-piece,cumana_bld_fortress01|caracas_bld_parquecentral03
0xC6857228,6,0,0,mesh-node,civ_veh_truck_transport|ch_veh_truck_sx2150_mlrs
0xC6B1DB5D,6,0,0,mesh-node,proutpost_bld_alarmtower|groutpost_bld_alarmtower
0xC821BB58,6,0,0,mesh-node,estate_bld_mansion02|0x6871E4C5
0xC9E76A8F,6,0,6,destruction-piece,pmcoutpost_bld_hangar|merida_bld_pmcautoshop
0xC9F002AF,6,0,0,mesh-node,0x19676216|pmc_veh_truck_ext
0xCB2C71CF,6,0,0,mesh-node,industrial_bld_gasstationpump02|residential_bld_corner16x16e
0xCC3174CF,6,0,0,mesh-node,0x0307555E|0x13709C60
0xCC8CD2B4,6,0,6,destruction-piece,merida_bld_universitydorm|city_bld_segment32x32d
0xCD22ACAB,6,0,6,destruction-piece,city_bld_segment32x32b|city_bld_skyscraper02
0xCFE843D7,6,0,6,destruction-piece,jungle_bld_ruinshotelfront|proutpost_bld_dormitory
0xD23E640E,6,0,0,mesh-node,0x0307555E|0x13709C60
0xD478E15F,6,0,0,mesh-node,commercial_bld_firestation|outpost_bld_warehouse01
0xD58E6852,6,0,0,mesh-node,0x0307555E|0x13709C60
0xD75BECE4,6,0,6,destruction-piece,industrial_bld_warehouselarge02|city_bld_skyscraper03
0xD8326C21,6,0,0,mesh-node,outpost_bld_warehouse01|aloutpost_bld_hanger
0xD86B2AB6,6,0,0,mesh-node,maracaibo_bld_skyscraper02|caracas_bld_parquecentral03
0xD9D74EB7,6,0,6,destruction-piece,industrial_bld_warehouselarge02|city_bld_skyscraper03
0xDAE0DEAF,6,0,0,mesh-node,0x1B388028|0x41D7AC6F
0xDC57CE3E,6,0,6,destruction-piece,0x1D20E058|global_pile02
0xDCAFBF68,6,0,0,mesh-node,proutpost_bld_alarmtower|groutpost_bld_alarmtower
0xDD19E884,6,0,6,destruction-piece,proutpost_bld_hq|groutpost_bld_shacktall02
0xDD1E65B2,6,0,6,destruction-piece,proutpost_bld_hq|groutpost_bld_shacktall02
0xDE03AD2F,6,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0xDFD4F44E,6,0,6,destruction-piece,groutpost_bld_cranemining|chinaoutpost_bld_prison
0xDFEDB1B1,6,0,0,mesh-node,civ_veh_truck_ambulance|pmc_veh_truck_esv
0xE188D08B,6,0,0,mesh-node,0x0307555E|0x13709C60
0xE19C51BA,6,0,0,mesh-node,0x0307555E|0x13709C60
0xE326D514,6,0,6,destruction-piece,outpost_bld_warehouse01|aloutpost_bld_hanger
0xE48A5D82,6,0,0,mesh-node,0x0307555E|0x13709C60
0xE6459FEF,6,0,0,mesh-node,caracas_bld_parquecentral03|margarita_bld_condo01
0xE669271D,6,0,6,destruction-piece,0x1D20E058|global_pile02
0xE693140D,6,0,0,mesh-node,groutpost_bld_cranemining|chinaoutpost_bld_prison
0xE6C74FF1,6,0,0,mesh-node,0x1282963C|0x19676216
0xE761BD53,6,0,0,mesh-node,0x0307555E|0x13709C60
0xE87C5CC4,6,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0xE94E03A7,6,0,0,mesh-node,0x0307555E|0x13709C60
0xEAEA851F,6,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0xEBA5E0EE,6,0,0,mesh-node,industrial_bld_refinery01|industrial_bld_refinery02
0xEBA7D912,6,0,6,destruction-piece,maracaibo_bld_skyscraper02|caracas_bld_parquecentral03
0xEBA7F901,6,0,0,mesh-node,city_bld_standalone05|merida_bld_universitydorm
0xED930B48,6,0,0,mesh-node,0x0307555E|0x13709C60
0xEE7635BA,6,0,6,destruction-piece,caracas_rampgovernmentmid|aloutpost_bld_garage01
0xF16CBDB6,6,0,0,mesh-node,maracaibo_bld_skyscraper02|caracas_bld_parquecentral03
0xF2243C0D,6,0,0,mesh-node,estate_bld_mansion02|0x6871E4C5
0xF227A43B,6,0,0,mesh-node,city_bld_standalone05|merida_bld_universitydorm
0xF49BB680,6,0,0,mesh-node,vzoutpost_bld_barrackbunker|caracas_bld_historical04
0xF78A9E23,6,0,0,mesh-node,oc_veh_semi_fueltrailer|global_veh_scorpiondpv
0xF825027B,6,0,0,mesh-node,oc_veh_truck_ext|civ_veh_truck_garbage
0xFC670B28,6,0,6,destruction-piece,0x1D20E058|global_pile02
0xFDE283C1,6,0,0,mesh-node,residential_bld_corner16x16a|cumana_bld_hotelfourstar01
0xFE08E44C,6,0,0,mesh-node,ocoutpost_wallgate|vzoutpost_wallgate
0x11815D82,5,9,0,mesh-node,pmc_hum_mattias_v5|pmc_hum_mattias
0xFAADBFFF,5,9,0,mesh-node,pmc_hum_mattias_v5|pmc_hum_mattias
0xEB221048,5,8,0,mesh-node,pmc_hum_mattias_v5|pmc_hum_mattias
0xACA8B402,5,3,0,mesh-node,aloutpost_interior_hq|0x757EAE95
0x0215ABC5,5,0,0,mesh-node,industrial_bld_warehouselarge02|estate_bld_mansion02
0x02924C01,5,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x02B87F7D,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0x02E71DAD,5,0,5,destruction-piece,village_bld_plantation03|global_pile03
0x05FB0FD1,5,0,5,destruction-piece,al_veh_truck_hmmwv_armored|global_veh_hondacrx
0x079C4075,5,0,0,mesh-node,global_veh_rib36|vz_veh_boat_patrol
0x083053E1,5,0,0,mesh-node,oilrig_tankmeda|oilrig_tanktalla
0x089016DC,5,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x0A69DF64,5,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x0A834E0F,5,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x0ACA49B5,5,0,0,mesh-node,maracaibo_bld_skyscraper02|chinaoutpost_bld_prison
0x0AD8C217,5,0,0,mesh-node,vz_veh_tank_amx30_base|pmc_veh_truck_esv
0x0F6B2767,5,0,0,mesh-node,civ_veh_boat_saltonsea|pr_veh_boat_cutter
0x0FA95FB7,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0x0FDB1131,5,0,5,destruction-piece,residential_bld_corner16x16a|outskirt_bld_mercbar
0x10C925CD,5,0,5,destruction-piece,aloutpost_bld_prison|outpost_bld_warehouse01
0x11990F7E,5,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0x136BF4B9,5,0,5,destruction-piece,city_bld_segment16x32d|margarita_bld_condo01
0x17169E5A,5,0,0,mesh-node,0x4B9C42F1|0x7604B190
0x1741E5C1,5,0,5,destruction-piece,city_bld_skyscraper03|estate_bld_mansion04
0x183A5FBA,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0x187F601E,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0x18A9E282,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0x193C4862,5,0,5,destruction-piece,civ_veh_car_r90_limo|civ_veh_car_l300_racing
0x1BFAF79B,5,0,0,mesh-node,oc_veh_semi_austin|0x19E2962E
0x207C14E0,5,0,0,mesh-node,0xA0EAF095|0xA79EE18C
0x20DB2350,5,0,0,mesh-node,vz_veh_tank_amx30_base|pmc_veh_truck_esv
0x21CEE28F,5,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0x24064EEA,5,0,5,destruction-piece,city_bld_skyscraper02|chinaoutpost_bld_storage
0x2768DE29,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0x276E03DD,5,0,0,mesh-node,oc_veh_truck_ext|pmc_veh_truck_esv
0x27EA681D,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0x2AAAB91A,5,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x2EB7CCF2,5,0,0,mesh-node,aloutpost_bld_hanger|industrial_bld_warehouse02
0x2F4F6789,5,0,0,mesh-node,global_veh_rib36|gr_veh_truck_m35_guntruck_50cal
0x2F63FD4B,5,0,0,mesh-node,civ_veh_boat_saltonsea|pr_veh_boat_cutter
0x30969070,5,0,5,destruction-piece,estate_bld_mansion04|village_bld_plantation02
0x313B7264,5,0,5,destruction-piece,groutpost_bld_cranemining|island_bld_tower01
0x31FA66A1,5,0,0,mesh-node,civ_veh_boat_saltonsea|pr_veh_boat_cutter
0x33A90F08,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0x344A24C8,5,0,0,mesh-node,vz_veh_tank_amx30_base|gr_veh_truck_m151_50cal
0x34CE9E99,5,0,0,mesh-node,shanty_bld_housegroup05|industrial_bld_towerrefinerytall
0x36CD5927,5,0,5,destruction-piece,0x09139BCD|0x0D0B8CF5
0x38C93430,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0x3BC1DCD4,5,0,0,mesh-node,village_bld_plantation03|caracas_rampgovernment02
0x3DA6E02F,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0x412F6A28,5,0,0,mesh-node,residential_bld_corner16x16a|outskirt_bld_mercbar
0x41592E42,5,0,5,destruction-piece,aloutpost_bld_hanger|airport_bld_terminal01
0x41DB7E9F,5,0,5,destruction-piece,caracas_rampgovernmentmid|caracas_bld_skytrammain
0x4329FD0A,5,0,0,mesh-node,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0x44DAC356,5,0,0,mesh-node,pmc_hum_jen|pmc_hum_mattias_v3
0x4608C307,5,0,5,destruction-piece,city_bld_skyscraper02|chinaoutpost_bld_storage
0x466C32E6,5,0,5,destruction-piece,caracas_rampgovernmentmid|caracas_rampgovernment02
0x4674A0BD,5,0,5,destruction-piece,aloutpost_bld_hanger|industrial_bld_warehouse02
0x46F6CF7A,5,0,5,destruction-piece,commercial_bld_supermarket|shanty_bld_apartment01
0x47E2F091,5,0,5,destruction-piece,jungle_bld_ruinshotelfront|0x8B69284B
0x47F0F428,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0x48A57048,5,0,5,destruction-piece,island_bld_bridge01|oilrig_bld_buildingb
0x4BE585A6,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0x4C7D5153,5,0,5,destruction-piece,village_bld_plantation03|caracas_rampgovernment02
0x4CF9177C,5,0,5,destruction-piece,civ_veh_car_r90_limo|civ_veh_car_l300_racing
0x4DBE8594,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0x4F8D4077,5,0,0,mesh-node,oc_veh_truck_ext|pmc_veh_truck_esv
0x50BA410F,5,0,0,mesh-node,aloutpost_bld_hanger|industrial_bld_warehouse02
0x5164A412,5,0,5,destruction-piece,al_veh_truck_hmmwv_armored|gr_veh_truck_m151_50cal
0x544FAABB,5,0,5,destruction-piece,estate_bld_mansion04|merida_bld_universityadmin
0x552C2B2B,5,0,0,mesh-node,civ_veh_car_r90_limo|civ_veh_car_l300_racing
0x55FE1443,5,0,0,mesh-node,vz_veh_apc_m113_aa|global_veh_stingray
0x5619263D,5,0,0,mesh-node,industrial_bld_warehousesmall02|chinaoutpost_bld_storage
0x5663559D,5,0,0,mesh-node,pmc_hum_jen|pmc_hum_mattias_v3
0x5859DB48,5,0,0,mesh-node,al_veh_truck_hmmwv_armored|global_veh_hondacrx
0x5871D997,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0x5ADD1AD9,5,0,5,destruction-piece,village_bld_plantation03|global_pile03
0x5BEAFE7A,5,0,0,mesh-node,estate_bld_mansion02|0x6871E4C5
0x5C03DF5C,5,0,0,mesh-node,0x07B982D6|0x71DC712E
0x5E2F6D7C,5,0,0,mesh-node,aloutpost_bld_prison|outpost_bld_warehouse01
0x5F2AB868,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0x6232DE21,5,0,5,destruction-piece,caracas_bld_skytrammain|groutpost_bld_shacktall02
0x631F49E6,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0x639277D2,5,0,0,mesh-node,industrial_bld_warehouse05|shanty_bld_apartment01
0x652C7127,5,0,0,mesh-node,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0x661AFA98,5,0,5,destruction-piece,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0x667B6FD0,5,0,5,destruction-piece,caracas_rampgovernmentmid|caracas_rampgovernment02
0x676D11C9,5,0,5,destruction-piece,industrial_bld_gasstationpump03|merida_bld_pmcautoshop
0x679E2A76,5,0,5,destruction-piece,island_bld_fortress01|shanty_bld_housegroup05
0x67C0C6EE,5,0,5,destruction-piece,groutpost_bld_shackcave04|caracas_skytramcolumn
0x682ADAD3,5,0,0,mesh-node,oilrig_tankmeda|oilrig_tanktalla
0x696AC17C,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0x6A88625D,5,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x6BB03514,5,0,5,destruction-piece,maracaibo_bld_skyscraper02|chinaoutpost_bld_prison
0x6C8AF13A,5,0,0,mesh-node,vz_veh_truck_m35_aa|gr_veh_truck_m35_aa
0x6D7B2521,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0x6D7D0993,5,0,0,mesh-node,gr_veh_truck_m35_guntruck_50cal|vz_veh_truck_m35_guntruck_50cal
0x6D80C08C,5,0,0,mesh-node,aloutpost_bld_hanger|margarita_bld_condo01
0x6DE56AFA,5,0,5,destruction-piece,jungle_bld_ruinshotelfront|proutpost_bld_dormitory
0x6E7E4945,5,0,0,mesh-node,vz_veh_truck_m35|vz_veh_truck_m35_aa
0x706A9496,5,0,0,mesh-node,vz_veh_tank_amx30_base|pmc_veh_truck_esv
0x708E6093,5,0,0,mesh-node,margarita_bld_condo01|city_bld_corner32x32a
0x727FCBBC,5,0,5,destruction-piece,village_bld_plantation03|caracas_rampgovernment02
0x72E40EC3,5,0,5,destruction-piece,cumana_bld_fortress01|shanty_bld_housegroup05
0x7342D0AF,5,0,0,mesh-node,maracaibo_park|vz_veh_helicopter_mi35hind
0x77239500,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0x79FA0DDE,5,0,0,mesh-node,jungle_env_treesmall01|shanty_env_tree01
0x7A10A764,5,0,0,mesh-node,gr_veh_towed_m101a|vz_veh_towed_m101a
0x7B00C182,5,0,5,destruction-piece,commercial_bld_supermarket|shanty_bld_apartment01
0x7D59FC91,5,0,5,destruction-piece,civ_veh_truck_thunder|pmc_veh_truck_esv
0x7E7310C1,5,0,5,destruction-piece,0x1D20E058|commercial_wall
0x800B75BD,5,0,0,mesh-node,vz_veh_apc_m113_aa|ch_veh_tank_pgz95
0x80864668,5,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0x80F31CFA,5,0,5,destruction-piece,industrial_bld_gasstationpump03|village_bld_plantation03
0x8628CB76,5,0,0,mesh-node,oilrig_tankmeda|oilrig_tanktalla
0x86A8475F,5,0,0,mesh-node,industrial_bld_warehouselarge02|city_bld_standalone04
0x86D2E231,5,0,5,destruction-piece,industrial_bld_warehouse04|shanty_bld_housegroup04
0x88D2DF33,5,0,5,destruction-piece,commercial_bld_firestation|oilrig_simple
0x8AF50D7F,5,0,5,destruction-piece,al_veh_truck_hmmwv_armored|global_veh_hondacrx
0x8DC9C5ED,5,0,5,destruction-piece,island_bld_bridge01|oilrig_bld_buildingb
0x917ECD2B,5,0,5,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0x927B9B46,5,0,0,mesh-node,oc_veh_helicopter_wz10|vz_veh_helicopter_alouetteiii
0x9353DE70,5,0,0,mesh-node,civ_veh_motorcycle_scooter|gr_veh_motorcycle_offroad
0x96F134FC,5,0,5,destruction-piece,vz_veh_tank_amx30_base|ch_veh_tank_plz45b
0x96F719E0,5,0,0,mesh-node,global_env_palmtreebend01|global_env_palmtreebend04
0x9705AFBA,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0x97F4467D,5,0,5,destruction-piece,industrial_bld_warehouse04|shanty_bld_housegroup04
0x9998A208,5,0,0,mesh-node,global_veh_rib36|gr_veh_truck_m35_guntruck_50cal
0x9A130F3F,5,0,0,mesh-node,civ_veh_boat_saltonsea|pr_veh_boat_cutter
0x9B07F553,5,0,0,mesh-node,gr_veh_truck_m35_guntruck_50cal|vz_veh_truck_m35_guntruck_50cal
0x9B0BCB5B,5,0,5,destruction-piece,aloutpost_bld_hanger|margarita_bld_condo01
0x9B32391D,5,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x9BFC81FB,5,0,0,mesh-node,jungle_env_treesmall01|shanty_env_tree01
0x9D5E37C4,5,0,0,mesh-node,cumana_bld_fortress01|shanty_bld_housegroup05
0x9D90C12D,5,0,5,destruction-piece,commercial_bld_firestation|pmcoutpost_bld_hq
0x9DABF47D,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0xA24ECECA,5,0,0,mesh-node,0x06B7DF09|0x27C46DD1
0xA2B36B2F,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0xA32C4E9F,5,0,5,destruction-piece,0x01ED3D6F|0x1A9D89DF
0xA3B1C2BC,5,0,5,destruction-piece,village_bld_plantation03|jungle_bld_ruinshotelfront
0xA3FD8579,5,0,0,mesh-node,commercial_bld_firestation|oilrig_simple
0xA41D2A01,5,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0xA4A63802,5,0,0,mesh-node,industrial_bld_warehouselarge02|city_bld_standalone04
0xA4CCC69C,5,0,5,destruction-piece,commercial_bld_firestation|oilrig_simple
0xA66B3E7D,5,0,0,mesh-node,island_bld_bridge01|oilrig_bld_buildingb
