name,pandemic_hash_m2_hex,pandemic_hash_m2_dec,is_vehicle,entry_index,value_hex,aux0_hex,aux1_hex
_global_acunitb,0x7800C8BC,2013317308,0,157,0x80004CEA,0xFFFFFFFF,0x7800C8BC
_global_antennaB,0x319CC265,832356965,0,2959,0x800089D2,0xFFFFFFFF,0x319CC265
_global_antennaD,0x498DDDA3,1234034083,0,2960,0x800089D3,0x00004BE2,0x498DDDA3
_global_att_chandelier,0x7319C1F9,1931067897,0,6106,0x900001E2,0x00000DD0,0x7319C1F9
_global_att_signlanemerge,0xFFE29107,4293038343,0,1062,0x80006932,0x00008267,0xFFE29107
_global_att_signnouturn,0x554211D6,1430393302,0,1064,0x80006934,0x000078F1,0x554211D6
_global_att_signoneway,0x28B81A82,683154050,0,1935,0x80007DF8,0xFFFFFFFF,0x28B81A82
_global_att_signspeed,0xC78ED160,3348025696,0,1063,0x80006933,0x0000C385,0xC78ED160
_global_awninga,0xDEDB3C77,3738909815,0,158,0x80004CEB,0x00007054,0xDEDB3C77
_global_bannera,0x5C049143,1543803203,0,3991,0x80009988,0x00004592,0x5C049143
_global_barbedwirelong,0x772B42C9,1999323849,0,3291,0x80008F5E,0x0000E075,0x772B42C9
_global_barbedwireshort,0x5EE0CF37,1591791415,0,3292,0x80008F5F,0x00011442,0x5EE0CF37
_global_barbell,0xCD2A1788,3442087816,0,2651,0x8000862D,0x00011938,0xCD2A1788
_global_barbequea,0x84BDA044,2227019844,0,2684,0x800086DA,0x00012531,0x84BDA044
_global_barrela,0x65674451,1701266513,0,159,0x80004CEC,0x00000F4C,0x65674451
_global_barrelb,0xE35FBBE6,3814702054,0,160,0x80004CED,0x00008ED3,0xE35FBBE6
_global_barrelc,0x05623003,90320899,0,161,0x80004CEE,0x0000D545,0x05623003
_global_barrelmarketa,0x373DA789,926787465,0,419,0x800055C1,0x0000C148,0x373DA789
_global_barrelmarketb,0x9535ECBE,2503339198,0,421,0x800055C3,0x0000A107,0x9535ECBE
_global_barrelmarketc,0xB73860DB,3073925339,0,422,0x800055C4,0x000003AC,0xB73860DB
_global_barrelmarketd,0xB54529A8,3041208744,0,420,0x800055C2,0x0000F04C,0xB54529A8
_global_barreloil,0xE87C70F0,3900469488,0,6110,0x900001E8,0xFFFFFFFF,0xE87C70F0
_global_barrelorange,0xE59AF1EA,3852136938,0,958,0x800065EC,0x00011651,0xE59AF1EA
_global_barricadea,0xD8154C52,3625274450,0,959,0x800065ED,0x00012B96,0xD8154C52
_global_barricadeb,0x5A1CD4BD,1511838909,0,960,0x800065EE,0x000110DD,0x5A1CD4BD
_global_barricadec,0xF019EF48,4028231496,0,961,0x800065EF,0xFFFFFFFF,0xF019EF48
_global_barricaded,0x720DEFFB,1913516027,0,962,0x800065F0,0x00000CC5,0x720DEFFB
_global_barrierCornerOC,0x82D32C4C,2194877516,0,2739,0x80008727,0x00000CCB,0x82D32C4C
_global_barrierStraightOC,0xD9EEDD1D,3656310045,0,2740,0x80008728,0x00002FC6,0xD9EEDD1D
_global_bencha,0xD2CFA533,3536823603,0,162,0x80004CEF,0x000090F2,0xD2CFA533
_global_benchpark,0x4F058F0E,1325764366,0,2957,0x800089CE,0x000070AF,0x4F058F0E
_global_billboard01,0x59FBF0E4,1509683428,0,2939,0x800089BA,0x0000B15A,0x59FBF0E4
_global_billboard02,0x73F9DB3B,1945754427,0,2928,0x800089AF,0x0000D6EF,0x73F9DB3B
_global_billboard03,0x51F7671E,1375168286,0,2940,0x800089BB,0xFFFFFFFF,0x51F7671E
_global_billboard04,0x5C08BFFD,1544077309,0,3310,0x80008F7A,0x0000BCED,0x5C08BFFD
_global_billboard05,0xF205DA88,4060469896,0,4003,0x80009998,0x00008DEA,0xF205DA88
_global_billboard06,0xFC03ABAF,4228098991,0,4004,0x80009999,0x00009FBF,0xFC03ABAF
_global_billboard_bridge01,0x2A426AAE,708995758,0,4005,0x8000999A,0x00009B2F,0x2A426AAE
_global_billboard_roof01,0x55D77BE3,1440185315,0,4006,0x8000999B,0x0000C274,0x55D77BE3
_global_billboard_roof02,0x3BD9918C,1004114316,0,4007,0x8000999C,0xFFFFFFFF,0x3BD9918C
_global_billboard_wall01,0x18124D9D,403852701,0,4008,0x8000999D,0x00000A4F,0x18124D9D
_global_billboard_wall02,0x960AC532,2517288242,0,4009,0x8000999E,0x000095A1,0x960AC532
_global_billboard_wall03,0xB80D394F,3087874383,0,4010,0x8000999F,0xFFFFFFFF,0xB80D394F
_global_billboard_wall04,0x96064804,2516994052,0,4511,0x80009EF7,0x0000C567,0x96064804
_global_binnoculars,0x4EB00652,1320158802,0,121,0x80004C32,0x0000E8E4,0x4EB00652
_global_bld_bunkersandbag,0x6801EDCA,1744956874,0,2757,0x8000873A,0x0000BED5,0x6801EDCA
_global_bld_loadingdockA,0xE461FEBB,3831627451,0,3765,0x80009727,0x0000D4BB,0xE461FEBB
_global_bld_loadingdockB,0xCA641464,3395556452,0,3766,0x80009728,0x0000A892,0xCA641464
_global_bld_officetrailerA,0x6C1B532F,1813730095,0,2730,0x8000871D,0x0000707E,0x6C1B532F
_global_bld_potty0,0xF1C85BA1,4056439713,0,1846,0x800076DC,0x000115AC,0xF1C85BA1
_global_bld_tentmarket01,0xC3B0284B,3283101771,0,423,0x800055C5,0x000057BD,0xC3B0284B
_global_bld_tentmarket02,0xE9B2A2B4,3920798388,0,424,0x800055C6,0x000085D1,0xE9B2A2B4
_global_blueprints,0x96398108,2520350984,0,4547,0x80009F1C,0xFFFFFFFF,0x96398108
_global_bonfire01,0x20E6E498,552002712,0,1041,0x8000691A,0x00006EF0,0x20E6E498
_global_bookshelflargea,0x7D461273,2101744243,0,921,0x800064C4,0x0000956F,0x7D461273
_global_bookshelfsmalla,0x11E449AB,300173739,0,922,0x800064C5,0xFFFFFFFF,0x11E449AB
_global_boxa,0xE649C320,3863593760,0,328,0x80004E1A,0x000081A0,0xE649C320
_global_boxb,0x9046FD27,2420571431,0,163,0x80004CF0,0x0000904E,0x9046FD27
_global_boxb_lowhealth,0x5B9356AE,1536382638,0,5531,0x8000AB41,0xFFFFFFFF,0x5B9356AE
_global_boxc,0x6E44890A,1849985290,0,329,0x80004E1B,0x00000349,0x6E44890A
_global_boxc_lowhealth,0xC5269137,3307639095,0,5532,0x8000AB42,0xFFFFFFFF,0xC5269137
_global_boxd,0x88427361,2286056289,0,375,0x8000510B,0x0000A35B,0x88427361
_global_boxd OilCon020,0xFA0EBF27,4195270439,0,4020,0x80009A06,0x00003307,0xFA0EBF27
_global_boxholes,0xA595A40C,2778047500,0,4526,0x80009F06,0xFFFFFFFF,0xA595A40C
_global_boxholes_parrot,0x8C57434F,2354529103,0,4843,0x8000A226,0x00012F1B,0x8C57434F
_global_brickpile01,0x096C35F6,158086646,0,2738,0x80008725,0xFFFFFFFF,0x096C35F6
_global_bridgepedestrian01,0xD437CFA1,3560427425,0,1401,0x80006EF9,0x0000FE32,0xD437CFA1
_global_bridgetransition,0xA2E766F2,2733074162,0,6105,0x900001E1,0xFFFFFFFF,0xA2E766F2
_global_cartbrick,0x953479FD,2503244285,0,2759,0x8000873D,0x0000315A,0x953479FD
_global_centerdivider_long,0x8465B4DF,2221257951,0,4774,0x8000A182,0xFFFFFFFF,0x8465B4DF
_global_centerdivider_middle,0xBC0059F2,3154139634,0,4775,0x8000A183,0xFFFFFFFF,0xBC0059F2
_global_centerdivider_short,0xF04253B9,4030878649,0,4776,0x8000A184,0xFFFFFFFF,0xF04253B9
_global_chaircafe,0x0AAB62C4,179004100,0,330,0x80004E1C,0x00009413,0x0AAB62C4
_global_chaircomputer,0x55B1F098,1437724824,0,6111,0x900001E9,0x0000D1F6,0x55B1F098
_global_chairfolding,0xFE320A4E,4264692302,0,6113,0x900001EB,0x00004F93,0xFE320A4E
_global_chairwooda,0x73384441,1933067329,0,164,0x80004CF1,0x000098E5,0x73384441
_global_chairwoodb,0xF130BBD6,4046502870,0,332,0x80004E1F,0x0000AE84,0xF130BBD6
_global_chairwoodc,0x533394B3,1395889331,0,333,0x80004E20,0xFFFFFFFF,0x533394B3
_global_chairwoodd,0xD13F9400,3510604800,0,334,0x80004E21,0x000137EE,0xD13F9400
_global_chairwoode,0xFB4214B5,4215411893,0,335,0x80004E22,0x00013AB4,0xFB4214B5
_global_chairwoodf,0xD93B236A,3644531562,0,336,0x80004E23,0x0000598F,0xD93B236A
_global_chairyarda,0x6348F534,1665725748,0,337,0x80004E24,0xFFFFFFFF,0x6348F534
_global_checkpointA,0x5BEED12F,1542377775,0,1030,0x8000690E,0x0000180A,0x5BEED12F
_global_chessset,0x0D3FD180,222286208,0,417,0x800055BE,0x00006ADE,0x0D3FD180
_global_clothlineshort,0xD27A01C0,3531211200,0,3994,0x8000998D,0x000129CC,0xD27A01C0
_global_concretebarrier01,0x94CC289F,2496407711,0,6108,0x900001E6,0x0001407F,0x94CC289F
_global_concretebarrier_vz,0xF99EFFBD,4187946941,0,4751,0x8000A169,0xFFFFFFFF,0xF99EFFBD
_global_constructionpileC,0xF46E7E2A,4100881962,0,3747,0x8000970F,0x00002391,0xF46E7E2A
_global_containertransplant,0x90FF58B8,2432653496,0,4528,0x80009F08,0x0000BC08,0x90FF58B8
_global_decal_puddle01,0x5D674767,1567049575,0,426,0x800055C8,0x00013143,0x5D674767
_global_decal_puddle02,0xB36A0D60,3010071904,0,427,0x800055C9,0x00009CF9,0xB36A0D60
_global_decal_puddle03,0xDD6C8E15,3714878997,0,428,0x800055CA,0xFFFFFFFF,0xDD6C8E15
_global_decal_puddle04,0xD35B3536,3545969974,0,429,0x800055CB,0xFFFFFFFF,0xD35B3536
_global_decal_puddle05,0xB55D4493,3042788499,0,430,0x800055CC,0xFFFFFFFF,0xB55D4493
_global_drinkingfountain,0x31B8E0AE,834199726,0,374,0x8000510A,0x000126D9,0x31B8E0AE
_global_dumpstergraylong,0x8CB07ACD,2360376013,0,2701,0x800086F9,0x00005C92,0x8CB07ACD
_global_dumpstergreenshort,0x50A3FA37,1352923703,0,2703,0x800086FE,0x00013BBC,0x50A3FA37
_global_dumpstergreyshort,0x39E555C7,971331015,0,2702,0x800086FD,0x00007459,0x39E555C7
_global_electricalbox01,0x82BA5A04,2193250820,0,373,0x80005108,0x000031D4,0x82BA5A04
_global_electricalbox02,0x1CB77ADB,481786587,0,378,0x8000510F,0x00013FC0,0x1CB77ADB
_global_electricboxa,0xA9CF60A1,2848940193,0,166,0x80004CF3,0x0000DFAA,0xA9CF60A1
_global_electronicboxA,0xA766B6E6,2808526566,0,2958,0x800089D1,0x00001614,0xA766B6E6
_global_emptyfruitbox,0xF9DD80DE,4192043230,0,2685,0x800086DC,0x0000F33E,0xF9DD80DE
_global_env_bush01,0x48BDE593,1220404627,0,923,0x800064C6,0xFFFFFFFF,0x48BDE593
_global_env_bushlarge01,0x79E24672,2044872306,0,1047,0x80006921,0x00007BBA,0x79E24672
_global_env_bushlarge02,0xFBE9CEDD,4226404061,0,1060,0x80006930,0x0000A923,0xFBE9CEDD
_global_env_hedgecorner,0xB595EAB0,3046501040,0,5443,0x8000AA49,0x0000BD6F,0xB595EAB0
_global_env_hedgelong,0xD566029D,3580232349,0,5437,0x8000AA42,0x00001664,0xD566029D
_global_env_hedgelong01,0x012CB410,19706896,0,1744,0x800075B9,0x00002230,0x012CB410
_global_env_hedgelong02,0xEB2A52D7,3945419479,0,1755,0x800075C4,0x0001330E,0xEB2A52D7
_global_env_hedgelong03,0x892779FA,2301065722,0,1884,0x80007705,0xFFFFFFFF,0x892779FA
_global_env_hedgelong04,0x6324FF91,1663369105,0,2012,0x800080BB,0x0000BB3E,0x6324FF91
_global_env_hedgelowcorner,0x514366D0,1363371728,0,5444,0x8000AA4A,0x0000B006,0x514366D0
_global_env_hedgelowlong,0x1EDE6EBD,517893821,0,5440,0x8000AA46,0x00000082,0x1EDE6EBD
_global_env_hedgelowshort,0xD07C1F63,3497795427,0,5441,0x8000AA47,0x000068C3,0xD07C1F63
_global_env_hedgelowsquare,0x95B702EA,2511799018,0,5442,0x8000AA48,0x0000ACAE,0x95B702EA
_global_env_hedgeshort,0xB5FA41C3,3053076931,0,5439,0x8000AA44,0x00004C0C,0xB5FA41C3
_global_env_hedgeshort01,0x073EBCBE,121552062,0,1745,0x800075BA,0x00002E1B,0x073EBCBE
_global_env_hedgesquare,0x3F954CCA,1066749130,0,5438,0x8000AA43,0x00011EB2,0x3F954CCA
_global_env_lawnuniversity01,0x934DDD13,2471353619,0,146,0x80004CDD,0xFFFFFFFF,0x934DDD13
_global_env_lawnuniversity02,0xB950577C,3109050236,0,145,0x80004CDC,0x0000F866,0xB950577C
_global_env_palmtree01,0x347C8A5D,880577117,0,235,0x80004DAC,0xFFFFFFFF,0x347C8A5D
_global_env_palmtreebend01,0x16DD7ED0,383614672,0,964,0x800065F2,0x000066CB,0x16DD7ED0
_global_env_palmtreebend02,0x00DB1D97,14359959,0,999,0x80006887,0x0000CDC3,0x00DB1D97
_global_env_palmtreebend03,0x9ED844BA,2664973498,0,998,0x80006886,0x0000AF9C,0x9ED844BA
_global_env_palmtreebend04,0x78D5CA51,2027276881,0,997,0x80006885,0x00009EE2,0x78D5CA51
_global_env_palmtreebend05,0x7ED3952C,2127795500,0,996,0x80006884,0x00001378,0x7ED3952C
_global_env_palmtreeplanted01,0x077D6479,125658233,0,418,0x800055BF,0x0000AF17,0x077D6479
_global_env_plantersidewalk01,0x151286A9,353535657,0,1056,0x8000692C,0x00000BB0,0x151286A9
_global_env_rockjungle01,0x0856CCDD,139906269,0,5417,0x8000A9EA,0x0001071A,0x0856CCDD
_global_env_rockjungle02,0x864F4472,2253341810,0,5418,0x8000A9EB,0xFFFFFFFF,0x864F4472
_global_env_rockjungle03,0xA851B88F,2823927951,0,5419,0x8000A9EC,0x00013863,0xA851B88F
_global_env_rockjungle04,0x864AC744,2253047620,0,5420,0x8000A9ED,0x000072ED,0x864AC744
_global_env_rockjungle05,0xA04D2EC9,2689412809,0,5421,0x8000A9EE,0x0000E808,0xA04D2EC9
_global_env_rockjungle06,0xFE4573FE,4265964542,0,5422,0x8000A9EF,0x00003C15,0xFE4573FE
_global_env_rocksbeach01,0x672E6A22,1731095074,0,1053,0x80006929,0x00002011,0x672E6A22
_global_env_rocksbeach02,0xE935F28D,3912626829,0,1052,0x80006928,0xFFFFFFFF,0xE935F28D
_global_env_rocksbeach03,0xBF3371D8,3207819736,0,1055,0x8000692B,0x000025BE,0xBF3371D8
_global_env_rocksbeach04,0x4127728B,1093104267,0,1058,0x8000692E,0x00002D62,0x4127728B
_global_env_rocksbeach05,0xDF2499AE,3743717806,0,1057,0x8000692D,0x00002BBC,0xDF2499AE
_global_env_rocksbeach06,0x412BEFB9,1093398457,0,1061,0x80006931,0x00001BBA,0x412BEFB9
_global_env_rocksmall01,0x52AD1D89,1387077001,0,361,0x800050F6,0x000132BA,0x52AD1D89
_global_env_rocksmine01,0x710C425A,1896628826,0,1699,0x8000753B,0x0000D593,0x710C425A
_global_env_rocksmine02,0xD3139865,3541276773,0,1700,0x8000753C,0x0000902D,0xD3139865
_global_env_rocksmine03,0x6910B2F0,1762702064,0,1701,0x8000753D,0xFFFFFFFF,0x6910B2F0
_global_env_rocksmine04,0xEB04B3A3,3942953891,0,1702,0x8000753E,0xFFFFFFFF,0xEB04B3A3
_global_env_rocksmine05,0xC9023F86,3372367750,0,1703,0x8000753F,0x0000E347,0xC9023F86
_global_env_rocksmine06,0x4B09C7F1,1258932209,0,1704,0x80007540,0xFFFFFFFF,0x4B09C7F1
_global_env_rocksmoss01,0xF4D9320D,4107874829,0,2717,0x80008710,0x000055B0,0xF4D9320D
_global_env_rocksmoss02,0x72D1A9A2,1926343074,0,2718,0x80008711,0xFFFFFFFF,0x72D1A9A2
_global_env_rocksmoss03,0xD4D4827F,3570696831,0,2719,0x80008712,0xFFFFFFFF,0xD4D4827F
_global_env_rocksmoss04,0x72CD2C74,1926048884,0,2720,0x80008713,0xFFFFFFFF,0x72CD2C74
_global_env_rocksmoss05,0x4CCF2F39,1288646457,0,2721,0x80008714,0x00013A43,0x4CCF2F39
_global_env_rocksmoss06,0xEAC7D92E,3938965806,0,2722,0x80008715,0x00003500,0xEAC7D92E
_global_env_rocktall01,0xE9D7D2AB,3923235499,0,360,0x800050F5,0x00011703,0xE9D7D2AB
_global_env_scrub03,0x1A855392,444945298,0,1112,0x80006B46,0x00001CDF,0x1A855392
_global_env_tree01,0x68ECDFDD,1760354269,0,233,0x80004DAA,0x000083E1,0x68ECDFDD
_global_env_treeoak01,0xDB65DF8E,3680886670,0,925,0x800064C8,0x00007453,0xDB65DF8E
_global_env_treeplaza01,0x485FF5CF,1214248399,0,232,0x80004DA9,0x000056D2,0x485FF5CF
_global_env_treeplaza02,0xBE62EE28,3194154536,0,155,0x80004CE8,0xFFFFFFFF,0xBE62EE28
_global_env_treeplaza03,0xA8650A1D,2825194013,0,234,0x80004DAB,0xFFFFFFFF,0xA8650A1D
_global_env_treesidewalk01,0xA574991F,2775882015,0,3253,0x80008F2E,0x0000D8D9,0xA574991F
_global_env_treespade,0x7F2E10EB,2133725419,0,924,0x800064C7,0x00005C8E,0x7F2E10EB
_global_env_treetropical01,0xA6D01109,2798653705,0,359,0x800050F4,0x00003C83,0xA6D01109
_global_env_treetropical02,0x04C8563E,80238142,0,3250,0x80008F2A,0x00011914,0x04C8563E
_global_explosivebarrel,0x134DB845,323860549,0,387,0x80005489,0x00012E63,0x134DB845
_global_explosivebarrel_crashable,0x8D42D251,2369966673,0,5759,0x8000AE09,0x00009480,0x8D42D251
_global_explosivebarrel_Long_Hibernation,0x08A2350E,144848142,0,5565,0x8000AB67,0x00009CC3,0x08A2350E
_global_fencebarbed,0x826FBFF3,2188361715,0,676,0x80005F9A,0x000126E4,0x826FBFF3
_global_fencebarbedpole,0x554EFF2D,1431240493,0,675,0x80005F99,0xFFFFFFFF,0x554EFF2D
_global_fencechain,0xACCADBF6,2898975734,0,338,0x80004E25,0xFFFFFFFF,0xACCADBF6
_global_fencechaingate,0x18AFECBF,414182591,0,339,0x80004E26,0x00006E65,0x18AFECBF
_global_fencechainlong,0xF8AF5AE4,4172241636,0,2686,0x800086DD,0x000105B5,0xF8AF5AE4
_global_fencechainpole,0xE82A3150,3895079248,0,347,0x80004EF5,0x0000D3F3,0xE82A3150
_global_fencechaintarped,0x5825F792,1478883218,0,346,0x80004EF4,0x0000B7FB,0x5825F792
_global_fencechaintemp,0x1FA5C33C,530957116,0,348,0x80004EF6,0x00011260,0x1FA5C33C
_global_fencewoodpanel,0xF51979AE,4112087470,0,434,0x800055D0,0x00010B37,0xF51979AE
_global_files,0xE6A6AA7D,3869682301,0,1294,0x80006D8E,0xFFFFFFFF,0xE6A6AA7D
_global_firehydrantred01,0x114ACD2A,290114858,0,677,0x80005F9B,0xFFFFFFFF,0x114ACD2A
_global_firehydrantred02,0x3351BE75,860995189,0,678,0x80005F9C,0xFFFFFFFF,0x3351BE75
_global_firehydrantyellow01,0x14139CEB,336829675,0,679,0x80005F9D,0xFFFFFFFF,0x14139CEB
_global_fireobject,0xA19AE91D,2711283997,0,4000,0x80009995,0x00000D4F,0xA19AE91D
_global_flag_largeAL,0xA8B51C6D,2830441581,0,2710,0x80008708,0x00010ACE,0xA8B51C6D
_global_flag_largeCH,0xD962EBF3,3647138803,0,2711,0x80008709,0xFFFFFFFF,0xD962EBF3
_global_flag_largeGR,0x16535745,374560581,0,2712,0x8000870A,0xFFFFFFFF,0x16535745
_global_flag_largeOC,0x2317E018,588767256,0,2713,0x8000870C,0x0000E464,0x2317E018
_global_flag_largePR,0xEA0D185C,3926726748,0,2714,0x8000870D,0x00010C78,0xEA0D185C
_global_flag_largeVZ,0x6FA6FBCE,1873214414,0,2715,0x8000870E,0x0000A4C4,0x6FA6FBCE
_global_flag_smallAL,0xB4AF1DE5,3031375333,0,2692,0x800086EF,0x00009FB7,0xB4AF1DE5
_global_flag_smallCH,0x85AC082B,2242644011,0,2693,0x800086F0,0xFFFFFFFF,0x85AC082B
_global_flag_smallGR,0xE225E48D,3794134157,0,2694,0x800086F1,0x00012398,0xE225E48D
_global_flag_smallOC,0x3F313E70,1060191856,0,2695,0x800086F2,0xFFFFFFFF,0x3F313E70
_global_flag_smallPR,0x1354A944,324315460,0,2696,0x800086F3,0xFFFFFFFF,0x1354A944
_global_flag_smallVZ,0x99159C26,2568330278,0,3791,0x800097A7,0xFFFFFFFF,0x99159C26
_global_flag_wallAL,0x06D1156A,114365802,0,2731,0x8000871E,0xFFFFFFFF,0x06D1156A
_global_flag_wallCH,0x57F5D8A0,1475729568,0,2732,0x8000871F,0x0000EA69,0x57F5D8A0
_global_flag_wallGR,0x8A13221E,2316509726,0,2733,0x80008720,0xFFFFFFFF,0x8A13221E
_global_flag_wallOC,0x754E8CB3,1968082099,0,2734,0x80008721,0xFFFFFFFF,0x754E8CB3
_global_flag_wallPR,0x3AEA52AB,988435115,0,2735,0x80008722,0x000041EC,0x3AEA52AB
_global_flarestick,0x8FBC1B40,2411469632,0,4002,0x80009997,0x0000B30C,0x8FBC1B40
_global_fountainsmall,0xF60D28CD,4128057549,0,1393,0x80006EEF,0x00006956,0xF60D28CD
_global_fountainsmall_ruined,0x31A393A1,832803745,0,4154,0x80009B51,0x0000F1FD,0x31A393A1
_global_freewayelevatedcurve,0x63085A76,1661491830,0,2026,0x800080C9,0xFFFFFFFF,0x63085A76
_global_freewayelevatedlong,0x0F999C87,261725319,0,1878,0x800076FF,0x00008915,0x0F999C87
_global_freewayelevatedlongramp,0x2C58D32F,744018735,0,1883,0x80007704,0x00001658,0x2C58D32F
_global_freewayelevatedonofframp,0x2AA8765D,715683421,0,2025,0x800080C8,0xFFFFFFFF,0x2AA8765D
_global_fruita,0x5B8FE753,1536157523,0,919,0x800064C2,0x00008286,0x5B8FE753
_global_fruitb,0x819261BC,2173854140,0,920,0x800064C3,0x00000A27,0x819261BC
_global_fruitboxa,0x7766DA9E,2003229342,0,167,0x80004CF4,0x00003F61,0x7766DA9E
_global_fruitboxb,0x996DCBE9,2574109673,0,168,0x80004CF6,0x00000A7E,0x996DCBE9
_global_fruitboxc,0x7F6B6464,2137744484,0,917,0x800064C0,0x00012405,0x7F6B6464
_global_fruitboxd,0x21731F2F,561192751,0,916,0x800064BF,0x0000C3D1,0x21731F2F
_global_fruitboxe,0xFF70AB12,4285573906,0,915,0x800064BE,0x0000BF3C,0xFF70AB12
_global_fruitboxf,0x8178337D,2172138365,0,918,0x800064C1,0xFFFFFFFF,0x8178337D
_global_gateentrance,0x7E7F8603,2122286595,0,4785,0x8000A18E,0x00003DF3,0x7E7F8603
_global_gunboxA,0xD9BF6376,3653198710,0,5499,0x8000AAB8,0x00012279,0xD9BF6376
_global_heathaze,0xDCF17894,3706812564,0,5199,0x8000A558,0x000124DA,0xDCF17894
_global_intercomA,0x2C8FF4C2,747631810,0,4765,0x8000A178,0x000130BD,0x2C8FF4C2
_global_intercomA (Invincible),0xC8FC312A,3371970858,0,5754,0x8000ADA4,0x0000F4C9,0xC8FC312A
_global_jugs01,0x723D6C1C,1916627996,0,4527,0x80009F07,0xFFFFFFFF,0x723D6C1C
_global_junkpile01,0x0B4FA30B,189768459,0,441,0x800055DD,0x000120EF,0x0B4FA30B
_global_junkpile02,0x31521D74,827465076,0,442,0x800055DE,0x00011676,0x31521D74
_global_junkpile03,0x0B542039,190062649,0,586,0x80005C04,0xFFFFFFFF,0x0B542039
_global_junkpile04,0x31569AA2,827759266,0,585,0x80005C03,0x000098AF,0x31569AA2
_global_ladderdockmedium01,0xDE7B8271,3732636273,0,4736,0x8000A158,0x0000F753,0xDE7B8271
_global_ladderdocksmall01,0x82980827,2191001639,0,4530,0x80009F0B,0xFFFFFFFF,0x82980827
_global_lampcablea,0x0663672A,107177770,0,169,0x80004CF7,0x0000481F,0x0663672A
_global_lamppostA,0x1380D52D,327210285,0,1534,0x80007185,0x0000E9D7,0x1380D52D
_global_lamppostB,0x91794CC2,2440645826,0,1535,0x80007186,0xFFFFFFFF,0x91794CC2
_global_lamppostmilitary,0x511ED675,1360975477,0,4786,0x8000A18F,0x0000141E,0x511ED675
_global_landingpad,0x80EA4188,2162835848,0,3996,0x8000998F,0x0000F354,0x80EA4188
_global_liftauto,0xC0D7BC8E,3235363982,0,6112,0x900001EA,0x000089A6,0xC0D7BC8E
_global_locker,0x2AA683EC,715555820,0,911,0x800064B9,0x0000D51C,0x2AA683EC
_global_market01,0x0CE95815,216619029,0,2736,0x80008723,0xFFFFFFFF,0x0CE95815
_global_market02,0x6AE19D4A,1793170762,0,2737,0x80008724,0x000110E3,0x6AE19D4A
_global_newspaperbin01,0xB8974AF5,3096922869,0,680,0x80005F9E,0xFFFFFFFF,0xB8974AF5
_global_newspaperbin02,0x969059AA,2526042538,0,681,0x80005F9F,0x0000A212,0x969059AA
_global_newspaperstand01,0x6038DD9A,1614339482,0,584,0x80005C02,0x0001376D,0x6038DD9A
_global_pallet,0x70CD95C2,1892521410,0,435,0x800055D1,0xFFFFFFFF,0x70CD95C2
_global_palletcement,0x56727392,1450341266,0,436,0x800055D2,0x0000ED56,0x56727392
_global_paperA,0xC801CA6F,3355560559,0,4852,0x8000A23B,0xFFFFFFFF,0xC801CA6F
_global_parkinglota,0x7D2DEB82,2100161410,0,352,0x80004EFC,0xFFFFFFFF,0x7D2DEB82
_global_parkinglotb,0xFF3573ED,4281693165,0,2046,0x800080E0,0x000100AB,0xFF3573ED
_global_phone1A,0x3DD6A3E6,1037476838,0,1871,0x800076F6,0x000099F8,0x3DD6A3E6
_global_phoneAhandset,0xD020AF12,3491802898,0,1872,0x800076F7,0x0000578D,0xD020AF12
_global_pile01,0xFF908CCD,4287663309,0,2922,0x800089A7,0x00012A5A,0xFF908CCD
_global_pile02,0x7D890462,2106131554,0,2923,0x800089A8,0xFFFFFFFF,0x7D890462
_global_pile03,0xDF8BDD3F,3750485311,0,2924,0x800089A9,0x00000F3F,0xDF8BDD3F
_global_pile04,0x7D848734,2105837364,0,2925,0x800089AA,0xFFFFFFFF,0x7D848734
_global_pile05,0x578689F9,1468434937,0,2926,0x800089AB,0x00007504,0x578689F9
_global_pile06,0xF57F33EE,4118754286,0,2927,0x800089AC,0xFFFFFFFF,0xF57F33EE
_global_pile07,0x57820CCB,1468140747,0,3260,0x80008F3B,0x0000D824,0x57820CCB
_global_pipeunderground,0x5B8571C3,1535472067,0,3563,0x800093C6,0xFFFFFFFF,0x5B8571C3
_global_platform01,0xE233FB3C,3795057468,0,5406,0x8000A9DF,0x0000909D,0xE233FB3C
_global_playgroundride01,0xA768D6C8,2808665800,0,1239,0x80006CEE,0xFFFFFFFF,0xA768D6C8
_global_playgroundride02,0xB166A7EF,2976294895,0,1238,0x80006CED,0x00011E1E,0xB166A7EF
_global_playgroundride03,0x8F6433D2,2405708754,0,1237,0x80006CEC,0x0000D9E7,0x8F6433D2
_global_pole,0xE3CE6D3E,3821956414,0,3995,0x8000998E,0xFFFFFFFF,0xE3CE6D3E
_global_portablelight,0x96279A17,2519177751,0,2072,0x80008140,0xFFFFFFFF,0x96279A17
_global_prisonpen,0xE5659BE6,3848641510,0,3997,0x80009992,0xFFFFFFFF,0xE5659BE6
_global_propanecannistera,0x9635E555,2520114517,0,2619,0x80008604,0x0000E302,0x9635E555
_Global_propanetanklargeA,0x78F605A5,2029389221,1,587,0x80005C05,0xFFFFFFFF,0x78F605A5
_global_propanetanklargeB,0x16EEAF9A,384741274,1,2622,0x80008607,0xFFFFFFFF,0x16EEAF9A
_Global_propanetanksmallA,0x31F47FC9,838107081,1,580,0x80005BFE,0x0001204C,0x31F47FC9
