hash,name,name_source,name_candidates,n_models,as_root,in_swit,as_leaf,anim_tracks,anim_skel,depth_min,depth_max,max_bbox,offset,states,example_models
0x4CF9177C,,,0,5,0,5,4,0,0,5,5,3.93,0,break_piece,0x0F9B9B04|0x9302194B|0xA4937D58
0x4DBE8594,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece,0x149FC407|0x319D840A|0x52BFCBFD
0x4F8D4077,,,0,5,0,0,0,0,0,7,7,1.49,0,break_piece|intact,0x0E9502CF|0x2915F4A0|0x31F0FE47
0x50BA410F,slice1c_propattach07,rainbow,1,5,0,0,0,0,0,3,3,0.03,1,break_piece|intact,0x2F1F099B|0xA26387A9|0xCA20C1D9
0x5164A412,,,0,5,0,5,0,0,0,4,4,2.87,1,break_piece,0x0065B09D|0x12181179|0x19676216
0x544FAABB,slice3b_ruin,rainbow,1,5,0,5,3,0,0,2,2,40.14,0,break_piece|intact,0x6F4B9CA8|0xBFC09F3E|0xDDE0070C
0x552C2B2B,,,0,5,0,0,0,0,0,4,4,0.03,0,break_piece,0x0F9B9B04|0x9302194B|0xA4937D58
0x55FE1443,bone_barrel_ruin,rainbow,1,5,0,0,5,0,0,3,3,4.26,1,break_piece,0x40858AFC|0x461F1A3A|0x80C357EC
0x5619263D,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece|intact,0x0859EA8A|0x6B1DE27D|0x74474CB1
0x5663559D,,,0,5,0,0,5,0,0,3,3,0.18,1,,0x15D89832|0xA3C1FABC|0xC6B57C66
0x5859DB48,,,0,5,0,0,0,0,0,4,5,0.03,1,break_piece,0x0065B09D|0x9F2D315C|0xAC990539
0x5871D997,bone_axle_rl_attach,rainbow,1,5,0,0,5,0,0,3,4,0.03,1,break_piece|intact,0x19676216|0x2255CE3E|0x2D1D4D03
0x5ADD1AD9,piece3a_propdebris07,rainbow,1,5,0,5,5,0,0,3,3,5.41,1,break_piece,0x3BF3DA2E|0x6E81561C|0x8E8ED4C0
0x5BEAFE7A,slice1b_propattach10_dyrp19,rainbow,1,5,0,0,5,0,0,5,5,0.03,1,break_piece,0x4F3C5FBE|0x6871E4C5|0x818E5819
0x5C03DF5C,hp_dock_br,rainbow,1,5,0,0,5,0,0,3,4,0.03,1,break_piece|intact,0x07B982D6|0x71DC712E|0x89D8DE72
0x5E2F6D7C,slice1b_propattach10,rainbow,1,5,0,0,0,0,0,3,3,0.03,1,break_piece,0x1A1B848F|0x2171B6D7|0x2F1F099B
0x5F2AB868,,,0,5,0,0,5,0,0,6,6,2.98,0,break_piece,0x149FC407|0x9132806D|0xDDE0070C
0x6232DE21,piece1c_propdebris10,rainbow,1,5,0,5,5,0,0,3,3,7.35,1,break_piece,0x7DB2E527|0x8C674939|0xC1527544
0x631F49E6,,,0,5,0,0,5,0,0,6,6,3.81,1,break_piece,0x149FC407|0x9132806D|0xDDE0070C
0x639277D2,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece|intact,0x086666D2|0x383D01E1|0x6B1DE27D
0x648B8BA2,floor02.piece1b,rainbow,1,5,0,0,0,0,0,1,1,0.03,0,static,0x7D766FA6|0xAC3CD893|0xCA3AC936
0x652C7127,,,0,5,0,0,5,0,0,2,3,0.03,1,break_piece|intact,0x25FE00A7|0xC56B1A44|0xD1968AF1
0x661AFA98,,,0,5,0,5,0,0,0,4,4,0.03,0,break_piece,0x149FC407|0x319D840A|0x52BFCBFD
0x667B6FD0,piece3b_propdebris03,rainbow,1,5,0,5,5,0,0,3,3,6.69,1,break_piece,0x2FB6CCDD|0x95FB5377|0xABFDB4B0
0x676D11C9,piece3a_propdebris14,rainbow,1,5,0,5,5,0,0,3,3,7.53,1,break_piece,0x2EB3F3AE|0x6B3A45A6|0x6F4B9CA8
0x679E2A76,slice2d_pristine,rainbow,1,5,0,5,1,0,0,2,2,227.66,0,break_piece|intact,0x0B7CC1B7|0x1A74D3EE|0x39AF17DC
0x67C0C6EE,,,0,5,0,5,5,0,0,5,5,3.66,1,break_piece,0x35762845|0x3E7D2911|0x559F909D
0x682ADAD3,,,0,5,0,0,5,0,0,3,3,0.03,1,intact,0x12B2BD31|0x3D8AA814|0x54557BF3
0x696AC17C,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece,0x149FC407|0x319D840A|0x52BFCBFD
0x6A88625D,,,0,5,0,0,5,0,0,6,6,0.87,0,break_piece,0x080D83D1|0x40858AFC|0x8D7C78FF
0x6BB03514,floor01.slice1b_interior,rainbow,1,5,0,5,4,0,0,3,3,129.37,0,break_piece|intact,0x149FC407|0x261F62BF|0x77A20DC0
0x6C8AF13A,L2_closeup18,rainbow,1,5,0,0,5,0,0,5,5,1.58,1,break_piece,0x191D5D76|0x2DD31CFB|0x5111F8CA
0x6D7B2521,bone_axle_rr_attach,rainbow,1,5,0,0,5,0,0,3,4,0.03,1,break_piece|intact,0x19676216|0x2255CE3E|0x2D1D4D03
0x6D7D0993,,,0,5,0,0,0,0,0,4,5,0.03,1,break_piece,0x968CE876|0xAACA3CFB|0xB187C134
0x6D80C08C,slice1d_propattach01,rainbow,1,5,0,0,0,0,0,3,3,0.03,1,break_piece,0x2F1F099B|0x35992F99|0x539FF827
0x6DE56AFA,piece1a_propdebris42,rainbow,1,5,0,5,5,0,0,3,3,7.96,1,break_piece,0x5436A936|0x7EB24570|0x9DF812C4
0x6E7E4945,,,0,5,0,0,5,0,0,3,3,0.03,1,break_piece,0x1903A169|0x191D5D76|0x2DD31CFB
0x706A9496,,,0,5,0,0,5,0,0,6,6,1.65,0,break_piece,0x11640B62|0x2915F4A0|0xB6EDE80B
0x708E6093,,,0,5,0,0,5,0,0,5,5,13.20,0,break_piece|intact,0x35992F99|0x8166C6A6|0xA113D98D
0x727FCBBC,piece5b_propdebris01,rainbow,1,5,0,5,5,0,0,3,3,4.24,1,break_piece,0x3BF3DA2E|0x95FB5377|0x9DF6B30B
0x72E40EC3,slice3d_pristine,rainbow,1,5,0,5,0,0,0,2,2,58.96,0,break_piece|intact,0x04CC21CD|0x1A74D3EE|0x6F4B9CA8
0x7342D0AF,,,0,5,0,0,5,0,0,1,10,12.76,1,break_piece,0x14D94B9B|0x1CE8F54F|0x1FBFBB4B
0x77239500,bone_steering_fl_attach,rainbow,1,5,0,0,5,0,0,3,4,0.03,1,break_piece|intact,0x19676216|0x2255CE3E|0x2D1D4D03
0x79FA0DDE,hp_fx_leaves_green_f,rainbow,1,5,0,0,5,0,0,3,3,0.03,1,break_piece,0x04817CD7|0x54DB2EBE|0x5AB8A933
0x7A10A764,bone_recoil,rainbow,1,5,0,0,3,0,0,5,5,3.77,1,intact,0x22CE9B7B|0x3B4F3D70|0x80C357EC
0x7B00C182,,,0,5,0,5,3,0,0,5,5,3.47,1,break_piece,0x2B503BD0|0x383D01E1|0x9A7642ED
0x7D59FC91,,,0,5,0,5,5,0,0,4,7,3.61,1,break_piece,0x1623BB16|0x2915F4A0|0x2B97DD31
0x7E7310C1,piece2a_propdebris28,rainbow,1,5,0,5,5,0,0,3,3,19.79,1,break_piece,0x1D20E058|0x8757B5FE|0x91E2FC68
0x800B75BD,L1_closeup10,rainbow,1,5,0,0,5,0,0,6,6,0.89,0,break_piece,0x40858AFC|0x56EE6A1F|0x8D7C78FF
0x80864668,,,0,5,0,0,5,0,0,6,6,0.87,0,break_piece,0x080D83D1|0x40858AFC|0x8D7C78FF
0x80F31CFA,piece3a_propdebris08,rainbow,1,5,0,5,5,0,0,3,3,5.94,1,break_piece,0x2EB3F3AE|0x3BF3DA2E|0x6E81561C
0x8628CB76,,,0,5,0,0,5,0,0,3,3,0.03,1,intact,0x12B2BD31|0x3D8AA814|0x54557BF3
0x86A8475F,hp_spawn_c,rainbow,1,5,0,0,5,0,0,3,3,0.03,1,break_piece|intact,0x2F4F8F3E|0x47BDD2C3|0x88612024
0x86D2E231,,,0,5,0,5,2,0,0,5,5,1.88,0,break_piece,0x2A68DAEF|0x7C77ACCB|0x8A6DEF3D
0x88D2DF33,slice1a_propattach15_pristine,rainbow,1,5,0,5,4,0,0,4,4,5.44,0,break_piece|intact,0x1946F361|0x618526A4|0xB358951D
0x8AF50D7F,,,0,5,0,5,5,0,0,5,6,5.64,0,break_piece|intact,0x0065B09D|0x9F2D315C|0xAC990539
0x8C5CFADF,bone_rudder_r,rainbow,1,5,0,0,5,0,0,3,4,2.58,1,intact,0x13A86EF7|0x60E7FFEB|0x7366155A
0x8DC9C5ED,floor02.piece1b_pristine,rainbow,1,5,0,5,1,0,0,2,2,51.48,0,break_piece|intact,0x7D766FA6|0xAC3CD893|0xCA3AC936
0x917ECD2B,piece1d_propdebris04,rainbow,1,5,0,5,5,0,0,3,3,8.67,1,break_piece,0x020E5BB4|0x07135D3C|0x37B0103D
0x927B9B46,bone_pitch_rocket_l,rainbow,1,5,0,0,0,0,0,3,5,2.17,1,break_piece|intact,0x0B76A8FC|0x22435EEA|0x6D394A7B
0x9353DE70,,,0,5,0,0,5,0,0,3,3,0.03,1,break_piece,0x18674F1F|0x4A41B9BA|0x51F277BD
0x96F134FC,,,0,5,0,5,5,0,0,3,3,4.94,1,break_piece|intact,0x11640B62|0x16497BF1|0xB6EDE80B
0x96F719E0,,,0,5,0,0,5,0,0,4,4,0.03,1,break_piece,0x0EDFAFFF|0x24D306AE|0x54DB2EBE
0x9705AFBA,,,0,5,0,0,5,0,0,6,6,2.07,1,break_piece,0x149FC407|0x9132806D|0xCDC5617A
0x97F4467D,slice1a_propattach06_ruin,rainbow,1,5,0,5,0,0,0,4,4,0.03,0,break_piece,0x2A68DAEF|0x7C77ACCB|0x8A6DEF3D
0x9998A208,,,0,5,0,0,0,0,0,3,6,0.20,1,break_piece|intact,0x0C95FF35|0x968CE876|0xAACA3CFB
0x9A130F3F,,,0,5,0,0,5,0,0,4,4,0.03,1,intact,0x13A86EF7|0x7366155A|0x74EB59B1
0x9B07F553,,,0,5,0,0,0,0,0,3,4,3.15,1,break_piece,0x968CE876|0xAACA3CFB|0xB187C134
0x9B0BCB5B,slice1d_propattach01_pristine,rainbow,1,5,0,5,1,0,0,4,4,16.24,0,break_piece|intact,0x2F1F099B|0x35992F99|0x539FF827
0x9B32391D,,,0,5,0,0,5,0,0,5,8,0.03,1,break_piece,0x1CE8F54F|0x342EDDD4|0x6D394A7B
0x9BFC81FB,hp_fx_leaves_green_g,rainbow,1,5,0,0,5,0,0,3,3,0.03,1,break_piece,0x04817CD7|0x54DB2EBE|0x5AB8A933
0x9D5E37C4,slice3d,rainbow,1,5,0,0,0,0,0,1,1,0.03,0,static,0x04CC21CD|0x1A74D3EE|0x6F4B9CA8
0x9D90C12D,slice1a_propattach13_pristine,rainbow,1,5,0,5,4,0,0,4,4,11.31,0,break_piece|intact,0x1946F361|0x50AACA22|0x618526A4
0x9DABF47D,,,0,5,0,0,5,0,0,4,4,0.03,1,break_piece,0x149FC407|0x319D840A|0x52BFCBFD
0xA24ECECA,,,0,5,0,0,5,0,0,3,3,0.03,1,break_piece,0x06B7DF09|0x27C46DD1|0x6EC17D1D
0xA2B36B2F,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece,0x149FC407|0x319D840A|0x52BFCBFD
0xA32C4E9F,,,0,5,0,5,5,0,0,1,1,0.42,0,break_piece|intact,0x01ED3D6F|0x1A9D89DF|0x4AB6F9B6
0xA3B1C2BC,slice1b_propdebris12,rainbow,1,5,0,5,5,0,0,3,4,5.73,1,break_piece,0x3BF3DA2E|0x5436A936|0x7E3AB07D
0xA3FD8579,slice1a_propattach14,rainbow,1,5,0,0,0,0,0,3,3,0.03,1,break_piece|intact,0x1946F361|0x618526A4|0xB358951D
0xA41D2A01,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece,0x149FC407|0x35992F99|0x539FF827
0xA4A63802,hp_spawn_b,rainbow,1,5,0,0,5,0,0,3,3,0.03,1,break_piece|intact,0x2F4F8F3E|0x47BDD2C3|0x88612024
0xA4CCC69C,slice1a_propattach14_pristine,rainbow,1,5,0,5,4,0,0,4,4,11.31,0,break_piece|intact,0x1946F361|0x618526A4|0xB358951D
0xA66B3E7D,floor01.piece1b,rainbow,1,5,0,0,0,0,0,1,1,0.03,0,static,0x7D766FA6|0xAC3CD893|0xCA3AC936
0xA8D5E93A,,,0,5,0,0,5,0,0,6,6,1.65,1,break_piece,0x11640B62|0x2915F4A0|0xB6EDE80B
0xAA1AF4DC,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece,0x149FC407|0x35992F99|0x539FF827
0xAA5FBFBF,hp_ladder_bottom_d,rainbow,1,5,0,0,5,0,0,2,3,0.03,1,break_piece|intact,0x1A74D3EE|0x79835204|0xA807713E
0xAC58A7D4,,,0,5,0,5,0,0,0,4,4,0.03,0,break_piece,0x149FC407|0x319D840A|0x52BFCBFD
0xAC6BAD83,,,0,5,0,0,5,0,0,6,6,1.44,1,break_piece,0x1623BB16|0x2D1D4D03|0x80659E62
0xAF7CBDCE,piece1d_propdebris05,rainbow,1,5,0,5,5,0,0,3,3,11.23,1,break_piece,0x020E5BB4|0x07135D3C|0x37B0103D
0xB15276CD,piece5b_ruin,rainbow,1,5,0,5,0,0,0,2,2,33.46,0,break_piece,0x3BF3DA2E|0x95FB5377|0x9DF6B30B
0xB1C38643,hp_barreltip_rocket_L,rainbow,1,5,0,0,5,0,0,4,6,0.03,1,break_piece|intact,0x0B76A8FC|0x22435EEA|0x6D394A7B
0xB24EAE08,bone_pitch_rocket_r,rainbow,1,5,0,0,0,0,0,3,5,2.17,1,break_piece|intact,0x0B76A8FC|0x22435EEA|0x6D394A7B
0xB390B932,piece1a_ijhtf7,rainbow,1,5,0,0,5,0,0,3,4,0.03,1,break_piece|intact,0x5890600C|0x71145D98|0x7B122EBF
0xB50C3C7C,,,0,5,0,0,5,0,0,1,3,0.03,1,break_piece|intact,0x38274BD1|0x3DF98450|0xABFC92EE
0xB931616F,bone_ramp_ruin,rainbow,1,5,0,0,5,0,0,3,3,2.32,1,intact,0x080D83D1|0x40858AFC|0x8D7C78FF
0xB98E16AD,piece1d_propdebris02,rainbow,1,5,0,5,5,0,0,3,3,8.67,1,break_piece,0x07135D3C|0x37B0103D|0x7DB2E527
0xBDA83CA0,slice3a_propattach01_pristine,rainbow,1,5,0,5,3,0,0,4,4,2.61,0,break_piece|intact,0x2F4F8F3E|0x4F3C5FBE|0x7C77ACCB
0xBDF25485,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece,0x4F3C5FBE|0x6871E4C5|0x818E5819
0xBE8E428B,slice1b_propattach10_pristine,rainbow,1,5,0,5,3,0,0,4,4,5.35,0,break_piece|intact,0x1A1B848F|0x2171B6D7|0x2F1F099B
0xBFE64FFE,floor01.piece1b_ruin,rainbow,1,5,0,5,0,0,0,2,2,58.52,0,break_piece,0x7D766FA6|0xAC3CD893|0xCA3AC936
0xC016E403,bone_shock_fr,rainbow,1,5,0,0,5,0,0,3,5,0.69,1,break_piece|intact,0x19676216|0x2255CE3E|0x2D1D4D03
0xC027A2D3,piece5b_pristine,rainbow,1,5,0,5,5,0,0,2,2,33.07,0,intact,0x3BF3DA2E|0x95FB5377|0x9DF6B30B
0xC0BF9B9E,slice1c_propattach07_pristine,rainbow,1,5,0,5,4,0,0,4,4,4.04,0,break_piece|intact,0x2F1F099B|0xA26387A9|0xCA20C1D9
0xC15364A6,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece|intact,0x2B503BD0|0x6B1DE27D|0x74474CB1
0xC3112EA4,,,0,5,0,0,5,0,0,2,3,0.03,1,break_piece|intact,0x25FE00A7|0xC56B1A44|0xD1968AF1
0xC3B683A9,piece1d_propdebris11,rainbow,1,5,0,5,5,0,0,3,3,5.47,1,break_piece,0x37B0103D|0x7DB2E527|0x91E2FC68
0xC5D6EAF8,piece1a_propdebris48,rainbow,1,5,0,5,5,0,0,3,3,7.10,1,break_piece,0x5436A936|0x8B69284B|0x97A96272
0xC64BB6DC,slice2a_propattach04_pristine,rainbow,1,5,0,5,4,0,0,4,4,4.03,0,break_piece|intact,0x2171B6D7|0x2F4F8F3E|0x7C77ACCB
0xC873BB51,piece3b_propdebris06,rainbow,1,5,0,5,5,0,0,3,3,6.64,1,break_piece,0x2FB6CCDD|0x95FB5377|0xABFDB4B0
0xC9C39FCB,,,0,5,0,5,5,0,0,5,5,5.06,1,break_piece,0x35762845|0x3E7D2911|0x559F909D
0xC9FB82B4,slice1a_propattach15,rainbow,1,5,0,0,0,0,0,3,3,0.03,1,break_piece|intact,0x1946F361|0x618526A4|0xB358951D
0xC9FFFFE2,slice1a_propattach13,rainbow,1,5,0,0,0,0,0,3,3,0.03,1,break_piece,0x1946F361|0x50AACA22|0x618526A4
0xCB7A846B,floor02.piece1b_ruin,rainbow,1,5,0,5,0,0,0,2,2,41.57,0,break_piece|intact,0x7D766FA6|0xAC3CD893|0xCA3AC936
0xCBEE2582,slice1b_propattach09,rainbow,1,5,0,0,0,0,0,3,3,0.03,1,break_piece,0x1A1B848F|0x2171B6D7|0x2F1F099B
0xCDED0E11,,,0,5,0,0,5,0,0,6,6,2.10,0,break_piece,0x149FC407|0x9132806D|0xDDE0070C
0xCF2D3CD3,,,0,5,0,0,5,0,0,6,7,1.83,1,break_piece,0x1125CB99|0x19E2962E|0x461F1A3A
0xCF6DB252,L3_1,rainbow,1,5,0,0,5,0,0,6,6,6.15,0,break_piece,0x149FC407|0x35992F99|0x585A9008
0xD1EDFBCF,,,0,5,0,0,5,0,0,6,6,3.80,1,break_piece,0x149FC407|0x9132806D|0xDDE0070C
0xD3F03890,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece,0x4F3C5FBE|0x6871E4C5|0x818E5819
0xD4590BA1,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece|intact,0x2B503BD0|0x539FF827|0xC0B3C611
0xD4910739,floor01.piece1b_propdebris10,rainbow,1,5,0,5,5,0,0,3,3,13.81,1,break_piece,0x7D766FA6|0xAC3CD893|0xCA3AC936
0xD4A10C18,piece5a_propdebris00,rainbow,1,5,0,5,5,0,0,3,3,41.49,1,break_piece,0x3BF3DA2E|0x4CFB0AA7|0x9DF6B30B
0xD8073E10,floor01.slice1b_pristine,rainbow,1,5,0,5,0,0,0,2,2,136.41,0,break_piece|intact,0x149FC407|0x261F62BF|0x77A20DC0
0xD8E49CF8,piece3a_propdebris02,rainbow,1,5,0,5,5,0,0,3,3,5.74,1,break_piece,0x3BF3DA2E|0x6E81561C|0xB88CD847
0xD9BA5417,,,0,5,0,0,5,0,0,5,5,0.03,1,break_piece,0x389678CF|0x3FF2692D|0xAE997128
0xDC8F89E0,hp_seat_lf,rainbow,1,5,0,0,5,0,0,3,4,0.03,1,break_piece|intact,0x07B982D6|0x0B76A8FC|0x6D394A7B
0xDE436D20,L3_small2,rainbow,1,5,0,0,5,0,0,5,6,6.85,0,break_piece|intact,0x149FC407|0x8166C6A6|0x9132806D
0xDF0C7B6A,,,0,5,0,0,5,0,0,6,7,0.03,1,break_piece,0x968CE876|0xAACA3CFB|0xB187C134
0xE09B849A,slice1c_propdebris08,rainbow,1,5,0,5,5,0,0,3,4,3.91,1,break_piece,0x09E169B3|0x1E359C2F|0x87ED6900
0xE1336343,,,0,5,0,0,5,0,0,3,3,0.03,1,break_piece|intact,0x1D5D24CE|0x4B9C42F1|0x7604B190
0xE2281C07,L3_medium18,rainbow,1,5,0,0,5,0,0,5,5,1.57,1,break_piece,0x191D5D76|0x2DD31CFB|0x5111F8CA
0xE2622264,,,0,5,0,0,5,0,0,6,6,5.51,0,break_piece,0x149FC407|0x9132806D|0xDDE0070C
0xE526D251,,,0,5,0,0,5,0,0,6,6,3.81,1,break_piece,0x149FC407|0x9132806D|0xDDE0070C
0xE779F2F9,,,0,5,0,0,5,0,0,4,4,0.03,1,intact,0x13A86EF7|0x7366155A|0x74EB59B1
0xE7DDDC43,piece1a_propdebris47,rainbow,1,5,0,5,5,0,0,3,3,14.06,1,break_piece,0x5436A936|0x8B69284B|0x97A96272
0xE8750830,piece3g_ruin,rainbow,1,5,0,5,0,0,0,2,2,8.20,0,break_piece,0x90B6CC8B|0xA1A48E75|0xB0D4E642
0xE880D9F2,,,0,5,0,0,5,0,0,6,6,0.87,0,break_piece,0x080D83D1|0x40858AFC|0x8D7C78FF
0xE927C00F,,,0,5,0,0,5,0,0,6,6,2.98,0,break_piece,0x149FC407|0x9132806D|0xDDE0070C
0xEA31DFDC,,,0,5,0,5,5,0,0,3,3,3.18,0,break_piece,0x22435EEA|0x4A95F55C|0x71DC712E
0xEA3CAE95,piece1c_propdebris14,rainbow,1,5,0,5,5,0,0,3,3,5.96,1,break_piece,0x8C674939|0xC1527544|0xE2068412
0xEC82CA61,piece5b_propdebris00,rainbow,1,5,0,5,5,0,0,3,3,6.61,1,break_piece,0x3BF3DA2E|0x95FB5377|0x9DF6B30B
0xED2B2D76,,,0,5,0,0,5,0,0,5,6,1.83,1,break_piece,0x1125CB99|0x19E2962E|0x461F1A3A
0xEDA015E0,slice2a_propattach02_ruin,rainbow,1,5,0,5,2,0,0,4,4,2.39,0,break_piece|intact,0x2171B6D7|0x7C77ACCB|0x9DF6B30B
0xEE7EF1ED,L2_closeup13,rainbow,1,5,0,0,5,0,0,6,6,1.71,1,break_piece,0x1282963C|0x19676216|0x228FE801
0xEFD96BAD,piece1a_propdebris49,rainbow,1,5,0,5,5,0,0,3,3,7.10,1,break_piece,0x5436A936|0x8B69284B|0x97A96272
0xF03C3535,,,0,5,0,0,5,0,0,3,3,0.03,1,break_piece,0x16970F43|0x8566262E|0x9DF812C4
0xF159D73B,slice3a_propdebris01,rainbow,1,5,0,5,5,0,0,3,4,5.11,1,break_piece|intact,0x2F4F8F3E|0x319D840A|0x9DF6B30B
0xF20D8C62,,,0,5,0,0,5,0,0,5,6,6.85,0,break_piece|intact,0x149FC407|0x8166C6A6|0x9132806D
0xF2F91E0D,piece2a_propdebris11,rainbow,1,5,0,5,5,0,0,3,3,7.57,1,break_piece,0x39DC69DC|0x6BDE4B9D|0x874D4EFA
0xF33DBCB9,slice2a_propattach04,rainbow,1,5,0,0,0,0,0,3,3,0.03,1,break_piece,0x2171B6D7|0x2F4F8F3E|0x7C77ACCB
0xF4601B7F,slice2b_propattach02_ruin,rainbow,1,5,0,5,1,0,0,4,4,3.90,0,break_piece,0x6B1DE27D|0x718C019B|0x80CE4CA3
0xF700B05F,piece3d_pristine,rainbow,1,5,0,5,4,0,0,2,2,16.11,0,intact,0x199ABE01|0x91E2FC68|0xA517D4A3
0xF71C5009,slice1a_propdebris23,rainbow,1,5,0,5,5,0,0,3,4,11.14,1,break_piece,0x624F3CEA|0x8C674939|0x9F747C53
0xF7E9535C,,,0,5,0,0,5,0,0,1,4,0.20,1,,0x39F47E08|0x76C37A7E|0x786ADB07
0xF90D05C5,,,0,5,0,0,5,0,0,6,6,2.07,1,break_piece,0x149FC407|0x9132806D|0xCDC5617A
0xFC600CBB,,,0,5,0,0,5,0,0,6,6,5.51,0,break_piece,0x149FC407|0x9132806D|0xDDE0070C
0xFD388AC9,,,0,5,0,5,5,0,0,5,5,8.30,1,break_piece,0x2A5FF32E|0x3E7D2911|0x56451E9E
0xFE5A425B,piece2a_propdebris22,rainbow,1,5,0,5,5,0,0,3,3,5.76,1,break_piece,0x1D20E058|0x68838B41|0x8757B5FE
0xFEA38CCD,piece5a_propdebris01,rainbow,1,5,0,5,5,0,0,3,3,42.87,1,break_piece,0x3BF3DA2E|0x4CFB0AA7|0x9DF6B30B
0x491E8967,,,0,4,0,0,4,9,7,1,3,0.15,1,,0x03C70F0A|0x0BBA3066|0x25C98327
0x7D2C9CA4,,,0,4,0,0,4,9,7,1,6,0.03,1,,0x03C70F0A|0x0BBA3066|0x25C98327
0x87E8C062,,,0,4,0,0,4,9,7,1,6,0.03,1,,0x03C70F0A|0x0BBA3066|0x25C98327
0xE6FF1D72,,,0,4,0,0,3,9,7,1,3,0.27,1,,0x03C70F0A|0x0BBA3066|0x25C98327
0x00A8F086,,,0,4,1,0,3,8,6,0,7,0.03,1,,0x03C70F0A|0x0BBA3066|0x25C98327
0x4C6D7573,bone_wheel_return_r,rainbow,1,4,0,0,4,4,1,3,4,0.78,1,break_piece,0x16497BF1|0x56EE6A1F|0x80C357EC
0x749046AD,bone_wheel_return_l,rainbow,1,4,0,0,4,4,1,3,4,0.78,1,break_piece,0x16497BF1|0x56EE6A1F|0x80C357EC
0xA1AAC233,bone_wheel_drive_l,rainbow,1,4,0,0,4,4,1,3,4,0.86,1,break_piece,0x16497BF1|0x56EE6A1F|0x80C357EC
0xC9CD936D,bone_wheel_drive_r,rainbow,1,4,0,0,4,4,1,3,4,0.86,1,break_piece,0x16497BF1|0x56EE6A1F|0x80C357EC
0x3766EF3D,bone_return_l,rainbow,1,4,0,0,4,1,1,4,4,0.98,1,break_piece,0x11640B62|0x340B1CB8|0xB6EDE80B
0x482C35FD,bone_drive_r,rainbow,1,4,0,0,4,1,1,4,4,1.00,1,break_piece,0x11640B62|0x340B1CB8|0xB6EDE80B
0xCF936B23,bone_return_r,rainbow,1,4,0,0,4,1,1,4,4,0.99,1,break_piece,0x11640B62|0x340B1CB8|0xB6EDE80B
0xE058B1E3,bone_drive_l,rainbow,1,4,0,0,4,1,1,4,4,1.00,1,break_piece,0x11640B62|0x340B1CB8|0xB6EDE80B
0x00018D6C,,,0,4,0,0,4,0,0,1,5,12.96,1,intact,0x149FC407|0x14D94B9B|0x1FBFBB4B
0x00691A87,,,0,4,0,0,4,0,0,5,5,0.03,1,break_piece|intact,0x383D01E1|0x4181A5E6|0x6B1DE27D
0x01307818,,,0,4,0,0,4,0,0,3,4,0.03,1,break_piece|intact,0x08E25CDC|0x4A6BC856|0x7A5DCB7C
0x02714414,,,0,4,0,0,4,0,0,6,6,1.73,1,break_piece,0x4AEE11CE|0x926D9ECB|0xD64E8456
0x03E04E9C,piece2a_propattach01,rainbow,1,4,0,0,0,0,0,3,3,0.03,1,break_piece|intact,0x199ABE01|0x91E2FC68|0x97933596
0x048610B4,,,0,4,0,4,4,0,0,5,6,3.03,0,break_piece|intact,0x7E013B43|0xCBABA641|0xDA219845
0x05480108,,,0,4,0,4,0,0,0,6,6,1.82,0,break_piece,0x73E8C0A4|0x80659E62|0x95F4BA55
0x074CEC0B,slice3d_interior,rainbow,1,4,0,4,3,0,0,3,3,24.44,0,break_piece|intact,0x04CC21CD|0x1A74D3EE|0x7DB2E527
0x081BC290,,,0,4,0,4,4,0,0,6,6,2.17,0,intact,0x4AEE11CE|0x70DACFC5|0xD64E8456
0x08A1D17D,bone_pitch_turret,rainbow,1,4,0,0,0,0,0,4,9,2.90,1,break_piece|intact,0x19E2962E|0x7A9E926A|0x807D1C3B
0x09D6C3D0,slice1e_ruin,rainbow,1,4,0,4,4,0,0,2,2,28.85,0,intact,0x6871E4C5|0x713ED3DB|0xC5F8F636
0x0A6A5C39,slice3c_propdebris01,rainbow,1,4,0,4,4,0,0,3,4,6.05,1,break_piece,0x319D840A|0x9DF6B30B|0xA76D0DA1
0x0A84728E,bone_hub_legl,rainbow,1,4,0,0,0,0,0,3,4,0.03,1,break_piece|intact,0x08E25CDC|0x4A6BC856|0x7A5DCB7C
0x0AD340FF,,,0,4,0,0,4,0,0,5,5,1.90,0,break_piece,0x1A221527|0x32150ACF|0x6BDD88C3
0x0BE7ABBE,,,0,4,0,4,4,0,0,6,6,1.85,0,intact,0x73E8C0A4|0x80659E62|0x95F4BA55
0x0C99BD94,,,0,4,0,0,4,0,0,4,4,0.03,1,break_piece,0x63BD9B82|0xDCE08204|0xF433C5D7
0x0CB17EB4,,,0,4,0,0,4,0,0,8,8,0.03,1,intact,0x0E9502CF|0x2915F4A0|0x31F0FE47
