model,node_idx,hash,parent,depth,wx,wy,wz,leaf,in_swit
0x7604B190,40,0x79B7BAF1,0x0F8D34BC,3,15.9051,0.0000,0.0000,1,0
0x7604B190,41,0xFFB4BC4C,0x0F8D34BC,3,14.6208,0.0000,0.0000,1,0
0x7604B190,42,0x19B2A6A3,0x0F8D34BC,3,13.4543,0.0000,0.0000,1,0
0x7604B190,43,0x8316C5ED,0x0F8D34BC,3,15.7333,0.3268,0.0000,1,0
0x7604B190,44,0x010F3D82,0x0F8D34BC,3,13.7432,0.2520,0.0000,1,0
0x7604B190,45,0x32EE393E,0x8A0F55BD,2,0.0000,0.0000,0.0000,0,1
0x7604B190,46,0x640ECDFB,0x32EE393E,3,12.2243,0.0000,0.0000,1,0
0x7604B190,47,0x420C59DE,0x32EE393E,3,10.9400,0.0000,0.0000,1,0
0x7604B190,48,0x64134B29,0x32EE393E,3,9.7735,0.0000,0.0000,1,0
0x7604B190,49,0x08FAE02F,0x32EE393E,3,12.0525,0.3268,0.0000,1,0
0x7604B190,50,0xFEFD0F08,0x32EE393E,3,10.0625,0.2520,0.0000,1,0
0x7604B190,51,0x11392F0C,0xA20070FB,2,0.0000,0.0000,0.0000,0,1
0x7604B190,52,0xB1FF1801,0x11392F0C,3,8.5923,0.0000,0.0000,1,0
0x7604B190,53,0xB7FCE2DC,0x11392F0C,3,7.3080,0.0000,0.0000,1,0
0x7604B190,54,0x91FA6873,0x11392F0C,3,6.1415,0.0000,0.0000,1,0
0x7604B190,55,0x895C8C1D,0x11392F0C,3,8.4205,0.3268,0.0000,1,0
0x7604B190,56,0x075503B2,0x11392F0C,3,6.4305,0.2520,0.0000,1,0
0x7604B190,57,0xAAFF819E,0x2B31861D,2,0.0000,0.0000,0.0000,0,1
0x7604B190,58,0xA4138BDB,0xAAFF819E,3,4.9385,0.0000,0.0000,1,0
0x7604B190,59,0x821117BE,0xAAFF819E,3,3.6542,0.0000,0.0000,1,0
0x7604B190,60,0x2418D289,0xAAFF819E,3,2.4877,0.0000,0.0000,1,0
0x7604B190,61,0x3957AF0F,0xAAFF819E,3,4.7667,0.3268,0.0000,1,0
0x7604B190,62,0xAF5AA768,0xAAFF819E,3,2.7767,0.2520,0.0000,1,0
0x7604B190,63,0x46391A6C,0x4322A15B,2,0.0000,0.0000,0.0000,0,1
0x7604B190,64,0x90C82A61,0x46391A6C,3,1.2745,0.0000,0.0000,1,0
0x7604B190,65,0x16C52BBC,0x46391A6C,3,-0.0098,0.0000,0.0000,1,0
0x7604B190,66,0xF0C2B153,0x46391A6C,3,-1.1763,0.0000,0.0000,1,0
0x7604B190,67,0x794B2F7D,0x46391A6C,3,1.1027,0.3268,0.0000,1,0
0x7604B190,68,0xF743A712,0x46391A6C,3,-0.8873,0.2520,0.0000,1,0
0x7604B190,69,0x648EA53A,0xC327E809,2,0.0000,0.0000,0.0000,0,1
0x7604B190,70,0x4316F4CF,0x648EA53A,3,-2.3738,0.0000,0.0000,1,0
0x7604B190,71,0x211480B2,0x648EA53A,3,-3.6580,0.0000,0.0000,1,0
0x7604B190,72,0xA31C091D,0x648EA53A,3,-4.8245,0.0000,0.0000,1,0
0x7604B190,73,0xB0BDC21B,0x648EA53A,3,-2.5455,0.3268,0.0000,1,0
0x7604B190,74,0x16C0A144,0x648EA53A,3,-4.5356,0.2520,0.0000,1,0
0x7604B190,75,0x978BFDBC,0x1001E56B,2,0.0000,0.0000,0.0000,0,1
0x7604B190,76,0xE56C33F1,0x978BFDBC,3,-6.0271,0.0000,0.0000,1,0
0x7604B190,77,0x6B69354C,0x978BFDBC,3,-7.3113,0.0000,0.0000,1,0
0x7604B190,78,0x85671FA3,0x978BFDBC,3,-8.4778,0.0000,0.0000,1,0
0x7604B190,79,0xDFD9CEED,0x978BFDBC,3,-6.1988,0.3268,0.0000,1,0
0x7604B190,80,0x5DD24682,0x978BFDBC,3,-8.1889,0.2520,0.0000,1,0
0x7604B190,81,0x7CF0FF2E,0x38112EED,2,0.0000,0.0000,0.0000,0,1
0x7604B190,82,0xA2B8842B,0x7CF0FF2E,3,-9.6641,0.0000,0.0000,1,0
0x7604B190,83,0xC0B674CE,0x7CF0FF2E,3,-10.9484,0.0000,0.0000,1,0
0x7604B190,84,0x22BDCAD9,0x7CF0FF2E,3,-12.1149,0.0000,0.0000,1,0
0x7604B190,85,0x9057D5BF,0x7CF0FF2E,3,-9.8359,0.3268,0.0000,1,0
0x7604B190,86,0x865A0498,0x7CF0FF2E,3,-11.8260,0.2520,0.0000,1,0
0x7604B190,87,0xAF8C7634,0x6812F843,2,0.0000,0.0000,0.0000,0,1
0x7604B190,88,0xD5922C69,0xAF8C7634,3,-13.3270,0.0000,0.0000,1,0
0x7604B190,89,0xBB8FC4E4,0xAF8C7634,3,-14.6113,0.0000,0.0000,1,0
0x7604B190,90,0xD58DAF3B,0xAF8C7634,3,-15.7778,0.0000,0.0000,1,0
0x7604B190,91,0x791DF465,0xAF8C7634,3,-13.4988,0.3268,0.0000,1,0
0x7604B190,92,0x17169E5A,0xAF8C7634,3,-15.4889,0.2520,0.0000,1,0
0x7604B190,93,0x838B8286,0x5021DD05,2,0.0000,0.0000,0.0000,0,1
0x7604B190,94,0xE1336343,0x838B8286,3,-16.9849,0.0000,0.0000,1,0
0x7604B190,95,0xBF30EF26,0x838B8286,3,-18.2692,0.0000,0.0000,1,0
0x7604B190,96,0x41387791,0x838B8286,3,-19.4357,0.0000,0.0000,1,0
0x7604B190,97,0x6D1B7117,0x838B8286,3,-17.1567,0.3268,0.0000,1,0
0x7604B190,98,0x831DD250,0x838B8286,3,-19.1467,0.2520,0.0000,1,0
0x7604B190,99,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0x7604B190,100,0x41644595,0x8C314A58,3,-20.5926,0.0000,0.0000,1,0
0x7604B190,101,0x1761C4E0,0x8C314A58,3,-21.8769,0.0000,0.0000,1,0
0x7604B190,102,0xC15EFEE7,0x8C314A58,3,-23.0434,0.0000,0.0000,1,0
0x7604B190,103,0xF2B7BF29,0x8C314A58,3,-20.7644,0.3268,0.0000,1,0
0x7604B190,104,0xD0B0CDDE,0x8C314A58,3,-22.7544,0.2520,0.0000,1,0
0x77F7E8C3,0,0x77F7E8C3,,0,0.0000,0.0000,0.0000,0,0
0x77F7E8C3,1,0x6812F843,0x77F7E8C3,1,0.0000,0.0000,0.0000,0,0
0x77F7E8C3,2,0xE5AA166A,0x6812F843,2,0.0000,0.0000,0.0000,1,1
0x77F7E8C3,3,0x501D5FD7,0x77F7E8C3,1,0.0000,0.0000,0.0000,0,0
0x77F7E8C3,4,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,1,1
0x77F7E8C3,5,0x5021DD05,0x77F7E8C3,1,0.0000,0.0000,0.0000,0,0
0x77F7E8C3,6,0xB325D2E0,0x5021DD05,2,0.0000,0.0000,0.0000,1,1
0x77F7E8C3,7,0xAF8C7634,0x6812F843,2,0.0000,0.0000,0.0000,0,1
0x77F7E8C3,8,0xD5922C69,0xAF8C7634,3,5.1442,0.0000,0.0000,1,0
0x77F7E8C3,9,0xBB8FC4E4,0xAF8C7634,3,3.8599,0.0000,0.0000,1,0
0x77F7E8C3,10,0xD58DAF3B,0xAF8C7634,3,2.6934,0.0000,0.0000,1,0
0x77F7E8C3,11,0x791DF465,0xAF8C7634,3,4.9724,0.3268,0.0000,1,0
0x77F7E8C3,12,0x17169E5A,0xAF8C7634,3,2.9824,0.2520,0.0000,1,0
0x77F7E8C3,13,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0x77F7E8C3,14,0x41644595,0x8C314A58,3,-2.8263,0.0000,0.0000,1,0
0x77F7E8C3,15,0x1761C4E0,0x8C314A58,3,-4.1106,0.0000,0.0000,1,0
0x77F7E8C3,16,0xC15EFEE7,0x8C314A58,3,-5.2771,0.0000,0.0000,1,0
0x77F7E8C3,17,0xF2B7BF29,0x8C314A58,3,-2.9981,0.3268,0.0000,1,0
0x77F7E8C3,18,0xD0B0CDDE,0x8C314A58,3,-4.9881,0.2520,0.0000,1,0
0x77F7E8C3,19,0x838B8286,0x5021DD05,2,0.0000,0.0000,0.0000,0,1
0x77F7E8C3,20,0xE1336343,0x838B8286,3,1.1788,0.0000,0.0000,1,0
0x77F7E8C3,21,0xBF30EF26,0x838B8286,3,-0.1055,0.0000,0.0000,1,0
0x77F7E8C3,22,0x41387791,0x838B8286,3,-1.2720,0.0000,0.0000,1,0
0x77F7E8C3,23,0x6D1B7117,0x838B8286,3,1.0070,0.3268,0.0000,1,0
0x77F7E8C3,24,0x831DD250,0x838B8286,3,-0.9831,0.2520,0.0000,1,0
0x2963C180,0,0x2963C180,,0,0.0000,0.0000,0.0000,0,0
0x2963C180,1,0x501D5FD7,0x2963C180,1,0.0000,0.0000,0.0000,0,0
0x2963C180,2,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0x2963C180,3,0x2136251C,0x8C314A58,3,0.0000,1.1351,0.0000,1,1
0x2963C180,4,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,1,1
0x5ECD18B5,0,0x5ECD18B5,,0,0.0000,0.0000,0.0000,0,0
0x5ECD18B5,1,0x501D5FD7,0x5ECD18B5,1,0.0000,0.0000,0.0000,0,0
0x5ECD18B5,2,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0x5ECD18B5,3,0x2136251C,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x5ECD18B5,4,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,1,1
0x8EBF4993,0,0x8EBF4993,,0,0.0000,0.0000,0.0000,0,0
0x8EBF4993,1,0x501D5FD7,0x8EBF4993,1,0.0000,0.0000,0.0000,0,0
0x8EBF4993,2,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0x8EBF4993,3,0x2136251C,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0x8EBF4993,4,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,1,1
0xCD118345,0,0xCD118345,,0,0.0000,0.0000,0.0000,0,0
0xCD118345,1,0x501D5FD7,0xCD118345,1,0.0000,0.0000,0.0000,0,0
0xCD118345,2,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0xCD118345,3,0x2136251C,0x8C314A58,3,0.0000,0.0000,0.0000,1,1
0xCD118345,4,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,1,1
0xE6027C27,0,0xE6027C27,,0,0.0000,0.0000,0.0000,0,0
0xE6027C27,1,0xFB7AA8B0,0xE6027C27,1,0.0000,0.0000,0.0000,0,0
0xE6027C27,2,0xA0CAEA97,0xFB7AA8B0,2,0.0000,0.0000,0.0000,0,1
0xE6027C27,3,0x332DFC99,0xA0CAEA97,3,-12.2236,1.1417,22.2611,0,0
0xE6027C27,4,0x2B7A8B0A,0x332DFC99,4,-12.2236,1.1417,22.2611,0,1
0xE6027C27,5,0x7C195BF2,0x2B7A8B0A,5,-12.2236,1.1417,22.2611,1,1
0xE6027C27,6,0xD92B3054,0xA0CAEA97,3,-11.4885,1.1417,22.2611,0,0
0xE6027C27,7,0x4735914D,0xD92B3054,4,-11.4885,1.1417,22.2611,0,1
0xE6027C27,8,0x101EB4E1,0x4735914D,5,-11.4885,1.1417,22.2611,1,1
0xE6027C27,9,0xB139FBE6,0xA0CAEA97,3,-13.0623,1.1027,21.7147,0,0
0xE6027C27,10,0x0A65C93F,0xB139FBE6,4,-13.0623,1.1027,21.7147,0,1
0xE6027C27,11,0x87DFC05F,0x0A65C93F,5,-13.0623,1.1027,21.7147,1,1
0xE6027C27,12,0xE3A34F30,0xA0CAEA97,3,-13.0623,5.4906,17.3733,0,0
0xE6027C27,13,0x30A54879,0xE3A34F30,4,-13.0623,5.4906,17.3733,0,1
0xE6027C27,14,0xBDED6905,0x30A54879,5,-13.0623,5.4906,17.3733,1,1
0xE6027C27,15,0x4DA634A5,0xA0CAEA97,3,-13.0623,5.4906,13.3733,0,0
0xE6027C27,16,0x0F1D2F26,0x4DA634A5,4,-13.0623,5.4906,13.3733,0,1
0xE6027C27,17,0xD2CC39E6,0x0F1D2F26,5,-13.0623,5.4906,13.3733,1,1
0xE6027C27,18,0xEB9EDE9A,0xA0CAEA97,3,-13.0623,5.8785,13.0319,0,0
0xE6027C27,19,0x0401D023,0xEB9EDE9A,4,-13.0623,5.8785,13.0319,0,1
0xE6027C27,20,0xBE6FF46B,0x0401D023,5,-13.0623,5.8785,13.0319,1,1
0xE6027C27,21,0x4394DBC6,0xA0CAEA97,3,-12.9082,-0.0169,17.7555,0,0
0xE6027C27,22,0xCD4EE31F,0x4394DBC6,4,-12.9082,-0.0169,17.7555,0,1
0xE6027C27,23,0xBD70FD62,0xCD4EE31F,5,-13.3918,0.7700,18.9823,1,1
0xE6027C27,24,0x1F73D63F,0xCD4EE31F,5,-13.3294,0.5744,17.0487,1,1
0xE6027C27,25,0x7600F4F9,0xFB7AA8B0,2,0.0000,0.0000,0.0000,0,1
0xE6027C27,26,0x2E3ACF7A,0x7600F4F9,3,-2.7852,10.7493,22.4293,1,1
0xE6027C27,27,0x903DA857,0x7600F4F9,3,-5.7524,14.5179,16.3385,1,1
0xE6027C27,28,0x501D5FD7,0xE6027C27,1,0.0000,0.0000,0.0000,0,0
0xE6027C27,29,0x8C314A58,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0xE6027C27,30,0x813B396A,0x8C314A58,3,2.2014,7.5332,-23.1547,1,1
0xE6027C27,31,0xA33DAD87,0x8C314A58,3,6.3675,9.0521,-18.4914,1,1
0xE6027C27,32,0x793FAA00,0x8C314A58,3,3.0784,8.0085,-18.4914,1,1
0xE6027C27,33,0xFB33AAB3,0x8C314A58,3,8.2340,7.7158,-23.3362,1,1
0xE6027C27,34,0x206376F6,0x501D5FD7,2,0.0000,0.0000,0.0000,0,1
0xE6027C27,35,0xF59F79C6,0x206376F6,3,3.9965,1.1417,-23.2203,0,0
0xE6027C27,36,0x6F373D1F,0xF59F79C6,4,3.9965,1.1417,-23.2203,0,1
0xE6027C27,37,0x51CD703F,0x6F373D1F,5,3.9965,1.1417,-23.2203,1,1
0xE6027C27,38,0x77A70231,0x206376F6,3,3.2614,1.1417,-23.2203,0,0
0xE6027C27,39,0xA28A25A2,0x77A70231,4,3.2614,1.1417,-23.2203,0,1
0xE6027C27,40,0x34C2388A,0xA28A25A2,5,3.2614,1.1417,-23.2203,1,1
0xE6027C27,41,0x1F6A3D5D,0xE6027C27,1,0.0000,0.0000,0.0000,0,0
0xE6027C27,42,0xC17C2D28,0x1F6A3D5D,2,0.0000,0.0000,0.0000,0,1
0xE6027C27,43,0x0215ABC5,0xC17C2D28,3,-10.0068,19.6676,7.9678,0,0
0xE6027C27,44,0x17755A46,0x0215ABC5,4,-10.0068,19.6676,7.9678,0,1
0xE6027C27,45,0x6630824C,0x17755A46,5,-10.0068,19.6676,7.9678,1,1
0xE6027C27,46,0x802E6CA3,0x17755A46,5,-10.0068,19.6676,7.9678,1,1
0xE6027C27,47,0x5E2BF886,0x17755A46,5,-10.0068,19.6676,7.9678,1,1
0xE6027C27,48,0x02112E97,0xC17C2D28,3,13.0053,3.5368,-5.2366,0,0
0xE6027C27,49,0xE0AF9A18,0x02112E97,4,13.0053,3.5368,-5.2366,0,1
0xE6027C27,50,0x35EEE7DC,0xE0AF9A18,5,13.0053,3.5368,-5.2366,1,1
0xE6027C27,51,0x7A0BDB51,0xC17C2D28,3,13.0056,7.9246,-0.8951,0,0
0xE6027C27,52,0x353907C2,0x7A0BDB51,4,13.0056,7.9246,-0.8951,0,1
0xE6027C27,53,0x8F8882AA,0x353907C2,5,13.0056,7.9246,-0.8951,1,1
0xE6027C27,54,0xF80452E6,0xC17C2D28,3,13.0056,7.9246,3.1049,0,0
0xE6027C27,55,0xD5A70E3F,0xF80452E6,4,13.0056,7.9246,3.1049,0,1
0xE6027C27,56,0x18E4A55F,0xD5A70E3F,5,13.0056,7.9246,3.1049,1,1
0xE6027C27,57,0x1A06C703,0xC17C2D28,3,13.0056,7.9246,7.1049,0,0
0xE6027C27,58,0x45F0B6F4,0x1A06C703,4,13.0056,7.9246,7.1049,0,1
0xE6027C27,59,0xA7D60BD0,0x45F0B6F4,5,13.0056,7.9246,7.1049,1,1
0xE6027C27,60,0xF7FFD5B8,0xC17C2D28,3,13.0056,7.9246,11.1049,0,0
0xE6027C27,61,0x3A538B01,0xF7FFD5B8,4,13.0056,7.9246,11.1049,0,1
0xE6027C27,62,0x5912DE2D,0x3A538B01,5,13.0056,7.9246,11.1049,1,1
0xE6027C27,63,0xE65BC20B,0xC17C2D28,3,13.0056,8.3126,11.4463,0,0
0xE6027C27,64,0xF25EAADC,0xE65BC20B,4,13.0056,8.3126,11.4463,0,1
0xE6027C27,65,0x618AD938,0xF25EAADC,5,13.0056,8.3126,11.4463,1,1
0xE6027C27,66,0x0C5E3C74,0xC17C2D28,3,11.1418,-0.0169,11.8356,0,0
0xE6027C27,67,0x969E55ED,0x0C5E3C74,4,11.1418,-0.0169,11.8356,0,1
0xE6027C27,68,0xF0FB1381,0x969E55ED,5,10.4351,0.5744,12.2568,1,1
0xE6027C27,69,0xF6F8DE5C,0x969E55ED,5,12.3687,0.7700,12.3192,1,1
0xE6027C27,70,0x83DC5BDE,0x1F6A3D5D,2,0.0000,0.0000,0.0000,0,1
0xE6027C27,71,0xD75BECE4,0x83DC5BDE,3,0.0000,0.0000,0.0000,1,1
0xE6027C27,72,0x024BE2A6,0xE6027C27,1,0.0000,0.0000,0.0000,0,0
0xE6027C27,73,0x846B4EC9,0x024BE2A6,2,0.0000,0.0000,0.0000,0,1
0xE6027C27,74,0x913666AE,0x846B4EC9,3,0.0000,0.0000,0.0000,0,0
0xE6027C27,75,0xF5FB20A7,0x913666AE,4,-12.9469,12.7489,-1.1841,0,1
0xE6027C27,76,0xD24D6B4A,0xF5FB20A7,5,12.8330,12.7489,-9.0298,1,1
0xE6027C27,77,0xF44FDF67,0xF5FB20A7,5,12.8330,12.7489,-4.4996,1,1
0xE6027C27,78,0xA4B5ACA8,0x846B4EC9,3,0.0000,0.0000,0.0000,0,0
0xE6027C27,79,0x7D1138B1,0xA4B5ACA8,4,-12.9469,12.7489,-1.1841,0,1
0xE6027C27,80,0x11DFB98D,0x7D1138B1,5,-0.1156,6.8282,-13.9600,1,1
0xE6027C27,81,0xE7DD38D8,0x7D1138B1,5,-4.4570,6.1816,-13.9600,1,1
0xE6027C27,82,0xF1DB09FF,0x7D1138B1,5,-8.7033,6.1816,-13.9600,1,1
0xE6027C27,83,0x2EB2B44F,0x846B4EC9,3,0.0000,0.0000,0.0000,0,0
0xE6027C27,84,0x55AB2FB0,0x2EB2B44F,4,-12.9469,12.7489,-1.1841,0,1
0xE6027C27,85,0xAFC0F23B,0x55AB2FB0,5,-12.9469,12.7489,-9.2776,1,1
0xE6027C27,86,0x2DCCF188,0x55AB2FB0,5,-12.9469,12.7489,-13.4838,1,1
0xE6027C27,87,0x97CFD6FD,0x55AB2FB0,5,-12.9469,12.7489,-5.1467,1,1
0xE6027C27,88,0x15C84E92,0x55AB2FB0,5,-12.9469,12.7489,-0.9274,1,1
0xE6027C27,89,0x7B430FFF,0x846B4EC9,3,-10.0068,19.6676,-10.2060,0,0
0xE6027C27,90,0xEDA015E0,0x7B430FFF,4,-10.0068,19.6676,-10.2060,0,1
0xE6027C27,91,0xE40017C4,0xEDA015E0,5,-10.0068,19.6676,-10.2060,1,1
0xE6027C27,92,0xFE027F49,0xEDA015E0,5,-10.0068,19.6676,-10.2060,1,1
0xE6027C27,93,0x5BFAC47E,0xEDA015E0,5,-10.0068,19.6676,-10.2060,1,1
0xE6027C27,94,0xF3393F8B,0x846B4EC9,3,-12.7985,1.7938,-13.9597,0,0
0xE6027C27,95,0x0B63C35C,0xF3393F8B,4,-12.7985,1.7938,-13.9597,0,1
0xE6027C27,96,0x47CA81B8,0x0B63C35C,5,-12.7985,1.7938,-13.9597,1,1
0xE6027C27,97,0x44A2FFFF,0x024BE2A6,2,0.0000,0.0000,0.0000,0,1
0xE6027C27,98,0x3E98F9C2,0x44A2FFFF,3,-9.1733,17.8987,-13.0676,1,1
0xE6027C27,99,0x969E0178,0x44A2FFFF,3,14.8114,7.8222,-7.4751,1,1
0xE6027C27,100,0x14886128,0xA0CAEA97,3,-12.4964,7.8150,21.7976,1,0
0xE6027C27,101,0x11BB90E7,0xA0CAEA97,3,0.0000,0.0000,0.0000,0,1
0xE6027C27,102,0x71D1A713,0x11BB90E7,4,-5.0801,14.6195,14.5282,1,0
0xE6027C27,103,0x61E542D6,0x11BB90E7,4,1.3404,14.5886,11.7498,1,0
0xE6027C27,104,0xB328B5EB,0xA0CAEA97,3,-8.7509,7.1170,22.2367,0,0
0xE6027C27,105,0x7B271422,0xB328B5EB,4,-8.7509,7.1170,22.2367,0,1
0xE6027C27,106,0xEAE5046F,0x7B271422,5,-8.4411,7.4882,22.3815,1,0
0xE6027C27,107,0xE0E73348,0x7B271422,5,-9.0382,7.4882,22.3815,1,0
0xE6027C27,108,0xD126A68E,0xA0CAEA97,3,4.4769,7.9241,17.9905,0,0
0xE6027C27,109,0x2E7ED981,0xD126A68E,4,4.4769,7.9241,17.9905,0,1
0xE6027C27,110,0xACC6DC48,0x2E7ED981,5,4.7868,8.2952,18.1352,1,0
0xE6027C27,111,0xB6C4AD6F,0x2E7ED981,5,4.1897,8.2952,18.1352,1,0
0xE6027C27,112,0x058A9BBC,0x332DFC99,4,-12.2236,1.1417,22.2611,1,1
0xE6027C27,113,0x25C1E553,0xD92B3054,4,-11.4885,1.1417,22.2611,1,1
0xE6027C27,114,0x3B32865F,0xA0CAEA97,3,-12.2233,0.6414,22.2611,0,0
0xE6027C27,115,0x5DDD482E,0x3B32865F,4,-12.2233,0.6414,22.2611,1,1
0xE6027C27,116,0x59307702,0xA0CAEA97,3,-12.2240,5.6421,22.2611,0,0
0xE6027C27,117,0x4FDC824D,0x59307702,4,-12.2240,5.6421,22.2611,1,1
0xE6027C27,118,0xDB37FF6D,0xA0CAEA97,3,-11.4882,0.6414,22.2611,0,0
0xE6027C27,119,0x0FD4CF38,0xDB37FF6D,4,-11.4882,0.6414,22.2611,1,1
0xE6027C27,120,0xB1357EB8,0xA0CAEA97,3,-11.4889,5.6421,22.2611,0,0
0xE6027C27,121,0x43C04D2F,0xB1357EB8,4,-11.4889,5.6421,22.2611,1,1
0xE6027C27,122,0xD33C7003,0xA0CAEA97,3,-13.0623,0.6024,21.7150,0,0
0xE6027C27,123,0xDB19BF2A,0xD33C7003,4,-13.0623,0.6024,21.7150,1,1
0xE6027C27,124,0x59A87509,0xB139FBE6,4,-13.0623,1.1027,21.7147,1,1
0xE6027C27,125,0xD040F617,0xE3A34F30,4,-13.0623,5.4906,17.3733,1,1
0xE6027C27,126,0x1AC46580,0x4DA634A5,4,-13.0623,5.4906,13.3733,1,1
0xE6027C27,127,0x93010755,0xEB9EDE9A,4,-13.0623,5.8785,13.0319,1,1
0xE6027C27,128,0xCDA0EDF7,0xA0CAEA97,3,-13.0623,10.3789,13.0315,0,0
0xE6027C27,129,0xCE489396,0xCDA0EDF7,4,-13.0623,10.3789,13.0315,1,1
0xE6027C27,130,0x4B99658C,0xA0CAEA97,3,-13.2804,5.6031,21.3733,0,0
0xE6027C27,131,0x50306A5B,0x4B99658C,4,-13.2804,5.6031,21.3733,1,1
0xE6027C27,132,0xC59C6431,0xA0CAEA97,3,-13.2804,5.3781,13.3733,0,0
0xE6027C27,133,0x056985A4,0xC59C6431,4,-13.2804,5.3781,13.3733,1,1
0xE6027C27,134,0x68DEADE9,0x4394DBC6,4,-12.9082,-0.0169,17.7555,1,1
0xE6027C27,135,0xDB205EF6,0x206376F6,3,9.4060,0.0000,-20.8695,1,0
0xE6027C27,136,0x26ADC06D,0x206376F6,3,9.5498,0.0000,-20.9200,1,0
0xE6027C27,137,0x16FA1CF6,0x206376F6,3,0.0000,0.0000,0.0000,1,1
0xE6027C27,138,0xCF72A7E9,0xF59F79C6,4,3.9965,1.1417,-23.2203,1,1
0xE6027C27,139,0x17A1EDE3,0x206376F6,3,3.9962,0.6414,-23.2203,0,0
0xE6027C27,140,0x5B6A410A,0x17A1EDE3,4,3.9962,0.6414,-23.2203,1,1
0xE6027C27,141,0xFDA4038C,0x206376F6,3,3.9969,5.6421,-23.2203,0,0
0xE6027C27,142,0xB6C4645B,0xFDA4038C,4,3.9969,5.6421,-23.2203,1,1
0xE6027C27,143,0x6BFD7FA4,0x77A70231,4,3.2614,1.1417,-23.2203,1,1
0xE6027C27,144,0x9DA97C9A,0x206376F6,3,3.2611,0.6414,-23.2203,0,0
0xE6027C27,145,0xF9950155,0x9DA97C9A,4,3.2611,0.6414,-23.2203,1,1
0xE6027C27,146,0x7FAB8BF7,0x206376F6,3,3.2618,5.6421,-23.2203,0,0
0xE6027C27,147,0x34DC8D96,0x7FAB8BF7,4,3.2618,5.6421,-23.2203,1,1
0xE6027C27,148,0x95ADED30,0x206376F6,3,2.5020,0.0121,-16.3305,0,0
0xE6027C27,149,0x36D4F017,0x95ADED30,4,2.5020,0.0121,-16.3305,1,1
0xE6027C27,150,0xFFB0D2A5,0x206376F6,3,9.0914,0.0121,-18.7552,0,0
0xE6027C27,151,0x81585F80,0xFFB0D2A5,4,9.0914,0.0121,-18.7552,1,1
0xE6027C27,152,0x5D27E761,0xC17C2D28,3,8.0931,0.0000,12.4171,1,0
0xE6027C27,153,0xA4A63802,0xC17C2D28,3,7.9916,0.0000,12.3538,1,0
0xE6027C27,154,0xD580875C,0xC17C2D28,3,0.0000,0.0000,0.0000,0,1
0xE6027C27,155,0xA33D56D4,0xD580875C,4,5.5268,17.2677,-0.9944,1,0
0xE6027C27,156,0xFD402319,0xD580875C,4,-5.0931,14.8632,11.7471,1,0
0xE6027C27,157,0x9B38CD0E,0xD580875C,4,1.3524,18.0317,-0.9944,1,0
0xE6027C27,158,0xFEA7DDF4,0xD580875C,4,0.0000,0.0000,0.0000,0,0
0xE6027C27,159,0xD0F9323B,0xFEA7DDF4,5,5.1666,12.5069,11.7522,1,0
0xE6027C27,160,0xAEF6BE1E,0xFEA7DDF4,5,-5.0931,14.8632,11.7471,1,0
0xE6027C27,161,0xD0FDAF69,0xFEA7DDF4,5,-6.0533,16.7000,-0.9944,1,0
0xE6027C27,162,0xA22D39C8,0xFEA7DDF4,5,10.0980,14.7347,-3.1412,1,0
0xE6027C27,163,0x18138FD0,0xC17C2D28,3,-13.0648,10.7317,10.5203,0,0
0xE6027C27,164,0xD9D74EB7,0x18138FD0,4,-13.0648,10.7317,10.5203,0,1
0xE6027C27,165,0xF7403B12,0xD9D74EB7,5,-13.2095,11.1028,10.8302,1,0
0xE6027C27,166,0x7947C37D,0xD9D74EB7,5,-13.2095,11.1028,10.2331,1,0
0xE6027C27,167,0xBDA83CA0,0x0215ABC5,4,-10.0068,19.6676,7.9678,0,1
0xE6027C27,168,0x7484A1E6,0xBDA83CA0,5,-9.7154,20.1231,7.9678,1,0
0xE6027C27,169,0xA00E55BA,0xC17C2D28,3,12.9744,10.7317,7.5361,0,0
0xE6027C27,170,0x2AE418F5,0xA00E55BA,4,12.9744,10.7317,7.5361,0,1
0xE6027C27,171,0x375BB5E4,0x2AE418F5,5,13.1191,11.1028,7.2263,1,0
0xE6027C27,172,0x5159A03B,0x2AE418F5,5,13.1191,11.1028,7.8234,1,0
0xE6027C27,173,0x67540EB6,0x02112E97,4,13.0053,3.5368,-5.2366,1,1
0xE6027C27,174,0x8009A62C,0xC17C2D28,3,13.2233,8.0372,-4.8951,0,0
