asset_hash,name,provenance,source,types
0x6FF480E8,oilrig_fueltanklargea,bare,aset_model_names.json,model
0x7017A92B,vz_state_chijob001_04_staging_tinygeometry_tgr22_tgc04_0x00143aec,block-stem,ps3-VZ.WAD,model
0x703179EC,vz_state_gurjob007_01_destroyed_tinygeometry_tgr13_tgc29_0x00143c01,block-stem,ps3-VZ.WAD,model
0x7049464E,vz_state_chijob001_02_captured_tinygeometry_tgr24_tgc10_0x00143ada,block-stem,ps3-VZ.WAD,model
0x70564D68,vz_state_chicon002_bridge_destroyed_tinygeometry_tgr23_tgc30_0x00143a99,block-stem,ps3-VZ.WAD,model
0x70A1128B,vz_state_chijob005_g_defenses_tinygeometry_tgr27_tgc12_0x00143b3e,block-stem,ps3-VZ.WAD,model
0x70B2C216,vz_state_oiljob011_05_pristine_tinygeometry_tgr29_tgc36_0x00143d01,block-stem,ps3-VZ.WAD,model
0x70EA93D9,vz_state_solbunkerbase_pmccon004_tinygeometry_tgr09_tgc04_0x00143dbd,block-stem,ps3-VZ.WAD,model
0x7198FFAC,vz_state_mar_industrial_pristine_tinygeometry_tgr23_tgc28_0x00143c84,block-stem,ps3-VZ.WAD,model
0x7206FF19,vz_state_alljob002_02_pristine_tinygeometry_tgr09_tgc19_0x001439ea,block-stem,ps3-VZ.WAD,model
0x72359178,vz_state_alljob010_01_staging_tinygeometry_tgr24_tgc09_0x00143a35,block-stem,ps3-VZ.WAD,model
0x7376B363,vz_state_chicon005_c_pristine_tinygeometry_tgr14_tgc11_0x00143ab8,block-stem,ps3-VZ.WAD,model
0x73B920A3,vz_state_chijob010_01_pristine_tinygeometry_tgr19_tgc19_0x00143b7d,block-stem,ps3-VZ.WAD,model
0x751C5A1F,vz_state_pirjob012_07_pristine_tinygeometry_tgr18_tgc27_0x00143d7c,block-stem,ps3-VZ.WAD,model
0x756CE06C,global_antennad,bare,aset_model_names.json,model
0x75E3A5C1,vz_state_pmccon003_solbunkerbase_tinygeometry_tgr06_tgc03_0x00143da2,block-stem,ps3-VZ.WAD,model
0x769027AD,vz_state_mer_oilrig_pristine_tg_tinygeometry_tgr17_tgc30_0x001440bb,block-stem,ps3-VZ.WAD,model
0x76F25A90,pmc_hum_jennifer,bare,character_figures.txt,facefxactor
0x78ABFB8E,vz_state_pirjob012_08_pristine_tinygeometry_tgr27_tgc20_0x00143d81,block-stem,ps3-VZ.WAD,model
0x78B5CB4F,global_billboard_roof02,bare,aset_model_names.json,model
0x78D2BB26,vz_state_chijob006_c_destroyed_tinygeometry_tgr32_tgc21_0x00143b59,block-stem,ps3-VZ.WAD,model
0x7935455C,vz_state_chijob006_e_pristine_tinygeometry_tgr35_tgc31_0x00143b72,block-stem,ps3-VZ.WAD,model
0x799C0CA2,global_env_palmtree01,bare,aset_model_names.json,model
0x7A3113D9,vz_state_gurjob002_05_pristine_tinygeometry_tgr09_tgc25_0x00143bec,block-stem,ps3-VZ.WAD,model
0x7A73BA4A,vz_state_alljob001_01_staging_tinygeometry_tgr21_tgc16_0x001439c6,block-stem,ps3-VZ.WAD,model
0x7A7F0653,vz_state_chijob010_02_staging_tinygeometry_tgr23_tgc21_0x00143b85,block-stem,ps3-VZ.WAD,model
0x7AD5C100,vz_state_pirjob012_05_staging_tinygeometry_tgr07_tgc33_0x00143d78,block-stem,ps3-VZ.WAD,model
0x7B157D65,vz_state_gurjob012_05_pristine_tinygeometry_tgr17_tgc34_0x00143c32,block-stem,ps3-VZ.WAD,model
0x7B7FB2F6,island_wallangled,bare,aset_model_names.json,model
0x7BB7B533,vz_state_alljob001_03_staging2_tinygeometry_tgr29_tgc14_0x001439d2,block-stem,ps3-VZ.WAD,model
0x7C0D8C84,pmcoutpost_wallb,bare,aset_model_names.json,model
0x7C43AB6C,vz_state_mer_commercialpristine_tinygeometry_tgr13_tgc27_0x00143c95,block-stem,ps3-VZ.WAD,model
0x7C5EB6BD,civ_hum_beachfemale_b,bare,character_figures.txt,model
0x7D16DCA4,vz_state_pirjob002_01_captured_tinygeometry_tgr32_tgc34_0x00143d2d,block-stem,ps3-VZ.WAD,model
0x7D36ECBF,vz_state_alljob001_01_pristine_tinygeometry_tgr21_tgc17_0x001439c3,block-stem,ps3-VZ.WAD,model
0x7D4B6B2C,vz_state_oiljob008_d_pristine_tinygeometry_tgr05_tgc20_0x00143cd8,block-stem,ps3-VZ.WAD,model
0x7D766FA6,island_bld_bridge01,bare,aset_model_names.json,model
0x7DD8B6AD,vz_state_alljob005_02_staging_tinygeometry_tgr23_tgc08_0x00143a02,block-stem,ps3-VZ.WAD,model
0x7EB24570,proutpost_bld_dormitory,bare,aset_model_names.json,model
0x7EE09F82,vz_state_chijob005_b_pristine_tinygeometry_tgr22_tgc16_0x00143b15,block-stem,ps3-VZ.WAD,model
0x7FACE0DA,vz_state_alljob009_02_destroyed_tinygeometry_tgr18_tgc14_0x00143a1c,block-stem,ps3-VZ.WAD,model
0x7FCAAF86,vz_state_gurjob007_03_destroyed_tinygeometry_tgr12_tgc28_0x00143c09,block-stem,ps3-VZ.WAD,model
0x803A309D,vz_state_chijob001_01_captured_tinygeometry_tgr20_tgc10_0x00143ad3,block-stem,ps3-VZ.WAD,model
0x803FFA98,margarita_hotelpool,bare,aset_model_names.json,model
0x82DD0023,vz_state_chijob002_03_pristine_tinygeometry_tgr06_tgc13_0x00143afe,block-stem,ps3-VZ.WAD,model
0x85175B4E,vz_state_pirjob012_08_staging_tinygeometry_tgr27_tgc20_0x00143d84,block-stem,ps3-VZ.WAD,model
0x853B8E68,vz_state_alljob009_03_destroyed_tinygeometry_tgr19_tgc17_0x00143a23,block-stem,ps3-VZ.WAD,model
0x8589B063,vz_state_chijob001_04_captured_tinygeometry_tgr22_tgc04_0x00143ae6,block-stem,ps3-VZ.WAD,model
0x85E190F5,vz_state_chijob006_b_defenses_tinygeometry_tgr35_tgc26_0x00143b4d,block-stem,ps3-VZ.WAD,model
0x8694F667,vz_state_alljob005_03_staging_tinygeometry_tgr25_tgc06_0x00143a0a,block-stem,ps3-VZ.WAD,model
0x871E2E91,vz_state_mer_oilrig_pristine_tg_tinygeometry_tgr18_tgc30_0x001440bc,block-stem,ps3-VZ.WAD,model
0x871E7B40,vz_state_alljob009_03_pristine_tinygeometry_tgr19_tgc17_0x00143a26,block-stem,ps3-VZ.WAD,model
0x87A5565D,vz_state_alljob009_03_defenses_tinygeometry_tgr19_tgc17_0x00143a20,block-stem,ps3-VZ.WAD,model
0x87BCE175,vz_state_pirjob002_02_captured_tinygeometry_tgr34_tgc26_0x00143d32,block-stem,ps3-VZ.WAD,model
0x87FA342A,vz_state_oiljob012_04_pristine_tinygeometry_tgr15_tgc24_0x00143d12,block-stem,ps3-VZ.WAD,model
0x880C44AE,vz_state_alljob001_01_captured_tinygeometry_tgr21_tgc17_0x001439c0,block-stem,ps3-VZ.WAD,model
0x881BDBDF,vz_state_alljob010_05_staging_tinygeometry_tgr17_tgc06_0x00143a4d,block-stem,ps3-VZ.WAD,model
0x8836E71C,vz_state_oiljob012_04_pristine_tinygeometry_tgr16_tgc24_0x00143d11,block-stem,ps3-VZ.WAD,model
0x89A8AC72,global_billboard06,bare,aset_model_names.json,model
0x89FB7DC8,city_bld_storefrontb,bare,aset_model_names.json,model
0x8AB7558A,island_wallcorner,bare,aset_model_names.json,model
0x8B114E55,vz_state_pirjob002_03_staging_tinygeometry_tgr27_tgc24_0x00143d45,block-stem,ps3-VZ.WAD,model
0x8BEBA758,vz_state_alljob010_04_pristine_tinygeometry_tgr17_tgc10_0x00143a40,block-stem,ps3-VZ.WAD,model
0x8C531806,vz_state_chijob001_01_captured_tinygeometry_tgr20_tgc09_0x00143ad2,block-stem,ps3-VZ.WAD,model
0x8C8916E9,vz_state_gurjob011_05_destroyed_tinygeometry_tgr12_tgc22_0x00143c23,block-stem,ps3-VZ.WAD,model
0x8CDCFB3A,vz_state_oiljob008_b_pristine_tinygeometry_tgr26_tgc31_0x00143cd1,block-stem,ps3-VZ.WAD,model
0x8D14759C,vz_state_chijob002_02_pristine_tinygeometry_tgr05_tgc07_0x00143afa,block-stem,ps3-VZ.WAD,model
0x8D20B2B6,vz_state_alljob001_04_captured_tinygeometry_tgr20_tgc13_0x001439d5,block-stem,ps3-VZ.WAD,model
0x8DCDCBF9,vz_state_alljob005_04_destroyed_tinygeometry_tgr13_tgc05_0x00143a0f,block-stem,ps3-VZ.WAD,model
0x8E3345D0,global_billboard_wall03,bare,aset_model_names.json,model
0x8F7192B8,aloutpost_bld_largetent,bare,aset_model_names.json,model
0x8F8EF3CB,vz_state_gurjob002_05_pristine_tinygeometry_tgr08_tgc25_0x00143beb,block-stem,ps3-VZ.WAD,model
0x8FF13D3D,vz_state_chijob010_04_pristine_tinygeometry_tgr16_tgc22_0x00143b8c,block-stem,ps3-VZ.WAD,model
0x90267D03,global_billboard_wall04,bare,aset_model_names.json,model
0x907FC821,vz_state_pirjob002_02_captured_tinygeometry_tgr33_tgc26_0x00143d33,block-stem,ps3-VZ.WAD,model
0x9102FBE0,vz_state_gurcon001_fortress_destroyed_tinygeometry_tgr30_tgc26_0x00143baa,block-stem,ps3-VZ.WAD,model
0x920DEDA6,vz_state_chijob006_d_defenses_tinygeometry_tgr30_tgc22_0x00143b64,block-stem,ps3-VZ.WAD,model
0x933589FA,vz_state_mer_commercialpristine_tinygeometry_tgr12_tgc27_0x00143c94,block-stem,ps3-VZ.WAD,model
0x939D1AE9,vz_state_chijob005_f_defenses_tinygeometry_tgr26_tgc10_0x00143b35,block-stem,ps3-VZ.WAD,model
0x944FD1FB,civ_hum_beachfemale_d,bare,character_figures.txt,model
0x94BD9390,loadingscreen_overlay_standalone,block-stem,Mercenaries 2 Preview X360 (Jul 11 2008).iso,texture
0x94FBBE4B,vz_state_pirjob012_10_staging_tinygeometry_tgr35_tgc28_0x00143d8e,block-stem,ps3-VZ.WAD,model
0x9520B44C,vz_state_chijob006_b_pristine_tinygeometry_tgr36_tgc26_0x00143b54,block-stem,ps3-VZ.WAD,model
0x95718FFA,global_antennab,bare,aset_model_names.json,model
0x96218D77,vzoutpost_bld_barracktent_pr,bare,aset_model_names.json,model
0x964145CD,vzoutpost_bld_barrackreinforced_pr,bare,aset_model_names.json,model
0x96BDFB50,oilrig_bld_helipadsmalla,bare,aset_model_names.json,model
0x97E88490,vz_state_chijob002_05_pristine_tinygeometry_tgr07_tgc22_0x00143b06,block-stem,ps3-VZ.WAD,model
0x98AAC0D3,vz_state_chijob005_a_defenses_tinygeometry_tgr27_tgc17_0x00143b09,block-stem,ps3-VZ.WAD,model
0x98B257C4,vz_state_chijob009_a_pristine_tg_tinygeometry_tgr34_tgc17_0x001440b6,block-stem,ps3-VZ.WAD,model
0x99A75DEC,vz_state_alljob010_05_pristine_tinygeometry_tgr17_tgc06_0x00143a48,block-stem,ps3-VZ.WAD,model
0x9A14550E,vz_state_alljob010_04_staging_tinygeometry_tgr17_tgc09_0x00143a45,block-stem,ps3-VZ.WAD,model
0x9A3D0997,vz_state_alljob001_04_defenses_tinygeometry_tgr20_tgc13_0x001439d9,block-stem,ps3-VZ.WAD,model
0x9AD55A8E,vz_state_oiljob008_b_pristine_tinygeometry_tgr27_tgc31_0x00143cd2,block-stem,ps3-VZ.WAD,model
0x9B0A9C8A,vz_state_chijob005_g_destroyed_tinygeometry_tgr27_tgc11_0x00143b40,block-stem,ps3-VZ.WAD,model
0x9B123404,vz_state_alljob010_04_staging_tinygeometry_tgr18_tgc09_0x00143a46,block-stem,ps3-VZ.WAD,model
0x9B7DB767,vz_state_chicon005_a_pristine_tinygeometry_tgr14_tgc14_0x00143ab1,block-stem,ps3-VZ.WAD,model
0x9D228B3A,vz_state_chijob005_d_pristine_tinygeometry_tgr28_tgc15_0x00143b25,block-stem,ps3-VZ.WAD,model
0x9EC4F316,vz_state_chijob002_01_staging_tinygeometry_tgr09_tgc20_0x00143af6,block-stem,ps3-VZ.WAD,model
0x9EC829EB,vz_state_gur_fuel_junglemountains_tinygeometry_tgr04_tgc28_0x00144dfd,block-stem,ps3-VZ.WAD,model
0x9F52B304,vz_state_oiljob008_l_pristine_tinygeometry_tgr31_tgc33_0x00143ced,block-stem,ps3-VZ.WAD,model
0x9F6161DA,vzoutpost_wallb_al,bare,aset_model_names.json,model
0x9F6F03E6,vz_state_gurcon005_junglebase_tinygeometry_tgr12_tgc25_0x00144e01,block-stem,ps3-VZ.WAD,model
0x9F769F33,vz_state_chijob005_a_pristine_tinygeometry_tgr27_tgc16_0x00143b0e,block-stem,ps3-VZ.WAD,model
0xA0189C84,island_wallend,bare,aset_model_names.json,model
0xA0DE5F82,vzoutpost_bld_barracktent_gr,bare,aset_model_names.json,model
0xA1D5685F,vz_state_pirjob002_02_pristine_tinygeometry_tgr34_tgc26_0x00143d36,block-stem,ps3-VZ.WAD,model
0xA2EB5412,maracaibo_wall20m,bare,aset_model_names.json,model
0xA36D9F1F,vzoutpost_bld_garage_oc,bare,aset_model_names.json,model
0xA3A696C9,global_billboard01,bare,aset_model_names.json,model
0xA3D2C6E4,vz_state_alljob001_04_captured_tinygeometry_tgr20_tgc12_0x001439d4,block-stem,ps3-VZ.WAD,model
0xA420B463,vz_state_chijob001_04_captured_tinygeometry_tgr21_tgc04_0x00143ae7,block-stem,ps3-VZ.WAD,model
0xA4365D70,vz_state_alljob001_04_captured_tinygeometry_tgr21_tgc12_0x001439d7,block-stem,ps3-VZ.WAD,model
0xA5991AAD,vz_state_pirjob012_05_pristine_tinygeometry_tgr06_tgc33_0x00143d75,block-stem,ps3-VZ.WAD,model
0xA63111D8,vz_state_pirjob012_10_pristine_tinygeometry_tgr35_tgc29_0x00143d8b,block-stem,ps3-VZ.WAD,model
0xA643F9E6,vz_state_chijob001_02_staging_tinygeometry_tgr25_tgc10_0x00143ae0,block-stem,ps3-VZ.WAD,model
0xA6CE39E1,vz_state_chijob006_c_pristine_tinygeometry_tgr32_tgc21_0x00143b5c,block-stem,ps3-VZ.WAD,model
0xA70CED41,vz_state_alljob010_01_staging_tinygeometry_tgr26_tgc07_0x00143a34,block-stem,ps3-VZ.WAD,model
0xA7278513,vz_state_pirjob012_07_staging_tinygeometry_tgr18_tgc28_0x00143d7e,block-stem,ps3-VZ.WAD,model
0xA73CA899,vz_state_chijob005_f_destroyed_tinygeometry_tgr26_tgc10_0x00143b37,block-stem,ps3-VZ.WAD,model
0xA79E1070,vz_state_pirjob007_g_pristine_tinygeometry_tgr32_tgc28_0x00143d60,block-stem,ps3-VZ.WAD,model
0xA88F6415,vz_state_chijob005_c_pristine_tinygeometry_tgr27_tgc10_0x00143b1d,block-stem,ps3-VZ.WAD,model
0xA8CDE165,vz_state_alljob002_01_pristine_tinygeometry_tgr12_tgc17_0x001439e6,block-stem,ps3-VZ.WAD,model
0xA9B41FD3,vz_state_pirjob002_02_staging_tinygeometry_tgr34_tgc26_0x00143d3a,block-stem,ps3-VZ.WAD,model
0xAAE99DB5,vz_state_gurjob002_04_pristine_tinygeometry_tgr06_tgc30_0x00143be7,block-stem,ps3-VZ.WAD,model
0xAB850351,vz_state_chijob005_e_defenses_tinygeometry_tgr24_tgc15_0x00143b2b,block-stem,ps3-VZ.WAD,model
0xABB92ED5,vz_state_alljob010_01_staging_tinygeometry_tgr24_tgc08_0x00143a33,block-stem,ps3-VZ.WAD,model
0xAC079C4A,city_bld_storefrontcornere,bare,aset_model_names.json,model
0xAC25BEB7,vz_state_chijob005_g_pristine_tinygeometry_tgr27_tgc11_0x00143b42,block-stem,ps3-VZ.WAD,model
0xAC7EB30B,vz_state_mar_industrial_pristine_tinygeometry_tgr23_tgc27_0x00143c86,block-stem,ps3-VZ.WAD,model
0xAD59247F,vz_hum_captain,bare,character_figures.txt,model
0xAD5E82DB,vz_state_alljob002_01_pristine_tinygeometry_tgr11_tgc19_0x001439e7,block-stem,ps3-VZ.WAD,model
0xADB651F3,vz_state_pirjob012_10_pristine_tinygeometry_tgr35_tgc30_0x00143d8c,block-stem,ps3-VZ.WAD,model
0xADBF8ED3,vz_state_alljob009_03_defenses_tinygeometry_tgr19_tgc16_0x00143a21,block-stem,ps3-VZ.WAD,model
0xAE26118B,vz_state_alljob010_04_pristine_tinygeometry_tgr18_tgc08_0x00143a3f,block-stem,ps3-VZ.WAD,model
0xB048B1F5,vz_state_gurcon001_fortress_destroyed_tinygeometry_tgr29_tgc28_0x00143ba8,block-stem,ps3-VZ.WAD,model
0xB09C9BBD,vz_state_chijob005_d_destroyed_tinygeometry_tgr28_tgc15_0x00143b23,block-stem,ps3-VZ.WAD,model
0xB25223F5,pmcoutpost_statuediscus,block-stem,ps3-VZ.WAD,model
0xB2580C9E,vz_state_gurjob008_01_captured_tinygeometry_tgr08_tgc33_0x00143c0b,block-stem,ps3-VZ.WAD,model
0xB274B794,vz_state_chijob005_c_destroyed_tinygeometry_tgr27_tgc10_0x00143b1b,block-stem,ps3-VZ.WAD,model
0xB3054AF4,vz_state_chijob010_02_pristine_tinygeometry_tgr23_tgc20_0x00143b82,block-stem,ps3-VZ.WAD,model
0xB32D136C,vzoutpost_bld_barracktent_ch,bare,aset_model_names.json,model
0xB3E4BE4A,vz_state_gurjob008_02_staging_tinygeometry_tgr10_tgc25_0x00143c19,block-stem,ps3-VZ.WAD,model
0xB80392CB,vz_state_alljob009_01_pristine_tinygeometry_tgr18_tgc13_0x00143a1a,block-stem,ps3-VZ.WAD,model
0xB8799C72,pmc_hum_proppilot,bare,character_figures.txt,model
0xB8DA05AC,vz_state_pirjob002_01_pristine_tinygeometry_tgr32_tgc34_0x00143d2f,block-stem,ps3-VZ.WAD,model
0xB8EB1B34,vz_state_oiljob012_01_pristine_tinygeometry_tgr24_tgc35_0x00143d06,block-stem,ps3-VZ.WAD,model
0xBB266268,vz_state_gurjob008_01_captured_tinygeometry_tgr08_tgc32_0x00143c0c,block-stem,ps3-VZ.WAD,model
0xBD348131,vz_state_chijob010_01_pristine_tinygeometry_tgr19_tgc20_0x00143b7f,block-stem,ps3-VZ.WAD,model
0xBDA63F13,oc_hum_executive,bare,character_figures.txt,model
0xBE4B843A,vz_state_chijob001_04_pristine_tinygeometry_tgr21_tgc03_0x00143aea,block-stem,ps3-VZ.WAD,model
0xBEC4613C,vz_state_oiljob012_01_pristine_tinygeometry_tgr22_tgc34_0x00143d03,block-stem,ps3-VZ.WAD,model
0xBED9FC98,vz_state_pirjob012_03_staging_tinygeometry_tgr11_tgc14_0x00143d6e,block-stem,ps3-VZ.WAD,model
0xBF55C3DE,vz_state_chijob002_02_pristine_tinygeometry_tgr07_tgc08_0x00143af8,block-stem,ps3-VZ.WAD,model
0xBF83DA9E,vz_hum_carmona,bare,character_figures.txt,model
0xC02635C1,vz_state_alljob010_05_pristine_tinygeometry_tgr17_tgc07_0x00143a4b,block-stem,ps3-VZ.WAD,model
0xC034F963,vz_state_chijob002_04_pristine_tinygeometry_tgr06_tgc18_0x00143b04,block-stem,ps3-VZ.WAD,model
0xC05A62C8,vz_state_gurjob012_03_staging_tinygeometry_tgr10_tgc33_0x00144dfa,block-stem,ps3-VZ.WAD,model
0xC082B113,vz_state_chicon005_b_pristine_tinygeometry_tgr10_tgc15_0x00143ab3,block-stem,ps3-VZ.WAD,model
0xC0E01C9A,vz_state_chijob001_02_captured_tinygeometry_tgr25_tgc10_0x00143adb,block-stem,ps3-VZ.WAD,model
0xC0F901C5,vz_state_gurjob008_02_pristine_tinygeometry_tgr10_tgc25_0x00143c17,block-stem,ps3-VZ.WAD,model
0xC11B459C,vz_state_chijob002_01_pristine_tinygeometry_tgr10_tgc20_0x00143af1,block-stem,ps3-VZ.WAD,model
0xC1D650E0,vz_state_pirjob012_08_pristine_tinygeometry_tgr28_tgc20_0x00143d82,block-stem,ps3-VZ.WAD,model
0xC3A29497,vz_state_pmccon003_solbunkerbase_tinygeometry_tgr07_tgc04_0x00143d9f,block-stem,ps3-VZ.WAD,model
0xC3D31837,vz_state_chicon002_bridge_destroyed_tinygeometry_tgr23_tgc29_0x00143a98,block-stem,ps3-VZ.WAD,model
0xC47122CA,vz_state_chijob006_a_destroyed_tinygeometry_tgr33_tgc33_0x00143b48,block-stem,ps3-VZ.WAD,model
0xC51FD948,vz_state_alljob010_03_staging_tinygeometry_tgr21_tgc09_0x00143a3d,block-stem,ps3-VZ.WAD,model
0xC5CFAC9F,global_watertowerb,bare,aset_model_names.json,model
0xC62A79D3,vz_state_oiljob008_c_pristine_tinygeometry_tgr23_tgc33_0x00143cd6,block-stem,ps3-VZ.WAD,model
0xC654AE83,global_wheelchair,bare,aset_model_names.json,model
0xC792B57B,vz_state_gurjob002_02_pristine_tinygeometry_tgr06_tgc29_0x00143fd6,block-stem,ps3-VZ.WAD,model
0xC7AE94AE,vz_state_chijob009_b_pristine_tg_tinygeometry_tgr31_tgc25_0x001440b9,block-stem,ps3-VZ.WAD,model
0xC83CC993,vz_state_gurjob002_03_pristine_tinygeometry_tgr07_tgc26_0x00143be4,block-stem,ps3-VZ.WAD,model
0xC8B6CB0A,vz_state_oiljob011_05_pristine_tinygeometry_tgr29_tgc35_0x00143d00,block-stem,ps3-VZ.WAD,model
0xC96ADE44,vz_state_chijob006_b_pristine_tinygeometry_tgr35_tgc27_0x00143b52,block-stem,ps3-VZ.WAD,model
0xC9AAA74B,vz_state_oiljob008_b_destroyed_tinygeometry_tgr26_tgc31_0x00143ccf,block-stem,ps3-VZ.WAD,model
0xC9AF8390,vz_state_oiljob011_03_pristine_tinygeometry_tgr25_tgc27_0x00143cfb,block-stem,ps3-VZ.WAD,model
0xCA96B600,vz_state_oiljob012_03_staging_tinygeometry_tgr18_tgc23_0x00143d0e,block-stem,ps3-VZ.WAD,model
0xCAAB9AE1,vzoutpost_bld_barrackreinforced_oc,bare,aset_model_names.json,model
0xCAABD5E5,vz_state_chicon002_depot_pristine_tinygeometry_tgr27_tgc29_0x00143aa4,block-stem,ps3-VZ.WAD,model
0xCAFE844B,vz_state_gua_upperclass_pristine_tinygeometry_tgr05_tgc14_0x00144062,block-stem,ps3-VZ.WAD,model
0xCBE3C965,vz_state_chijob001_02_pristine_tinygeometry_tgr24_tgc10_0x00143add,block-stem,ps3-VZ.WAD,model
0xCC3ADBDD,vz_state_pirjob002_03_captured_tinygeometry_tgr26_tgc24_0x00143d3d,block-stem,ps3-VZ.WAD,model
0xCCF837F6,vz_state_chijob010_04_pristine_tinygeometry_tgr17_tgc21_0x00143b8b,block-stem,ps3-VZ.WAD,model
0xCDC35BFB,vz_state_gurjob008_01_staging_tinygeometry_tgr08_tgc33_0x00143c11,block-stem,ps3-VZ.WAD,model
0xCDD1F3B4,airport_bld_hanger01,bare,aset_model_names.json,model
0xCE0A1067,city_bld_storefrontcornerd,bare,aset_model_names.json,model
0xCE157FD3,vz_state_alljob005_03_staging_tinygeometry_tgr24_tgc06_0x00143a0b,block-stem,ps3-VZ.WAD,model
0xCE2D8E21,vz_state_gurjob002_01_staging_tinygeometry_tgr08_tgc30_0x00143bd6,block-stem,ps3-VZ.WAD,model
0xCE4B250D,vz_state_chijob005_e_defenses_tinygeometry_tgr23_tgc15_0x00143b2c,block-stem,ps3-VZ.WAD,model
0xCF5B1E5A,vz_state_oilcon002_airportdefbase_tinygeometry_tgr26_tgc36_0x00143cad,block-stem,ps3-VZ.WAD,model
0xCF81443F,vz_state_chicon002_depot_destroyed_tinygeometry_tgr28_tgc30_0x00143aa0,block-stem,ps3-VZ.WAD,model
0xCF8CF430,vz_state_gurjob007_02_destroyed_tinygeometry_tgr12_tgc29_0x00143c05,block-stem,ps3-VZ.WAD,model
0xCF929800,vzoutpost_bld_barrackreinforced_al,bare,aset_model_names.json,model
0xCFB4BB2C,vz_state_chijob001_04_captured_tinygeometry_tgr22_tgc03_0x00143ae8,block-stem,ps3-VZ.WAD,model
0xD0783BCE,vz_state_alljob010_04_staging_tinygeometry_tgr18_tgc08_0x00143a43,block-stem,ps3-VZ.WAD,model
0xD1CCD65E,vzoutpost_bld_barracktent_al,bare,aset_model_names.json,model
0xD2070758,vz_state_chijob006_d_destroyed_tinygeometry_tgr30_tgc22_0x00143b66,block-stem,ps3-VZ.WAD,model
0xD230ED1A,vz_state_chicon002_depot_pristine_tinygeometry_tgr28_tgc29_0x00143aa6,block-stem,ps3-VZ.WAD,model
0xD2ADCAB8,gr_hum_advisor,bare,character_figures.txt,facefxactor;model
0xD31504EF,vz_state_oiljob008_f_pristine_tinygeometry_tgr05_tgc20_0x00143cde,block-stem,ps3-VZ.WAD,model
0xD35F0BE7,vz_state_chicon006_a_pristine_tinygeometry_tgr14_tgc13_0x00143abe,block-stem,ps3-VZ.WAD,model
0xD38D379E,vz_state_chijob009_a_pristine_tg_tinygeometry_tgr33_tgc17_0x001440b5,block-stem,ps3-VZ.WAD,model
0xD45DBA28,vz_state_chijob002_03_pristine_tinygeometry_tgr07_tgc12_0x00143aff,block-stem,ps3-VZ.WAD,model
0xD4D26C8E,vz_state_chijob009_b_pristine_tg_tinygeometry_tgr32_tgc25_0x001440b8,block-stem,ps3-VZ.WAD,model
0xD526C9F2,vz_state_gurjob011_09_destroyed_tinygeometry_tgr11_tgc23_0x00143c2b,block-stem,ps3-VZ.WAD,model
0xD57AF0A6,vz_state_gurjob011_02_destroyed_tinygeometry_tgr14_tgc22_0x00143c1d,block-stem,ps3-VZ.WAD,model
0xD7C9213E,vz_state_chijob002_05_pristine_tinygeometry_tgr07_tgc23_0x00143b07,block-stem,ps3-VZ.WAD,model
0xD7FD861D,vz_state_chicon006_c_pristine_tinygeometry_tgr13_tgc10_0x00143ac6,block-stem,ps3-VZ.WAD,model
0xD88A3195,vz_state_oiljob012_05_pristine_tinygeometry_tgr17_tgc35_0x00143d16,block-stem,ps3-VZ.WAD,model
0xD8A3CC22,vz_state_chijob010_02_staging_tinygeometry_tgr24_tgc19_0x00143b86,block-stem,ps3-VZ.WAD,model
0xD9133966,vz_state_gur_fuel_junglemountains_tinygeometry_tgr06_tgc28_0x00144dfc,block-stem,ps3-VZ.WAD,model
0xD990B452,vz_state_chijob002_01_pristine_tinygeometry_tgr10_tgc19_0x00143af3,block-stem,ps3-VZ.WAD,model
0xDA448E7C,industrial_att_pipelargecap,bare,aset_model_names.json,model
0xDB6A9471,vz_state_alljob005_01_staging_tinygeometry_tgr12_tgc07_0x001439fb,block-stem,ps3-VZ.WAD,model
0xDBBA3EE6,vzoutpost_bld_garage_al,bare,aset_model_names.json,model
0xDC4BA249,outpost_interiorsmall,bare,aset_model_names.json,model
0xDDAE1B49,global_sandbagsstraightgr,block-stem,ps3-VZ.WAD,model
0xDE3A98BF,vz_state_alljob009_05_destroyed_tinygeometry_tgr18_tgc16_0x00143a2f,block-stem,ps3-VZ.WAD,model
0xDE91D38F,vz_state_chijob010_02_pristine_tinygeometry_tgr22_tgc21_0x00143b81,block-stem,ps3-VZ.WAD,model
0xDEB8BB20,vz_state_chijob002_02_pristine_tinygeometry_tgr06_tgc08_0x00143af9,block-stem,ps3-VZ.WAD,model
0xDED14068,vz_state_pirjob012_05_staging_tinygeometry_tgr06_tgc33_0x00143d77,block-stem,ps3-VZ.WAD,model
0xDFC8BAF3,vz_state_alljob002_02_pristine_tinygeometry_tgr09_tgc17_0x001439e9,block-stem,ps3-VZ.WAD,model
0xDFF520BB,vz_state_gurcon005_airportdefbase_tinygeometry_tgr26_tgc35_0x00143bc4,block-stem,ps3-VZ.WAD,model
0xE06AFFD3,vz_state_chijob005_e_pristine_tinygeometry_tgr24_tgc15_0x00143b30,block-stem,ps3-VZ.WAD,model
0xE11C27AB,vz_state_oiljob011_05_pristine_tinygeometry_tgr30_tgc35_0x00143cff,block-stem,ps3-VZ.WAD,model
0xE18343ED,global_billboard_bridge01,bare,aset_model_names.json,model
